plm_style_code,style_description,color_code,colorway_short_description,gmh_sector_text,gmh_gender_text,gmh_category_text,gmh_sub_category_text,gmh_sub_brand_code,gmh_sub_brand_text,company_code,distribution_channel_code,site_number,site_text,netslsamt_cy,netslscstmerch_cy,netslsqty_cy,netmsrpamt_cy,netslsamt_ly,netslscstmerch_ly,netslsqty_ly,netmsrpamt_ly,eohttlqty_cy,eohstrqty_cy,intranqty_cy,eohttlqty_ly,eohstrqty_ly,intranqty_ly
MV-86483,Women Wallets Luxe,CHP,Champagne,Leather Goods,Women,Small Leather Goods,Wallets,MVS,MV Signature,100,50,A800,MV SOHO New York,157762.85,47027.82,246,211610.17,170360.02,62065.55,244,209889.77,224,153,71,218,205,0
MV-20350,Women Card Holders Essential,CRM,Cognac,Leather Goods,Women,Small Leather Goods,Card Holders,MVS,MV Signature,100,50,A800,MV SOHO New York,29641.69,8508.73,64,42016.95,30194.49,8847.63,68,44643.0,113,112,1,123,89,0
MV-99224,Men Day Dresses Relaxed,ARG,Argent,Ready-to-Wear,Men,Dresses,Day Dresses,MVS,MV Signature,100,20,A800,MV SOHO New York,9007.03,3045.34,29,12508.44,10136.21,2983.28,35,15096.39,57,53,4,59,43,0
MV-76132,Unisex Leather Belts Slim,CRM,Cognac,Leather Goods,Unisex,Belts,Leather Belts,MV,Maison Voss,100,20,A800,MV SOHO New York,8018.71,2770.07,8,11566.96,8654.14,2186.96,9,13012.83,12,10,2,16,15,0
MV-27139,Men Jackets Signature,ANT,Anthracite,Ready-to-Wear,Men,Outerwear,Jackets,MVS,MV Signature,100,20,A800,MV SOHO New York,4839.53,1806.58,11,5979.3,5824.7,1981.25,13,7066.45,13,8,5,17,14,0
MV-88366,Men Blazers Classic,CRM,Creme,Ready-to-Wear,Men,Outerwear,Blazers,MV,Maison Voss,100,20,A800,MV SOHO New York,5623.45,1860.93,17,7055.79,5304.35,1557.93,17,7055.79,57,55,2,66,64,0
MV-62296,Unisex Bracelets Signature,ARG,Argent,Accessories,Unisex,Jewelry,Bracelets,MVS,MV Signature,100,70,A800,MV SOHO New York,11585.72,3624.88,19,15372.36,9645.3,3628.27,15,12136.08,60,45,15,40,37,0
MV-40595,Women Day Dresses Heritage,SBL,Sable,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,100,20,A800,MV SOHO New York,23105.82,8056.7,131,34860.58,27598.51,7081.94,150,39916.69,157,123,34,170,124,0
MV-69829,Men Ballet Flats Slim,ANT,Anthracite,Footwear,Men,Flats,Ballet Flats,MV,Maison Voss,100,30,A800,MV SOHO New York,37668.75,11331.74,56,46282.89,40275.82,12078.03,63,52068.25,37,36,1,44,30,0
MV-71953,Women Suit Trousers Relaxed,NVY,Navy,Ready-to-Wear,Women,Suits,Suit Trousers,MVS,MV Signature,100,50,A800,MV SOHO New York,20658.68,6631.89,51,26479.1,27380.96,9145.51,64,33228.68,29,18,11,34,31,0
MV-57942,Women Chelsea Boots Modern,BEG,Beige,Footwear,Women,Boots,Chelsea Boots,MVS,MV Signature,100,20,A800,MV SOHO New York,2034.99,584.15,8,2581.3,2206.6,561.11,9,2903.96,23,20,3,30,26,0
MV-27486,Women Mules Classic,CRM,Cognac,Footwear,Women,Heels,Mules,MVS,MV Signature,100,20,A800,MV SOHO New York,70795.6,22699.52,135,84311.13,93416.01,31081.06,168,104920.52,312,304,8,465,290,0
MV-63843,Women Midi Dresses Essential,BEG,Beige,Ready-to-Wear,Women,Dresses,Midi Dresses,MVS,MV Signature,100,30,A800,MV SOHO New York,39158.51,11888.05,88,49665.86,51787.16,15995.23,111,62646.71,168,151,17,192,179,0
MV-73242,Men Chain Belts Luxe,CAM,Camel,Leather Goods,Men,Belts,Chain Belts,MV,Maison Voss,100,50,A800,MV SOHO New York,2800.85,979.09,4,3686.27,2710.37,830.85,4,3686.27,8,5,3,10,7,0
MV-26551,Women Mules Luxe,NOI,Noir,Footwear,Women,Heels,Mules,MV,Maison Voss,100,20,A800,MV SOHO New York,49120.57,17519.15,84,63444.74,56202.69,17020.45,93,70242.39,172,157,15,177,112,0
MV-84531,Women Check-In Classic,BEG,Beige,Leather Goods,Women,Luggage,Check-In,MVS,MV Signature,100,20,A800,MV SOHO New York,49487.52,15240.29,54,65288.27,52818.02,13810.89,57,68915.4,203,142,61,243,166,0
MV-62296,Unisex Bracelets Signature,CRM,Cognac,Accessories,Unisex,Jewelry,Bracelets,MVS,MV Signature,100,30,A800,MV SOHO New York,1611.83,539.91,5,1912.3,1226.75,337.94,4,1529.84,7,6,1,6,5,0
MV-20682,Men Loafers Slim,CRM,Cognac,Footwear,Men,Flats,Loafers,MVS,MV Signature,100,50,A800,MV SOHO New York,29708.86,8928.05,42,43634.02,38712.57,11783.29,49,50906.35,167,134,33,233,151,0
MV-37460,Men Jackets Heritage,BEG,Beige,Ready-to-Wear,Men,Outerwear,Jackets,MV,Maison Voss,100,20,A800,MV SOHO New York,11415.15,4300.32,45,15669.88,8996.24,3004.1,35,12187.69,64,52,12,43,41,0
MV-69473,Women Chain Belts Heritage,BLU,Bleu Marine,Leather Goods,Women,Belts,Chain Belts,MVS,MV Signature,100,20,A800,MV SOHO New York,5414.65,1855.05,12,7803.25,6001.19,1659.26,13,8453.52,23,22,1,28,27,0
MV-74451,Unisex Weekender Modern,ECR,Ecru,Leather Goods,Unisex,Luggage,Weekender,MV,Maison Voss,100,20,A800,MV SOHO New York,95547.31,33824.78,201,139226.21,111052.85,40604.42,235,162776.91,575,448,127,646,599,0
MV-52176,Women Check-In Relaxed,TRP,Taupe,Leather Goods,Women,Luggage,Check-In,MVS,MV Signature,100,50,A800,MV SOHO New York,81514.7,21089.77,130,110602.68,91083.43,31471.05,143,121662.95,482,412,70,528,406,0
MV-86483,Women Wallets Luxe,RSE,Rose Poudre,Leather Goods,Women,Small Leather Goods,Wallets,MVS,MV Signature,100,70,A800,MV SOHO New York,36668.65,11126.78,76,54706.58,42571.92,12056.23,94,67663.41,153,103,50,172,120,0
MV-56019,Men Shorts Slim,CRM,Creme,Ready-to-Wear,Men,Bottoms,Shorts,MV,Maison Voss,100,20,A800,MV SOHO New York,10668.36,2805.43,42,15505.87,10634.83,3168.39,42,15505.87,28,20,8,29,18,0
MV-96200,Women Suit Sets,ROG,Rouge,Ready-to-Wear,Women,Suits,Suit Sets,MVS,MV Signature,100,20,A800,MV SOHO New York,23177.41,6468.67,36,28294.97,19201.06,6994.68,32,25151.09,86,53,33,64,45,0
MV-76132,Unisex Leather Belts Slim,VRT,Vert,Leather Goods,Unisex,Belts,Leather Belts,MV,Maison Voss,100,70,A800,MV SOHO New York,71662.97,21742.43,72,94646.53,74198.23,28148.09,72,94646.53,82,65,17,85,75,0
MV-84341,Men Sandals Signature,RSE,Rose Poudre,Footwear,Men,Heels,Sandals,MV,Maison Voss,100,20,A800,MV SOHO New York,19056.63,6016.23,54,22383.97,17759.97,6680.78,50,20725.9,166,132,34,127,83,0
MV-53655,Women Leather Belts Slim,SBL,Sable,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,100,20,A800,MV SOHO New York,2063.17,671.46,4,2639.12,2175.2,760.58,4,2639.12,7,5,2,7,4,0
MV-47196,Women Wallets,NOI,Noir,Leather Goods,Women,Small Leather Goods,Wallets,MVS,MV Signature,100,50,A800,MV SOHO New York,26805.85,7804.49,49,37786.96,20171.24,7612.92,37,28533.01,165,101,64,147,88,0
MV-84177,Men Leather Belts Classic,ANT,Anthracite,Leather Goods,Men,Belts,Leather Belts,MV,Maison Voss,100,20,A800,MV SOHO New York,108394.43,35487.69,113,156781.6,80072.91,21612.36,87,120707.96,408,267,141,303,253,0
MV-25396,Women Clutches Slim,TAN,Tan,Leather Goods,Women,Handbags,Clutches,MVS,MV Signature,100,20,A800,MV SOHO New York,45710.81,16385.88,42,61208.89,31443.76,8039.68,32,46635.34,57,48,9,42,29,0
MV-71953,Women Suit Trousers Relaxed,NVY,Navy,Ready-to-Wear,Women,Suits,Suit Trousers,MVS,MV Signature,100,20,A800,MV SOHO New York,1139.27,297.62,3,1516.41,1107.12,336.34,3,1516.41,5,4,1,5,3,0
MV-84177,Men Leather Belts Classic,CHP,Champagne,Leather Goods,Men,Belts,Leather Belts,MV,Maison Voss,100,20,A800,MV SOHO New York,61556.76,18631.61,106,77299.25,76899.39,28138.57,133,96988.69,330,217,113,454,292,0
MV-91830,Women Bracelets,NOI,Noir,Accessories,Women,Jewelry,Bracelets,MV,Maison Voss,100,50,A800,MV SOHO New York,4924.2,1543.08,15,6706.07,5728.06,1749.43,18,8047.29,7,5,2,7,4,0
MV-88366,Men Blazers Classic,BRG,Bordeaux,Ready-to-Wear,Men,Outerwear,Blazers,MV,Maison Voss,100,20,A800,MV SOHO New York,8991.56,2458.56,20,12464.68,7885.55,2218.37,19,11841.44,65,43,22,70,63,0
MV-10336,Men Blazers Heritage,BLU,Bleu Marine,Ready-to-Wear,Men,Suits,Blazers,MV,Maison Voss,100,20,A800,MV SOHO New York,7411.07,1931.67,12,9321.28,5904.29,2144.33,10,7767.73,19,17,2,19,15,0
MV-80468,Men Blouses Relaxed,VRT,Vert,Ready-to-Wear,Men,Tops,Blouses,MVS,MV Signature,100,20,A800,MV SOHO New York,6177.18,1757.15,27,8420.51,4356.01,1513.64,19,5925.54,87,74,13,67,60,0
MV-82924,Women Low Top Classic,CRM,Cognac,Footwear,Women,Sneakers,Low Top,MV,Maison Voss,100,20,A800,MV SOHO New York,63858.18,21859.44,97,80268.75,69264.56,22217.89,117,96819.01,59,42,17,58,39,0
MV-59015,Unisex Baseball Caps Relaxed,TAN,Tan,Accessories,Unisex,Hats,Baseball Caps,MV,Maison Voss,100,20,A800,MV SOHO New York,15828.69,4606.82,50,20586.31,19787.05,6769.68,64,26350.48,89,64,25,113,107,0
MV-40007,Women Tote Bags Modern,NOI,Noir,Leather Goods,Women,Handbags,Tote Bags,MV,Maison Voss,100,30,A800,MV SOHO New York,11333.39,4202.19,15,13724.84,9545.06,2427.22,14,12809.85,41,26,15,38,35,0
MV-28191,Women Chelsea Boots Luxe,RSE,Rose Poudre,Footwear,Women,Boots,Chelsea Boots,MV,Maison Voss,100,20,A800,MV SOHO New York,42537.62,15603.14,145,51091.28,42785.1,15338.79,162,57081.29,186,127,59,243,225,0
MV-62383,Men Berets Relaxed,ANT,Anthracite,Accessories,Men,Hats,Berets,MVS,MV Signature,100,20,A800,MV SOHO New York,66019.83,21698.53,146,92929.8,59861.53,17883.44,134,85291.73,254,161,93,277,192,0
MV-80236,Women Coats Slim,CRM,Cognac,Ready-to-Wear,Women,Outerwear,Coats,MVS,MV Signature,100,20,A800,MV SOHO New York,77994.33,27866.59,141,96415.91,56274.53,14682.87,103,70431.48,257,233,24,165,146,0
MV-46559,Men Ballet Flats Luxe,NVY,Navy,Footwear,Men,Flats,Ballet Flats,MV,Maison Voss,100,20,A800,MV SOHO New York,6176.06,2116.79,18,8784.85,5166.64,1464.75,15,7320.71,27,20,7,25,23,0
MV-69446,Unisex Evening Dresses Modern,TAN,Tan,Ready-to-Wear,Unisex,Dresses,Evening Dresses,MV,Maison Voss,100,70,A800,MV SOHO New York,24798.84,8910.76,41,35480.99,30080.81,9346.74,52,45000.28,115,108,7,177,167,0
MV-26299,Men High Top Luxe,NOI,Noir,Footwear,Men,Sneakers,High Top,MVS,MV Signature,100,30,A800,MV SOHO New York,135353.85,36428.68,289,184805.8,123094.46,45844.43,283,180969.0,328,211,117,342,227,0
MV-44664,Women Shoulder Bags Modern,NOI,Noir,Leather Goods,Women,Handbags,Shoulder Bags,MVS,MV Signature,100,50,A800,MV SOHO New York,112337.45,29031.49,102,153699.48,126414.96,40825.04,111,167261.2,233,220,13,279,170,0
MV-12260,Men Knee High Modern,SBL,Sable,Footwear,Men,Boots,Knee High,MVS,MV Signature,100,50,A800,MV SOHO New York,699.06,251.49,1,901.6,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-68138,Women Tops Modern,CAM,Camel,Ready-to-Wear,Women,Tops,Tops,MV,Maison Voss,100,20,A800,MV SOHO New York,1598.18,538.12,4,1903.32,812.54,258.47,2,951.66,8,6,2,5,3,0
MV-21542,Women Clutches Signature,RSE,Rose Poudre,Leather Goods,Women,Handbags,Clutches,MVS,MV Signature,100,50,A800,MV SOHO New York,29430.61,9512.32,43,38965.52,26085.73,7968.78,43,38965.52,120,107,13,140,101,0
MV-92478,Women Blazers Classic,NOI,Noir,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,100,70,A800,MV SOHO New York,65870.23,21288.01,165,90765.78,88329.3,23369.19,210,115520.08,424,282,142,441,417,0
MV-14852,Men Loafers Slim,GRG,Greige,Footwear,Men,Flats,Loafers,MV,Maison Voss,100,70,A800,MV SOHO New York,23936.39,8046.85,53,29186.24,31346.7,11084.83,66,36345.13,162,147,15,212,157,0
MV-66531,Unisex Key Holders Modern,CRM,Creme,Leather Goods,Unisex,Small Leather Goods,Key Holders,MVS,MV Signature,100,20,A800,MV SOHO New York,18059.42,6014.96,47,23063.57,14981.26,4113.67,40,19628.57,112,91,21,105,83,0
MV-89928,Men Suit Trousers Slim,ANT,Anthracite,Ready-to-Wear,Men,Suits,Suit Trousers,MVS,MV Signature,100,20,A800,MV SOHO New York,2862.83,1082.26,7,4093.17,2366.55,877.29,6,3508.43,19,18,1,20,14,0
MV-82199,Men Shorts Classic,BEG,Beige,Ready-to-Wear,Men,Bottoms,Shorts,MVS,MV Signature,100,20,A800,MV SOHO New York,26227.8,9192.65,73,36644.93,25713.7,9244.23,71,35640.96,192,119,73,179,125,0
MV-82910,Men Shirts Signature,CRM,Cognac,Ready-to-Wear,Men,Tops,Shirts,MV,Maison Voss,100,20,A800,MV SOHO New York,44423.31,14427.6,119,58359.52,50224.02,13932.47,124,60811.6,159,97,62,174,121,0
MV-86556,Women Evening Dresses Classic,BEG,Beige,Ready-to-Wear,Women,Dresses,Evening Dresses,MV,Maison Voss,100,20,A800,MV SOHO New York,9166.74,3154.1,33,12183.18,9166.58,2860.59,30,11075.62,43,31,12,37,28,0
MV-88222,Men Suit Trousers Heritage,BRG,Bordeaux,Ready-to-Wear,Men,Suits,Suit Trousers,MV,Maison Voss,100,20,A800,MV SOHO New York,49303.87,13120.04,103,62632.67,50583.22,13870.86,106,64456.92,108,90,18,118,80,0
MV-82910,Men Shirts Signature,TRP,Taupe,Ready-to-Wear,Men,Tops,Shirts,MV,Maison Voss,100,20,A800,MV SOHO New York,65474.1,20117.87,230,98059.78,75581.53,23416.04,271,115540.01,462,444,18,438,305,0
MV-68878,Men Carry-On Heritage,RSE,Rose Poudre,Leather Goods,Men,Luggage,Carry-On,MVS,MV Signature,100,50,A800,MV SOHO New York,14256.0,4167.53,15,18407.76,15364.79,4804.67,18,22089.31,42,37,5,56,46,0
MV-78955,Women Pouches Modern,CHP,Champagne,Leather Goods,Women,Small Leather Goods,Pouches,MV,Maison Voss,100,20,A800,MV SOHO New York,17362.82,5130.13,51,21812.62,14730.16,4645.56,44,18818.73,149,93,56,122,90,0
MV-54657,Women Evening Dresses Slim,CRM,Cognac,Ready-to-Wear,Women,Dresses,Evening Dresses,MV,Maison Voss,100,20,A800,MV SOHO New York,15303.72,4200.14,23,18939.18,16687.52,5455.12,24,19762.62,80,62,18,80,61,0
MV-45986,Women Chain Belts Classic,SBL,Sable,Leather Goods,Women,Belts,Chain Belts,MV,Maison Voss,100,20,A800,MV SOHO New York,50222.73,18931.08,108,59219.09,52098.4,18487.44,110,60315.74,257,187,70,251,226,0
MV-12671,Men Ballet Flats Slim,BLU,Bleu Marine,Footwear,Men,Flats,Ballet Flats,MVS,MV Signature,100,50,A800,MV SOHO New York,31938.57,8264.73,59,47510.34,29787.13,8607.87,50,40263.0,206,187,19,183,128,0
MV-84531,Women Check-In Classic,VRT,Vert,Leather Goods,Women,Luggage,Check-In,MVS,MV Signature,100,20,A800,MV SOHO New York,63015.59,22305.03,69,82078.23,88462.39,27922.35,86,102300.4,246,208,38,321,313,0
MV-44959,Women Blazers Modern,GRG,Greige,Ready-to-Wear,Women,Outerwear,Blazers,MVS,MV Signature,100,20,A800,MV SOHO New York,27637.32,10334.19,110,40039.94,30107.22,8349.27,118,42951.94,173,138,35,196,125,0
MV-95918,Women Suit Sets Modern,ECR,Ecru,Ready-to-Wear,Women,Suits,Suit Sets,MV,Maison Voss,100,50,A800,MV SOHO New York,6688.37,2429.11,34,8429.48,6747.78,2421.27,33,8181.55,51,49,2,53,39,0
MV-77033,Women Weekender Modern,TAN,Tan,Leather Goods,Women,Luggage,Weekender,MVS,MV Signature,100,50,A800,MV SOHO New York,91242.56,34215.66,170,120946.47,96798.32,34650.77,161,114543.42,288,201,87,261,230,0
MV-20350,Women Card Holders Essential,BRG,Bordeaux,Leather Goods,Women,Small Leather Goods,Card Holders,MVS,MV Signature,100,20,A800,MV SOHO New York,26288.0,7413.1,52,32253.82,26134.35,7536.19,51,31633.55,76,57,19,62,60,0
MV-71797,Men Shoulder Bags Classic,SBL,Sable,Leather Goods,Men,Handbags,Shoulder Bags,MVS,MV Signature,100,70,A800,MV SOHO New York,10731.94,2753.75,11,13280.57,10425.25,3678.9,12,14487.9,41,33,8,54,33,0
MV-67905,Women High Top Luxe,CRM,Cognac,Footwear,Women,Sneakers,High Top,MV,Maison Voss,100,70,A800,MV SOHO New York,33797.75,11692.61,82,45811.6,32257.39,11168.4,73,40783.49,41,27,14,33,21,0
MV-99353,Women Tote Bags,ECR,Ecru,Leather Goods,Women,Handbags,Tote Bags,MV,Maison Voss,100,20,A800,MV SOHO New York,63782.54,16657.85,108,77698.79,69987.53,24156.28,114,82015.39,396,280,116,369,320,0
MV-49472,Men Square Frames Modern,ARG,Argent,Accessories,Men,Sunglasses,Square Frames,MV,Maison Voss,100,20,A800,MV SOHO New York,13375.86,4945.5,26,15354.45,13010.9,3808.76,26,15354.45,52,46,6,48,31,0
MV-97684,Unisex Bracelets Luxe,SBL,Sable,Accessories,Unisex,Jewelry,Bracelets,MV,Maison Voss,100,20,A800,MV SOHO New York,42265.22,14619.72,134,58288.14,34098.04,9872.14,107,46543.52,150,95,55,124,80,0
MV-70521,Men Mules Luxe,GRG,Greige,Footwear,Men,Heels,Mules,MV,Maison Voss,100,50,A800,MV SOHO New York,50878.38,14599.64,163,68442.41,51714.31,17977.98,173,72641.33,204,164,40,205,180,0
MV-29597,Women Leather Belts,CRM,Cognac,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,100,30,A800,MV SOHO New York,16257.03,4319.36,22,21040.44,11526.21,3124.73,17,16258.53,65,41,24,47,29,0
MV-24316,Women Low Top Relaxed,CRM,Creme,Footwear,Women,Sneakers,Low Top,MV,Maison Voss,100,30,A800,MV SOHO New York,148801.18,55777.57,283,187604.11,129996.37,39106.87,250,165728.01,502,360,142,368,300,0
MV-38047,Women Round Frames Relaxed,CHP,Champagne,Accessories,Women,Sunglasses,Round Frames,MVS,MV Signature,100,20,A800,MV SOHO New York,5194.4,1939.72,10,6422.7,5392.12,2015.11,10,6422.7,36,26,10,35,29,0
MV-26299,Men High Top Luxe,GRG,Greige,Footwear,Men,Sneakers,High Top,MVS,MV Signature,100,70,A800,MV SOHO New York,11478.71,4201.39,15,14899.26,9026.77,2372.13,11,10926.12,10,7,3,6,3,0
