plm_style_code,style_description,color_code,colorway_short_description,gmh_sector_text,gmh_gender_text,gmh_category_text,gmh_sub_category_text,gmh_sub_brand_code,gmh_sub_brand_text,company_code,distribution_channel_code,site_number,site_text,netslsamt_cy,netslscstmerch_cy,netslsqty_cy,netmsrpamt_cy,netslsamt_ly,netslscstmerch_ly,netslsqty_ly,netmsrpamt_ly,eohttlqty_cy,eohstrqty_cy,intranqty_cy,eohttlqty_ly,eohstrqty_ly,intranqty_ly
MV-78146,Men Day Dresses,CHP,Champagne,Ready-to-Wear,Men,Dresses,Day Dresses,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,5774.45,1512.31,11,7769.22,3809.76,1039.49,7,4944.05,26,25,1,19,12,0
MV-38183,Men Suit Trousers Essential,GRG,Greige,Ready-to-Wear,Men,Suits,Suit Trousers,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,573.38,203.78,1,726.48,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-26299,Men High Top Luxe,GRG,Greige,Footwear,Men,Sneakers,High Top,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,374.29,102.96,1,523.99,0.0,0.0,0,0.0,0,0,0,0,0,0
MV-39444,Men Key Holders Relaxed,ROG,Rouge,Leather Goods,Men,Small Leather Goods,Key Holders,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,1807.01,538.23,2,2294.92,1992.03,529.04,2,2294.92,2,1,1,2,1,0
MV-17331,Women Key Holders Relaxed,SBL,Sable,Leather Goods,Women,Small Leather Goods,Key Holders,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,396.11,108.4,1,544.01,383.78,109.11,1,544.01,1,0,1,1,0,0
MV-76249,Men Clutches Luxe,BRG,Bordeaux,Leather Goods,Men,Handbags,Clutches,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,4816.71,1525.3,5,6452.89,4943.45,1568.39,5,6452.89,8,7,1,8,5,0
MV-85914,Women Wallets,CAM,Camel,Leather Goods,Women,Small Leather Goods,Wallets,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,5821.41,1724.11,8,6974.64,5102.54,1812.13,7,6102.81,29,27,2,22,20,0
MV-31632,Women Weekender Luxe,ECR,Ecru,Leather Goods,Women,Luggage,Weekender,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,5482.88,1938.47,5,7825.53,4790.29,1266.47,4,6260.42,13,11,2,14,11,0
MV-84177,Men Leather Belts Classic,CHP,Champagne,Leather Goods,Men,Belts,Leather Belts,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,6868.98,2099.84,8,9445.51,7373.82,2050.04,8,9445.51,9,5,4,8,5,0
MV-76263,Women High Top Essential,TRP,Taupe,Footwear,Women,Sneakers,High Top,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,895.61,267.47,2,1300.92,942.01,337.19,2,1300.92,3,2,1,2,1,0
MV-44718,Women Day Dresses Slim,ARG,Argent,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,627.8,223.59,1,805.68,635.25,163.02,1,805.68,2,1,1,1,0,0
MV-59834,Women Skirts,ROG,Rouge,Ready-to-Wear,Women,Bottoms,Skirts,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,3386.5,1047.54,6,4190.58,3140.94,1167.0,6,4190.58,8,7,1,8,7,0
MV-38047,Women Round Frames Relaxed,NVY,Navy,Accessories,Women,Sunglasses,Round Frames,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,848.89,263.99,2,1124.38,439.43,151.78,1,562.19,4,3,1,4,2,0
MV-62044,Women Low Top Classic,BLU,Bleu Marine,Footwear,Women,Sneakers,Low Top,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,1545.89,548.1,5,2058.72,1796.75,554.52,6,2470.46,17,12,5,20,16,0
MV-40005,Men Silk Scarves Classic,RSE,Rose Poudre,Accessories,Men,Scarves,Silk Scarves,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,521.5,171.31,1,661.0,0.0,0.0,0,0.0,1,0,1,0,0,0
MV-74451,Unisex Weekender Modern,ANT,Anthracite,Leather Goods,Unisex,Luggage,Weekender,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,391.11,103.19,1,472.16,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-53025,Men Loafers Heritage,NOI,Noir,Footwear,Men,Flats,Loafers,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,20127.16,6477.33,25,27849.75,20710.65,5486.0,27,30077.73,93,89,4,122,116,0
MV-70258,Men Platform Slim,SBL,Sable,Footwear,Men,Sneakers,Platform,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,303.95,107.97,1,430.74,321.01,94.96,1,430.74,0,0,0,0,0,0
MV-64524,Women Check-In Modern,ECR,Ecru,Leather Goods,Women,Luggage,Check-In,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,7663.89,2394.44,22,11289.09,8521.29,2213.36,22,11289.09,68,46,22,80,72,0
MV-35203,Men Blazers Modern,IVR,Ivoire,Ready-to-Wear,Men,Outerwear,Blazers,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,3874.13,995.22,19,5560.2,4279.74,1261.04,23,6730.76,67,59,8,75,55,0
MV-73242,Men Chain Belts Luxe,NVY,Navy,Leather Goods,Men,Belts,Chain Belts,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,3818.79,1100.61,8,5177.13,2151.94,616.44,5,3235.7,16,9,7,10,8,0
MV-42541,Women Blazers Slim,CRM,Cognac,Ready-to-Wear,Women,Suits,Blazers,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,3028.22,871.52,5,4001.07,1742.44,460.33,3,2400.64,18,13,5,11,9,0
MV-86483,Women Wallets Luxe,NVY,Navy,Leather Goods,Women,Small Leather Goods,Wallets,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,4521.95,1374.33,4,5342.65,4033.26,1296.25,4,5342.65,3,2,1,3,2,0
MV-77033,Women Weekender Modern,ECR,Ecru,Leather Goods,Women,Luggage,Weekender,MVS,MV Signature,200,70,J347,MV Flagship Tokyo,4867.27,1606.83,10,5861.15,3833.12,1350.87,8,4688.92,24,18,6,21,16,0
MV-28776,Women Sandals Essential,SBL,Sable,Footwear,Women,Heels,Sandals,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,707.04,255.08,1,944.48,776.94,282.93,1,944.48,2,1,1,2,1,0
MV-82199,Men Shorts Classic,CRM,Cognac,Ready-to-Wear,Men,Bottoms,Shorts,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,2184.58,824.34,3,2656.39,2240.8,785.72,3,2656.39,7,5,2,6,5,0
MV-68929,Women Crossbody Bags Relaxed,BEG,Beige,Leather Goods,Women,Handbags,Crossbody Bags,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,2819.65,974.39,4,3931.44,2186.56,594.58,3,2948.58,12,7,5,11,8,0
MV-25043,Men Loafers,TAN,Tan,Footwear,Men,Flats,Loafers,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,1583.83,510.47,2,2157.51,819.23,206.2,1,1078.76,1,0,1,0,0,0
MV-74038,Women Pouches,SBL,Sable,Leather Goods,Women,Small Leather Goods,Pouches,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,695.79,182.75,2,843.64,706.46,236.12,2,843.64,2,1,1,2,1,0
MV-71537,Women Trousers Heritage,CHP,Champagne,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,1054.13,383.73,2,1369.32,1041.04,365.1,2,1369.32,6,3,3,6,3,0
MV-80282,Unisex Baseball Caps Signature,NVY,Navy,Accessories,Unisex,Hats,Baseball Caps,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,2082.66,717.35,4,2670.17,2090.87,707.32,4,2670.17,3,2,1,4,3,0
MV-39102,Men Day Dresses Luxe,CAM,Camel,Ready-to-Wear,Men,Dresses,Day Dresses,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,3286.66,826.34,9,4152.67,4060.83,1015.29,10,4614.08,21,16,5,27,23,0
MV-84341,Men Sandals Signature,ANT,Anthracite,Footwear,Men,Heels,Sandals,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,424.39,114.93,1,595.3,0.0,0.0,0,0.0,1,0,1,0,0,0
MV-78494,Men Suit Sets Essential,VRT,Vert,Ready-to-Wear,Men,Suits,Suit Sets,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,7734.47,1978.77,13,10333.82,5962.5,2212.52,11,8744.01,15,11,4,15,14,0
MV-32527,Women Mules Luxe,NVY,Navy,Footwear,Women,Heels,Mules,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,4455.35,1165.04,5,5881.85,3375.18,847.9,4,4705.48,5,4,1,4,2,0
MV-80282,Unisex Baseball Caps Signature,CHP,Champagne,Accessories,Unisex,Hats,Baseball Caps,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,2587.41,685.3,8,3759.24,1991.37,754.8,6,2819.43,22,18,4,18,11,0
MV-99173,Women Card Holders Modern,NOI,Noir,Leather Goods,Women,Small Leather Goods,Card Holders,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,4191.86,1468.98,4,5690.59,4427.22,1574.45,4,5690.59,15,12,3,21,13,0
MV-68493,Women Chain Belts Relaxed,ROG,Rouge,Leather Goods,Women,Belts,Chain Belts,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,6564.95,2223.0,7,9219.01,5006.07,1462.48,5,6585.0,27,22,5,18,13,0
MV-80282,Unisex Baseball Caps Signature,CHP,Champagne,Accessories,Unisex,Hats,Baseball Caps,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,199.85,65.37,1,248.56,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-33647,Men Coats Heritage,CRM,Cognac,Ready-to-Wear,Men,Outerwear,Coats,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,1640.28,510.2,8,2423.39,1524.02,569.79,7,2120.47,26,24,2,22,13,0
MV-59834,Women Skirts,CHP,Champagne,Ready-to-Wear,Women,Bottoms,Skirts,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,294.27,90.24,1,365.57,303.52,99.67,1,365.57,2,1,1,2,1,0
MV-65851,Women Midi Dresses Slim,ANT,Anthracite,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,3264.86,1046.33,11,4247.18,2151.52,744.38,8,3088.86,16,12,4,9,7,0
MV-79822,Unisex Fedoras Slim,IVR,Ivoire,Accessories,Unisex,Hats,Fedoras,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,10348.25,2908.88,24,13137.87,10820.65,2909.91,24,13137.87,64,55,9,72,49,0
MV-54942,Men Square Frames Relaxed,CRM,Creme,Accessories,Men,Sunglasses,Square Frames,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,334.97,113.84,1,390.56,306.37,107.62,1,390.56,1,0,1,1,0,0
MV-79822,Unisex Fedoras Slim,ARG,Argent,Accessories,Unisex,Hats,Fedoras,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,196.54,74.61,1,267.07,197.31,51.8,1,267.07,3,1,2,3,2,0
MV-16175,Unisex Day Dresses Modern,IVR,Ivoire,Ready-to-Wear,Unisex,Dresses,Day Dresses,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,2340.62,763.52,7,2995.54,1650.1,467.71,5,2139.67,23,17,6,18,11,0
MV-79615,Women Midi Dresses Slim,CRM,Creme,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,665.69,226.45,1,849.7,0.0,0.0,0,0.0,1,0,1,0,0,0
MV-47243,Men Boots Heritage,BEG,Beige,Footwear,Men,Heels,Boots,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,3006.08,1068.12,10,3978.73,2710.62,774.74,10,3978.73,38,30,8,33,32,0
MV-99173,Women Card Holders Modern,BEG,Beige,Leather Goods,Women,Small Leather Goods,Card Holders,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,713.06,270.33,1,907.64,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-67905,Women High Top Luxe,ARG,Argent,Footwear,Women,Sneakers,High Top,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,296.6,86.59,1,378.9,0.0,0.0,0,0.0,0,0,0,0,0,0
MV-47512,Men Tops Relaxed,ANT,Anthracite,Ready-to-Wear,Men,Tops,Tops,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,9158.98,3304.65,19,13786.43,7200.62,1932.86,14,10158.42,15,9,6,11,6,0
MV-80282,Unisex Baseball Caps Signature,CRM,Cognac,Accessories,Unisex,Hats,Baseball Caps,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,1458.6,553.92,5,2010.23,1574.05,551.44,5,2010.23,6,5,1,6,4,0
MV-95191,Women Coats Signature,NVY,Navy,Ready-to-Wear,Women,Outerwear,Coats,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,2448.11,692.75,9,3110.89,1588.55,579.14,6,2073.93,11,10,1,7,6,0
MV-94058,Women Chain Belts,BLU,Bleu Marine,Leather Goods,Women,Belts,Chain Belts,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,1039.51,304.89,1,1518.25,970.06,362.65,1,1518.25,2,1,1,2,1,0
MV-80807,Men Ballet Flats Heritage,BEG,Beige,Footwear,Men,Flats,Ballet Flats,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,1401.92,401.65,5,1936.02,1387.27,424.1,5,1936.02,4,3,1,3,2,0
MV-99181,Women Blazers Modern,NVY,Navy,Ready-to-Wear,Women,Outerwear,Blazers,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,2250.25,771.92,4,3318.0,2398.8,778.68,4,3318.0,9,6,3,12,11,0
MV-23133,Men Trousers Essential,GRG,Greige,Ready-to-Wear,Men,Bottoms,Trousers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,834.34,214.76,4,1019.32,406.58,113.65,2,509.66,8,7,1,5,4,0
MV-24530,Women Day Dresses Luxe,BRG,Bordeaux,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,1778.48,667.53,5,2418.73,1871.32,691.65,5,2418.73,19,16,3,17,10,0
MV-48504,Women Slides Signature,BRG,Bordeaux,Footwear,Women,Flats,Slides,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,1131.3,363.17,4,1583.24,1232.33,341.22,4,1583.24,2,1,1,2,1,0
MV-76039,Women Boots Relaxed,ROG,Rouge,Footwear,Women,Heels,Boots,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,1226.6,461.22,2,1774.53,611.76,182.17,1,887.26,7,6,1,7,6,0
MV-65851,Women Midi Dresses Slim,GRG,Greige,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,505.88,148.67,1,647.38,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-71797,Men Shoulder Bags Classic,NVY,Navy,Leather Goods,Men,Handbags,Shoulder Bags,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,3750.04,1294.34,7,4362.89,3961.76,1176.38,7,4362.89,20,13,7,20,14,0
MV-54589,Women Carry-On Slim,SBL,Sable,Leather Goods,Women,Luggage,Carry-On,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,1029.71,269.63,1,1233.93,0.0,0.0,0,0.0,1,0,1,0,0,0
MV-94675,Women Trousers Essential,ARG,Argent,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,1878.41,493.91,6,2675.68,2187.43,801.66,7,3121.62,21,13,8,22,18,0
MV-56955,Women Ballet Flats Relaxed,BLU,Bleu Marine,Footwear,Women,Flats,Ballet Flats,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,821.18,271.53,1,1137.46,863.69,273.37,1,1137.46,3,1,2,3,2,0
MV-59391,Women Weekender Signature,BRG,Bordeaux,Leather Goods,Women,Luggage,Weekender,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,2235.33,725.17,5,3131.88,1213.11,337.35,3,1879.13,15,12,3,11,7,0
MV-51116,Unisex Tops Essential,BLU,Bleu Marine,Ready-to-Wear,Unisex,Tops,Tops,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,3697.52,1227.34,7,5043.79,2616.49,860.71,5,3602.71,26,24,2,23,13,0
MV-73736,Women Key Holders Relaxed,NOI,Noir,Leather Goods,Women,Small Leather Goods,Key Holders,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,995.16,343.52,1,1333.51,1088.86,362.22,1,1333.51,2,1,1,1,0,0
MV-82199,Men Shorts Classic,ROG,Rouge,Ready-to-Wear,Men,Bottoms,Shorts,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,712.21,211.6,1,898.35,720.51,230.96,1,898.35,3,2,1,4,3,0
MV-20543,Men Check-In Classic,ARG,Argent,Leather Goods,Men,Luggage,Check-In,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,677.93,192.51,1,937.99,670.15,181.35,1,937.99,1,0,1,1,0,0
MV-10336,Men Blazers Heritage,IVR,Ivoire,Ready-to-Wear,Men,Suits,Blazers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,1380.02,429.65,4,1878.54,1774.47,646.78,5,2348.17,10,9,1,14,9,0
MV-70521,Men Mules Luxe,CAM,Camel,Footwear,Men,Heels,Mules,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,7414.96,1941.11,9,10558.03,7452.19,2312.21,9,10558.03,21,17,4,25,17,0
MV-84177,Men Leather Belts Classic,IVR,Ivoire,Leather Goods,Men,Belts,Leather Belts,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,890.85,281.72,1,1222.03,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-77033,Women Weekender Modern,RSE,Rose Poudre,Leather Goods,Women,Luggage,Weekender,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,3096.6,1102.98,6,4084.96,2624.92,943.83,5,3404.13,16,10,6,13,8,0
MV-15014,Women Bracelets Modern,TRP,Taupe,Accessories,Women,Jewelry,Bracelets,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,413.4,150.81,2,566.76,227.15,67.94,1,283.38,6,5,1,4,3,0
MV-40007,Women Tote Bags Modern,IVR,Ivoire,Leather Goods,Women,Handbags,Tote Bags,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,2676.75,917.03,3,3764.45,1855.93,577.52,2,2509.63,2,1,1,1,0,0
MV-74038,Women Pouches,NOI,Noir,Leather Goods,Women,Small Leather Goods,Pouches,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,6198.76,1886.36,13,7475.48,6955.45,2079.76,14,8050.51,22,16,6,22,14,0
MV-91490,Women Midi Dresses,CRM,Cognac,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,1388.34,491.81,2,1710.09,1399.85,399.34,2,1710.09,4,3,1,4,3,0
MV-63225,Unisex Key Holders,IVR,Ivoire,Leather Goods,Unisex,Small Leather Goods,Key Holders,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,1118.74,338.25,3,1381.41,722.78,270.19,2,920.94,6,4,2,5,4,0
MV-90356,Women Loafers Signature,NOI,Noir,Footwear,Women,Flats,Loafers,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,844.32,297.39,1,1087.84,0.0,0.0,0,0.0,1,0,1,1,0,0
MV-59009,Women Earrings Slim,CHP,Champagne,Accessories,Women,Jewelry,Earrings,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,377.0,128.89,1,553.15,0.0,0.0,0,0.0,1,0,1,0,0,0
MV-33509,Unisex Fedoras Signature,VRT,Vert,Accessories,Unisex,Hats,Fedoras,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,583.42,152.62,1,806.55,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-80468,Men Blouses Relaxed,ARG,Argent,Ready-to-Wear,Men,Tops,Blouses,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,256.36,68.93,1,361.55,0.0,0.0,0,0.0,3,1,2,2,1,0
MV-35995,Unisex Check-In Modern,ECR,Ecru,Leather Goods,Unisex,Luggage,Check-In,MVS,MV Signature,200,70,J347,MV Flagship Tokyo,2326.79,794.25,5,2795.52,1624.21,573.02,4,2236.41,17,14,3,12,9,0
MV-48177,Women Card Holders Essential,BEG,Beige,Leather Goods,Women,Small Leather Goods,Card Holders,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,842.71,220.29,2,1056.61,918.36,291.49,2,1056.61,3,2,1,3,2,0
MV-22833,Women Midi Dresses Classic,TAN,Tan,Ready-to-Wear,Women,Dresses,Midi Dresses,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,2408.44,828.46,4,3238.66,1896.29,500.71,3,2428.99,14,13,1,13,8,0
MV-86483,Women Wallets Luxe,NVY,Navy,Leather Goods,Women,Small Leather Goods,Wallets,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,1144.69,373.96,1,1557.32,1169.82,372.4,1,1557.32,3,2,1,3,2,0
MV-99353,Women Tote Bags,BLU,Bleu Marine,Leather Goods,Women,Handbags,Tote Bags,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,976.54,345.42,1,1242.71,0.0,0.0,0,0.0,1,0,1,0,0,0
MV-70258,Men Platform Slim,ANT,Anthracite,Footwear,Men,Sneakers,Platform,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,3741.97,1320.88,5,4849.04,3168.56,868.37,4,3879.23,7,6,1,6,5,0
MV-69634,Women Day Dresses Signature,GRG,Greige,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,8761.03,2673.12,17,12353.7,6133.51,1942.23,12,8720.26,49,43,6,32,22,0
MV-62383,Men Berets Relaxed,BRG,Bordeaux,Accessories,Men,Hats,Berets,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,383.57,96.9,1,519.27,400.95,135.58,1,519.27,1,0,1,1,0,0
MV-25043,Men Loafers,ARG,Argent,Footwear,Men,Flats,Loafers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,5383.87,2023.73,11,6680.24,4711.58,1421.97,9,5465.65,10,8,2,8,7,0
MV-38903,Men Coats Essential,RSE,Rose Poudre,Ready-to-Wear,Men,Outerwear,Coats,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,1777.59,670.06,4,2227.75,977.28,343.76,2,1113.87,10,7,3,7,5,0
MV-33647,Men Coats Heritage,CHP,Champagne,Ready-to-Wear,Men,Outerwear,Coats,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,802.84,241.46,4,1108.78,626.49,192.64,3,831.59,4,3,1,4,3,0
MV-38760,Unisex Rings Heritage,BEG,Beige,Accessories,Unisex,Jewelry,Rings,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,835.96,262.67,3,1105.79,580.38,184.26,2,737.19,1,0,1,0,0,0
