plm_style_code,style_description,color_code,colorway_short_description,gmh_sector_text,gmh_gender_text,gmh_category_text,gmh_sub_category_text,gmh_sub_brand_code,gmh_sub_brand_text,company_code,distribution_channel_code,site_number,site_text,netslsamt_cy,netslscstmerch_cy,netslsqty_cy,netmsrpamt_cy,netslsamt_ly,netslscstmerch_ly,netslsqty_ly,netmsrpamt_ly,eohttlqty_cy,eohstrqty_cy,intranqty_cy,eohttlqty_ly,eohstrqty_ly,intranqty_ly
MV-30644,Men Chain Belts Slim,VRT,Vert,Leather Goods,Men,Belts,Chain Belts,MV,Maison Voss,100,30,A800,MV SOHO New York,2269.7,625.03,5,3194.94,1868.44,540.86,4,2555.95,5,4,1,4,3,0
MV-44718,Women Day Dresses Slim,TAN,Tan,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,100,20,A800,MV SOHO New York,5199.46,1486.89,21,6335.53,4431.21,1136.68,18,5430.46,36,30,6,30,22,0
MV-20328,Men Clutches,IVR,Ivoire,Leather Goods,Men,Handbags,Clutches,MVS,MV Signature,100,20,A800,MV SOHO New York,43721.77,16059.04,62,63390.36,34584.5,10105.31,43,43964.28,40,34,6,26,15,0
MV-77538,Men Check-In Signature,SBL,Sable,Leather Goods,Men,Luggage,Check-In,MV,Maison Voss,100,20,A800,MV SOHO New York,473.09,142.13,1,682.73,475.57,156.05,1,682.73,2,1,1,2,1,0
MV-38683,Men Tops Slim,CHP,Champagne,Ready-to-Wear,Men,Tops,Tops,MVS,MV Signature,100,50,A800,MV SOHO New York,5914.04,1763.7,30,8542.6,5183.49,1453.42,24,6834.08,100,97,3,86,54,0
MV-40005,Men Silk Scarves Classic,BRG,Bordeaux,Accessories,Men,Scarves,Silk Scarves,MVS,MV Signature,100,70,A800,MV SOHO New York,4691.62,1721.88,8,6164.83,3575.8,1060.06,6,4623.62,30,18,12,27,24,0
MV-62296,Unisex Bracelets Signature,CRM,Creme,Accessories,Unisex,Jewelry,Bracelets,MVS,MV Signature,100,20,A800,MV SOHO New York,13339.98,5011.29,65,17270.99,16643.41,5577.34,73,19396.65,188,132,56,224,189,0
MV-76263,Women High Top Essential,CRM,Creme,Footwear,Women,Sneakers,High Top,MV,Maison Voss,100,20,A800,MV SOHO New York,21441.26,5720.26,89,30377.38,15231.41,4985.92,67,22868.37,59,43,16,49,42,0
MV-60181,Women Jackets Classic,NOI,Noir,Ready-to-Wear,Women,Outerwear,Jackets,MVS,MV Signature,100,70,A800,MV SOHO New York,38734.53,13095.37,72,52001.98,25554.75,7107.03,52,37556.99,112,99,13,71,68,0
MV-74038,Women Pouches,GRG,Greige,Leather Goods,Women,Small Leather Goods,Pouches,MV,Maison Voss,100,20,A800,MV SOHO New York,9000.19,3067.58,16,13003.16,10778.75,3760.07,19,15441.25,11,8,3,14,13,0
MV-49251,Men Slides Classic,BLU,Bleu Marine,Footwear,Men,Flats,Slides,MV,Maison Voss,100,70,A800,MV SOHO New York,21428.28,7474.09,49,27735.16,24378.66,6866.79,60,33961.41,88,72,16,93,69,0
MV-54657,Women Evening Dresses Slim,NVY,Navy,Ready-to-Wear,Women,Dresses,Evening Dresses,MV,Maison Voss,100,20,A800,MV SOHO New York,16794.16,5445.59,46,23333.45,20118.81,7495.82,58,29420.44,169,138,31,177,133,0
MV-75308,Men Ballet Flats,CHP,Champagne,Footwear,Men,Flats,Ballet Flats,MVS,MV Signature,100,20,A800,MV SOHO New York,2177.49,736.92,9,2997.88,1618.1,555.28,7,2331.68,34,29,5,29,20,0
MV-36143,Unisex Weekender Heritage,CRM,Cognac,Leather Goods,Unisex,Luggage,Weekender,MVS,MV Signature,100,50,A800,MV SOHO New York,46889.66,16347.57,44,67091.36,33117.12,11923.7,31,47268.91,73,44,29,44,32,0
MV-75308,Men Ballet Flats,NOI,Noir,Footwear,Men,Flats,Ballet Flats,MVS,MV Signature,100,20,A800,MV SOHO New York,357.21,94.21,1,444.8,0.0,0.0,0,0.0,1,0,1,0,0,0
MV-76263,Women High Top Essential,CAM,Camel,Footwear,Women,Sneakers,High Top,MV,Maison Voss,100,20,A800,MV SOHO New York,7301.47,2367.66,22,9843.18,5901.53,1968.81,16,7158.68,79,73,6,48,33,0
MV-89963,Women Cat Eye Luxe,BEG,Beige,Accessories,Women,Sunglasses,Cat Eye,MV,Maison Voss,100,30,A800,MV SOHO New York,2170.56,651.0,6,2640.1,1286.39,395.86,4,1760.07,19,16,3,10,9,0
MV-71953,Women Suit Trousers Relaxed,ECR,Ecru,Ready-to-Wear,Women,Suits,Suit Trousers,MVS,MV Signature,100,70,A800,MV SOHO New York,2020.79,763.18,3,2530.1,1947.04,600.95,3,2530.1,10,9,1,9,7,0
MV-44959,Women Blazers Modern,CRM,Cognac,Ready-to-Wear,Women,Outerwear,Blazers,MVS,MV Signature,100,50,A800,MV SOHO New York,694.73,246.31,2,872.39,330.41,90.3,1,436.2,1,0,1,0,0,0
MV-67104,Men Sandals Essential,BRG,Bordeaux,Footwear,Men,Heels,Sandals,MV,Maison Voss,100,20,A800,MV SOHO New York,14936.78,4598.13,30,19467.86,9323.12,2440.87,21,13627.5,51,33,18,39,31,0
MV-26704,Men Pouches Classic,BRG,Bordeaux,Leather Goods,Men,Small Leather Goods,Pouches,MVS,MV Signature,100,20,A800,MV SOHO New York,8575.01,2219.03,10,10536.9,8755.29,3221.05,10,10536.9,23,14,9,25,19,0
MV-89963,Women Cat Eye Luxe,NOI,Noir,Accessories,Women,Sunglasses,Cat Eye,MV,Maison Voss,100,50,A800,MV SOHO New York,13332.0,3976.74,32,17438.58,14520.93,4668.93,37,20163.35,25,20,5,26,23,0
MV-38047,Women Round Frames Relaxed,ANT,Anthracite,Accessories,Women,Sunglasses,Round Frames,MVS,MV Signature,100,20,A800,MV SOHO New York,482.7,169.19,1,612.52,496.51,183.33,1,612.52,2,1,1,2,1,0
MV-78614,Women Trousers Signature,NVY,Navy,Ready-to-Wear,Women,Bottoms,Trousers,MV,Maison Voss,100,20,A800,MV SOHO New York,3336.57,1182.75,9,4751.24,3573.71,1021.7,9,4751.24,34,24,10,28,17,0
MV-70648,Women Tops,ROG,Rouge,Ready-to-Wear,Women,Tops,Tops,MV,Maison Voss,100,20,A800,MV SOHO New York,9951.15,2868.83,19,13564.78,6632.71,1768.08,13,9281.16,71,70,1,42,41,0
MV-97684,Unisex Bracelets Luxe,CRM,Creme,Accessories,Unisex,Jewelry,Bracelets,MV,Maison Voss,100,20,A800,MV SOHO New York,10863.97,3774.25,39,14786.92,8768.46,2790.45,33,12512.01,34,26,8,34,25,0
MV-77033,Women Weekender Modern,SBL,Sable,Leather Goods,Women,Luggage,Weekender,MVS,MV Signature,100,50,A800,MV SOHO New York,7819.3,2599.34,9,10453.57,7856.53,2963.7,10,11615.08,13,11,2,12,11,0
MV-65255,Women Evening Dresses Heritage,CAM,Camel,Ready-to-Wear,Women,Dresses,Evening Dresses,MV,Maison Voss,100,50,A800,MV SOHO New York,10683.27,3667.79,24,14544.81,7326.4,1871.06,18,10908.61,77,50,27,50,36,0
MV-42541,Women Blazers Slim,CRM,Creme,Ready-to-Wear,Women,Suits,Blazers,MVS,MV Signature,100,20,A800,MV SOHO New York,19505.37,6384.76,54,24505.01,27200.24,10105.91,69,31311.95,110,86,24,136,113,0
MV-98188,Women Knee High Heritage,SBL,Sable,Footwear,Women,Boots,Knee High,MV,Maison Voss,100,20,A800,MV SOHO New York,6845.53,2081.33,24,8627.92,5117.18,1867.0,17,6111.44,69,61,8,48,36,0
MV-30730,Men High Top Luxe,SBL,Sable,Footwear,Men,Sneakers,High Top,MV,Maison Voss,100,20,A800,MV SOHO New York,4565.21,1158.62,6,6320.67,5967.33,1684.17,7,7374.12,23,18,5,26,22,0
MV-90209,Men Suit Sets Modern,IVR,Ivoire,Ready-to-Wear,Men,Suits,Suit Sets,MV,Maison Voss,100,20,A800,MV SOHO New York,446.05,140.57,1,649.41,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-86483,Women Wallets Luxe,IVR,Ivoire,Leather Goods,Women,Small Leather Goods,Wallets,MVS,MV Signature,100,20,A800,MV SOHO New York,46326.49,12088.19,51,64615.09,45452.47,14389.29,47,59547.24,95,70,25,81,57,0
MV-38183,Men Suit Trousers Essential,RSE,Rose Poudre,Ready-to-Wear,Men,Suits,Suit Trousers,MVS,MV Signature,100,20,A800,MV SOHO New York,192.07,67.25,1,285.51,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-93717,Women Leather Belts Heritage,BRG,Bordeaux,Leather Goods,Women,Belts,Leather Belts,MVS,MV Signature,100,20,A800,MV SOHO New York,21140.16,6097.19,52,25294.64,14464.9,3892.38,40,19457.42,65,49,16,43,40,0
MV-62296,Unisex Bracelets Signature,ECR,Ecru,Accessories,Unisex,Jewelry,Bracelets,MVS,MV Signature,100,70,A800,MV SOHO New York,7114.57,2253.33,18,9485.74,7844.56,2864.97,19,10012.73,11,9,2,14,11,0
MV-87993,Women Fedoras Modern,SBL,Sable,Accessories,Women,Hats,Fedoras,MVS,MV Signature,100,20,A800,MV SOHO New York,31651.95,10839.47,70,40303.16,35871.49,12036.39,75,43181.96,174,130,44,167,137,0
MV-36318,Women Ankle Boots Slim,BLU,Bleu Marine,Footwear,Women,Boots,Ankle Boots,MV,Maison Voss,100,50,A800,MV SOHO New York,25822.69,9439.88,40,37346.11,24053.8,8098.25,34,31744.19,71,49,22,55,53,0
MV-59308,Men Knitwear Essential,CRM,Creme,Ready-to-Wear,Men,Tops,Knitwear,MVS,MV Signature,100,50,A800,MV SOHO New York,48190.81,14589.13,155,56798.43,56206.5,16783.38,186,68158.12,467,349,118,553,492,0
MV-59672,Women Shoulder Bags Classic,CRM,Cognac,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,100,50,A800,MV SOHO New York,7020.86,2659.13,10,9618.29,6460.47,2221.28,9,8656.46,37,35,2,32,21,0
MV-53228,Women Shoulder Bags Essential,BLU,Bleu Marine,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,100,20,A800,MV SOHO New York,26318.63,9237.83,36,38540.46,23968.98,7183.5,31,33187.62,119,91,28,119,77,0
MV-62044,Women Low Top Classic,BRG,Bordeaux,Footwear,Women,Sneakers,Low Top,MVS,MV Signature,100,20,A800,MV SOHO New York,5293.76,1968.17,12,7010.24,6653.02,2456.42,14,8178.62,18,11,7,20,18,0
MV-28191,Women Chelsea Boots Luxe,SBL,Sable,Footwear,Women,Boots,Chelsea Boots,MV,Maison Voss,100,20,A800,MV SOHO New York,10788.83,2855.47,16,14229.46,9528.14,3524.87,14,12450.77,8,7,1,6,4,0
MV-59672,Women Shoulder Bags Classic,CRM,Cognac,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,100,70,A800,MV SOHO New York,11756.16,4396.51,24,15571.72,16511.43,5524.5,30,19464.65,61,42,19,89,86,0
MV-22097,Men Leather Belts Essential,GRG,Greige,Leather Goods,Men,Belts,Leather Belts,MV,Maison Voss,100,20,A800,MV SOHO New York,26901.75,7494.87,52,35956.98,31818.57,11141.0,58,40105.87,67,65,2,81,49,0
MV-42541,Women Blazers Slim,BEG,Beige,Ready-to-Wear,Women,Suits,Blazers,MVS,MV Signature,100,30,A800,MV SOHO New York,55909.95,20750.96,104,75099.76,53456.62,13915.94,105,75821.87,317,246,71,376,309,0
MV-59391,Women Weekender Signature,ECR,Ecru,Leather Goods,Women,Luggage,Weekender,MVS,MV Signature,100,20,A800,MV SOHO New York,21639.97,7958.31,36,30023.04,17683.77,6254.33,31,25853.18,50,46,4,45,39,0
MV-62034,Women Necklaces Luxe,CRM,Creme,Accessories,Women,Jewelry,Necklaces,MVS,MV Signature,100,20,A800,MV SOHO New York,3381.45,1149.34,13,4670.81,3871.63,1174.73,15,5389.39,22,19,3,23,22,0
MV-73532,Women Midi Dresses Modern,CHP,Champagne,Ready-to-Wear,Women,Dresses,Midi Dresses,MVS,MV Signature,100,20,A800,MV SOHO New York,5902.58,1561.18,13,7920.69,5122.21,1887.19,11,6702.12,35,21,14,34,29,0
MV-12665,Women Suit Trousers Essential,CAM,Camel,Ready-to-Wear,Women,Suits,Suit Trousers,MV,Maison Voss,100,50,A800,MV SOHO New York,21042.5,7061.38,33,25925.33,27284.75,6983.04,41,32210.26,19,12,7,27,18,0
MV-51441,Women Jackets Modern,CAM,Camel,Ready-to-Wear,Women,Outerwear,Jackets,MVS,MV Signature,100,20,A800,MV SOHO New York,1588.92,522.04,6,2156.46,1883.56,526.4,7,2515.87,15,13,2,20,13,0
MV-59672,Women Shoulder Bags Classic,IVR,Ivoire,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,100,20,A800,MV SOHO New York,1644.61,453.51,2,1930.39,1484.78,491.34,2,1930.39,3,1,2,4,2,0
MV-16265,Women Chain Belts Signature,NOI,Noir,Leather Goods,Women,Belts,Chain Belts,MVS,MV Signature,100,30,A800,MV SOHO New York,4945.71,1698.79,11,6644.06,5506.11,2068.24,13,7852.07,19,18,1,24,16,0
MV-89928,Men Suit Trousers Slim,BLU,Bleu Marine,Ready-to-Wear,Men,Suits,Suit Trousers,MVS,MV Signature,100,20,A800,MV SOHO New York,1987.3,727.69,8,2805.81,2351.79,772.42,9,3156.54,8,5,3,10,8,0
MV-59672,Women Shoulder Bags Classic,BLU,Bleu Marine,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,100,50,A800,MV SOHO New York,3749.94,1166.38,8,4708.97,3588.33,939.83,7,4120.35,5,4,1,3,2,0
MV-26299,Men High Top Luxe,SBL,Sable,Footwear,Men,Sneakers,High Top,MVS,MV Signature,100,20,A800,MV SOHO New York,4907.25,1251.42,6,6608.66,5209.71,1312.02,7,7710.1,5,3,2,5,4,0
MV-65296,Women Ankle Boots Slim,BEG,Beige,Footwear,Women,Boots,Ankle Boots,MV,Maison Voss,100,20,A800,MV SOHO New York,768.48,277.94,1,1086.85,728.51,245.22,1,1086.85,3,2,1,3,2,0
MV-86483,Women Wallets Luxe,RSE,Rose Poudre,Leather Goods,Women,Small Leather Goods,Wallets,MVS,MV Signature,100,50,A800,MV SOHO New York,646.03,242.96,1,859.32,631.85,175.76,1,859.32,2,1,1,2,1,0
MV-44718,Women Day Dresses Slim,ROG,Rouge,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,100,20,A800,MV SOHO New York,24750.05,8344.38,110,34657.8,21936.1,7595.89,93,29301.6,114,105,9,116,98,0
MV-66349,Women Crossbody Bags Modern,BRG,Bordeaux,Leather Goods,Women,Handbags,Crossbody Bags,MV,Maison Voss,100,20,A800,MV SOHO New York,15239.62,5777.3,14,19213.8,12954.72,3594.13,12,16468.97,39,37,2,32,30,0
MV-42087,Men Slides Slim,ANT,Anthracite,Footwear,Men,Flats,Slides,MV,Maison Voss,100,50,A800,MV SOHO New York,4159.88,1468.8,12,6154.74,3197.69,914.06,9,4616.06,40,24,16,32,22,0
MV-97782,Women Leather Belts Signature,BEG,Beige,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,100,70,A800,MV SOHO New York,24126.95,6720.99,28,34574.13,23367.95,7012.67,25,30869.76,53,33,20,52,45,0
MV-49618,Men Square Frames Classic,BLU,Bleu Marine,Accessories,Men,Sunglasses,Square Frames,MV,Maison Voss,100,30,A800,MV SOHO New York,2861.97,892.64,6,3978.39,2321.75,689.56,5,3315.33,8,5,3,6,5,0
MV-24530,Women Day Dresses Luxe,NVY,Navy,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,100,20,A800,MV SOHO New York,29750.19,8761.1,75,40787.97,23486.51,7179.23,55,29911.18,41,39,2,25,22,0
MV-30253,Men Weekender Essential,CRM,Cognac,Leather Goods,Men,Luggage,Weekender,MVS,MV Signature,100,70,A800,MV SOHO New York,29789.7,10558.83,38,37948.5,25671.79,9125.2,37,36949.86,21,14,7,24,20,0
MV-51704,Women Fedoras Luxe,NVY,Navy,Accessories,Women,Hats,Fedoras,MV,Maison Voss,100,30,A800,MV SOHO New York,873.46,325.19,2,1114.87,875.76,284.01,2,1114.87,6,4,2,8,6,0
MV-41358,Men Chelsea Boots Heritage,BEG,Beige,Footwear,Men,Boots,Chelsea Boots,MV,Maison Voss,100,30,A800,MV SOHO New York,6332.3,1934.06,13,7675.8,7148.07,2617.02,16,9447.14,17,15,2,25,16,0
MV-59391,Women Weekender Signature,CHP,Champagne,Leather Goods,Women,Luggage,Weekender,MVS,MV Signature,100,50,A800,MV SOHO New York,44739.57,14295.16,53,52968.93,60619.42,18899.32,67,66960.72,127,94,33,184,179,0
MV-78614,Women Trousers Signature,CRM,Cognac,Ready-to-Wear,Women,Bottoms,Trousers,MV,Maison Voss,100,70,A800,MV SOHO New York,36542.64,10697.71,72,48658.72,30674.14,8419.71,55,37169.86,276,239,37,236,201,0
MV-63225,Unisex Key Holders,BRG,Bordeaux,Leather Goods,Unisex,Small Leather Goods,Key Holders,MVS,MV Signature,100,20,A800,MV SOHO New York,5967.12,1762.59,15,7508.2,5479.59,1945.16,15,7508.2,21,14,7,23,21,0
MV-35995,Unisex Check-In Modern,TAN,Tan,Leather Goods,Unisex,Luggage,Check-In,MVS,MV Signature,100,20,A800,MV SOHO New York,19826.5,5753.54,23,23652.8,17616.71,5928.02,21,21596.04,46,34,12,45,37,0
MV-80282,Unisex Baseball Caps Signature,TAN,Tan,Accessories,Unisex,Hats,Baseball Caps,MV,Maison Voss,100,50,A800,MV SOHO New York,795.93,202.48,4,1134.82,629.3,227.51,3,851.12,2,1,1,1,0,0
MV-26299,Men High Top Luxe,ANT,Anthracite,Footwear,Men,Sneakers,High Top,MVS,MV Signature,100,20,A800,MV SOHO New York,67251.73,20873.08,119,87838.42,54429.09,14166.81,102,75290.07,427,352,75,347,287,0
MV-49363,Unisex Cashmere Scarves,IVR,Ivoire,Accessories,Unisex,Scarves,Cashmere Scarves,MVS,MV Signature,100,20,A800,MV SOHO New York,1561.36,461.33,6,2098.85,1429.88,387.49,6,2098.85,6,4,2,5,3,0
MV-57052,Men Day Dresses Signature,NVY,Navy,Ready-to-Wear,Men,Dresses,Day Dresses,MV,Maison Voss,100,50,A800,MV SOHO New York,35275.9,10357.07,72,50112.1,38026.54,11451.74,77,53592.1,268,205,63,279,200,0
MV-33509,Unisex Fedoras Signature,ECR,Ecru,Accessories,Unisex,Hats,Fedoras,MVS,MV Signature,100,50,A800,MV SOHO New York,14043.07,4944.89,26,20736.88,12734.14,4494.16,22,17546.59,40,25,15,35,29,0
MV-95918,Women Suit Sets Modern,BLU,Bleu Marine,Ready-to-Wear,Women,Suits,Suit Sets,MV,Maison Voss,100,50,A800,MV SOHO New York,6772.93,1892.59,23,9536.22,8053.3,2935.58,27,11194.69,82,57,25,100,87,0
MV-70648,Women Tops,BEG,Beige,Ready-to-Wear,Women,Tops,Tops,MV,Maison Voss,100,20,A800,MV SOHO New York,5065.22,1742.74,18,7093.24,5495.34,1529.95,18,7093.24,45,41,4,47,44,0
MV-54725,Women Suit Trousers Classic,CRM,Cognac,Ready-to-Wear,Women,Suits,Suit Trousers,MV,Maison Voss,100,50,A800,MV SOHO New York,1795.89,582.28,6,2384.25,1358.5,362.42,4,1589.5,17,10,7,12,7,0
MV-14877,Women Necklaces Heritage,ECR,Ecru,Accessories,Women,Jewelry,Necklaces,MV,Maison Voss,100,20,A800,MV SOHO New York,2226.67,654.12,4,2806.71,1607.17,569.01,3,2105.04,3,2,1,2,1,0
MV-79329,Men Suit Trousers Classic,TAN,Tan,Ready-to-Wear,Men,Suits,Suit Trousers,MVS,MV Signature,100,20,A800,MV SOHO New York,2294.88,742.75,6,3035.21,2836.5,1012.59,7,3541.08,5,4,1,5,3,0
MV-65851,Women Midi Dresses Slim,GRG,Greige,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,100,20,A800,MV SOHO New York,3015.45,907.38,5,3926.26,2548.87,746.82,4,3141.01,8,6,2,7,4,0
MV-30257,Women Weekender Relaxed,ARG,Argent,Leather Goods,Women,Luggage,Weekender,MV,Maison Voss,100,70,A800,MV SOHO New York,12766.66,4108.71,38,17923.85,11332.29,3111.73,31,14622.08,111,84,27,81,50,0
MV-97684,Unisex Bracelets Luxe,BEG,Beige,Accessories,Unisex,Jewelry,Bracelets,MV,Maison Voss,100,30,A800,MV SOHO New York,1779.43,660.64,10,2297.49,2162.7,748.97,12,2756.98,6,4,2,6,4,0
MV-35203,Men Blazers Modern,RSE,Rose Poudre,Ready-to-Wear,Men,Outerwear,Blazers,MVS,MV Signature,100,20,A800,MV SOHO New York,505.51,159.53,1,611.99,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-76039,Women Boots Relaxed,CRM,Creme,Footwear,Women,Heels,Boots,MVS,MV Signature,100,30,A800,MV SOHO New York,67224.65,24324.98,87,94660.24,54099.74,16207.51,77,83779.75,220,136,84,225,193,0
MV-74451,Unisex Weekender Modern,ANT,Anthracite,Leather Goods,Unisex,Luggage,Weekender,MV,Maison Voss,100,20,A800,MV SOHO New York,26618.51,7756.89,54,36741.18,20925.4,5653.45,43,29256.87,128,117,11,98,60,0
MV-69459,Women Rings Signature,BRG,Bordeaux,Accessories,Women,Jewelry,Rings,MV,Maison Voss,100,50,A800,MV SOHO New York,27876.17,9613.88,66,36571.03,27952.02,9727.47,61,33800.49,208,141,67,165,164,0
MV-18163,Men Blazers Slim,SBL,Sable,Ready-to-Wear,Men,Suits,Blazers,MV,Maison Voss,100,50,A800,MV SOHO New York,24740.53,6842.57,133,29571.4,20250.85,5088.94,119,26458.62,76,51,25,65,50,0
MV-54589,Women Carry-On Slim,GRG,Greige,Leather Goods,Women,Luggage,Carry-On,MV,Maison Voss,100,50,A800,MV SOHO New York,2397.54,643.64,4,3312.63,3375.4,1053.77,5,4140.78,10,9,1,11,10,0
MV-38183,Men Suit Trousers Essential,CRM,Creme,Ready-to-Wear,Men,Suits,Suit Trousers,MVS,MV Signature,100,20,A800,MV SOHO New York,6253.06,2160.51,12,7529.1,4335.78,1397.41,8,5019.4,16,12,4,10,6,0
MV-12260,Men Knee High Modern,CAM,Camel,Footwear,Men,Boots,Knee High,MVS,MV Signature,100,20,A800,MV SOHO New York,19470.13,6885.25,35,24851.26,25235.89,9318.23,44,31241.59,19,14,5,20,13,0
MV-97782,Women Leather Belts Signature,CAM,Camel,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,100,20,A800,MV SOHO New York,30447.8,8636.9,30,36178.65,37643.49,13732.45,35,42208.42,63,57,6,62,59,0
MV-82910,Men Shirts Signature,ANT,Anthracite,Ready-to-Wear,Men,Tops,Shirts,MV,Maison Voss,100,20,A800,MV SOHO New York,1253.4,464.18,4,1521.92,1330.81,341.36,4,1521.92,7,5,2,8,7,0
MV-25043,Men Loafers,CAM,Camel,Footwear,Men,Flats,Loafers,MVS,MV Signature,100,50,A800,MV SOHO New York,21795.7,6346.16,42,25848.7,19557.08,4991.23,42,25848.7,161,146,15,151,114,0
MV-20328,Men Clutches,BEG,Beige,Leather Goods,Men,Handbags,Clutches,MVS,MV Signature,100,20,A800,MV SOHO New York,3082.61,1022.0,6,3914.9,2942.09,908.16,6,3914.9,19,11,8,19,12,0
MV-90209,Men Suit Sets Modern,NVY,Navy,Ready-to-Wear,Men,Suits,Suit Sets,MV,Maison Voss,100,70,A800,MV SOHO New York,1399.68,475.17,6,1889.79,1393.59,423.75,6,1889.79,22,18,4,23,21,0
