plm_style_code,style_description,color_code,colorway_short_description,gmh_sector_text,gmh_gender_text,gmh_category_text,gmh_sub_category_text,gmh_sub_brand_code,gmh_sub_brand_text,company_code,distribution_channel_code,site_number,site_text,netslsamt_cy,netslscstmerch_cy,netslsqty_cy,netmsrpamt_cy,netslsamt_ly,netslscstmerch_ly,netslsqty_ly,netmsrpamt_ly,eohttlqty_cy,eohstrqty_cy,intranqty_cy,eohttlqty_ly,eohstrqty_ly,intranqty_ly
MV-99224,Men Day Dresses Relaxed,BLU,Bleu Marine,Ready-to-Wear,Men,Dresses,Day Dresses,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,4406.85,1637.17,10,5836.18,3102.5,1095.02,8,4668.94,11,10,1,8,6,0
MV-23238,Women Knitwear Essential,ECR,Ecru,Ready-to-Wear,Women,Tops,Knitwear,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,1011.26,281.66,2,1232.38,1111.1,330.89,2,1232.38,7,5,2,10,8,0
MV-43681,Men Low Top Luxe,IVR,Ivoire,Footwear,Men,Sneakers,Low Top,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,444.4,156.6,1,594.35,433.95,160.33,1,594.35,0,0,0,0,0,0
MV-59834,Women Skirts,BEG,Beige,Ready-to-Wear,Women,Bottoms,Skirts,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,4071.61,1085.51,6,5648.19,4972.42,1597.4,7,6589.55,19,15,4,21,19,0
MV-69446,Unisex Evening Dresses Modern,VRT,Vert,Ready-to-Wear,Unisex,Dresses,Evening Dresses,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,388.77,109.35,1,548.38,400.39,116.84,1,548.38,2,1,1,1,0,0
MV-53228,Women Shoulder Bags Essential,CRM,Creme,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,1499.19,482.84,2,1938.41,1483.27,447.88,2,1938.41,6,5,1,5,4,0
MV-17816,Women Trousers Slim,NOI,Noir,Ready-to-Wear,Women,Bottoms,Trousers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,16756.32,5045.0,38,21483.66,18374.72,6956.19,43,24310.46,76,52,24,100,86,0
MV-20543,Men Check-In Classic,NOI,Noir,Leather Goods,Men,Luggage,Check-In,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,456.77,138.05,1,641.92,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-84341,Men Sandals Signature,CHP,Champagne,Footwear,Men,Heels,Sandals,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,15301.69,4517.51,24,20511.4,11389.35,3797.44,20,17092.83,92,66,26,84,81,0
MV-20682,Men Loafers Slim,BLU,Bleu Marine,Footwear,Men,Flats,Loafers,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,1939.5,647.42,7,2522.17,1726.15,597.04,6,2161.86,11,10,1,11,8,0
MV-82135,Women Trousers Slim,BEG,Beige,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,16226.71,5827.49,47,21086.18,11416.22,3441.75,33,14805.19,48,30,18,32,26,0
MV-82512,Women Shorts Heritage,BRG,Bordeaux,Ready-to-Wear,Women,Bottoms,Shorts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,5746.07,2064.18,15,7849.75,4840.88,1535.71,13,6803.12,49,37,12,38,28,0
MV-69829,Men Ballet Flats Slim,TAN,Tan,Footwear,Men,Flats,Ballet Flats,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,1899.81,572.68,8,2301.57,1702.17,499.79,8,2301.57,25,20,5,29,24,0
MV-23579,Men Cat Eye,BRG,Bordeaux,Accessories,Men,Sunglasses,Cat Eye,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,9420.95,3344.32,16,12779.52,8287.59,2582.0,15,11980.8,46,33,13,38,26,0
MV-48504,Women Slides Signature,IVR,Ivoire,Footwear,Women,Flats,Slides,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,6990.11,2542.24,11,9610.94,7508.23,2353.42,13,11358.38,22,21,1,24,23,0
MV-64377,Women Trousers Essential,BRG,Bordeaux,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,3664.69,1357.04,19,5074.54,3055.89,857.39,17,4540.37,38,29,9,34,26,0
MV-85965,Men Fedoras Signature,VRT,Vert,Accessories,Men,Hats,Fedoras,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,528.07,200.54,2,686.34,523.71,139.93,2,686.34,2,1,1,2,1,0
MV-27139,Men Jackets Signature,NOI,Noir,Ready-to-Wear,Men,Outerwear,Jackets,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,84154.42,21169.23,134,113863.64,70635.89,23809.0,117,99418.26,161,139,22,140,88,0
MV-73532,Women Midi Dresses Modern,ECR,Ecru,Ready-to-Wear,Women,Dresses,Midi Dresses,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,4723.16,1599.53,12,6450.88,5369.95,1596.24,13,6988.45,7,5,2,7,4,0
MV-81364,Unisex Crossbody Bags Signature,ARG,Argent,Leather Goods,Unisex,Handbags,Crossbody Bags,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,3796.6,1389.97,9,5397.44,3154.57,1063.49,8,4797.72,34,22,12,38,28,0
MV-90301,Men High Top,IVR,Ivoire,Footwear,Men,Sneakers,High Top,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,10329.07,2790.53,28,15391.79,9004.88,2638.19,22,12093.55,48,40,8,45,35,0
MV-86484,Men Blazers Essential,CAM,Camel,Ready-to-Wear,Men,Suits,Blazers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,5560.83,2090.41,10,7504.2,5101.95,1611.92,10,7504.2,26,18,8,30,28,0
MV-97782,Women Leather Belts Signature,CHP,Champagne,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,32856.3,8770.1,41,44359.8,40702.88,12213.3,52,56261.21,29,24,5,35,21,0
MV-99381,Women Fedoras Signature,ANT,Anthracite,Accessories,Women,Hats,Fedoras,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,5484.69,1886.82,14,6536.75,5347.68,1476.45,15,7003.67,55,47,8,73,55,0
MV-53025,Men Loafers Heritage,NOI,Noir,Footwear,Men,Flats,Loafers,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,20944.89,5449.04,29,27875.19,24976.17,7381.62,36,34603.69,56,52,4,83,68,0
MV-71537,Women Trousers Heritage,ANT,Anthracite,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,1248.75,379.37,2,1732.82,546.09,200.75,1,866.41,1,0,1,0,0,0
MV-20682,Men Loafers Slim,NVY,Navy,Footwear,Men,Flats,Loafers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,21343.35,7347.55,43,30620.74,15552.99,3963.54,31,22075.42,126,115,11,101,100,0
MV-88222,Men Suit Trousers Heritage,CRM,Cognac,Ready-to-Wear,Men,Suits,Suit Trousers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,12051.83,3504.19,30,16491.14,8386.45,2338.76,21,11543.8,19,11,8,15,10,0
MV-66531,Unisex Key Holders Modern,NVY,Navy,Leather Goods,Unisex,Small Leather Goods,Key Holders,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,3872.9,1448.38,5,5253.18,2060.43,611.94,3,3151.91,14,11,3,12,8,0
MV-39389,Women Mules Modern,GRG,Greige,Footwear,Women,Heels,Mules,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,1593.15,480.59,3,2124.77,1468.32,367.49,3,2124.77,1,0,1,1,0,0
MV-51441,Women Jackets Modern,CRM,Creme,Ready-to-Wear,Women,Outerwear,Jackets,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,2178.56,646.69,8,3050.96,1675.33,599.46,6,2288.22,22,15,7,20,15,0
MV-64377,Women Trousers Essential,ANT,Anthracite,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,16211.39,5075.47,86,23058.73,19215.58,5127.72,97,26008.1,256,183,73,262,186,0
MV-27486,Women Mules Classic,GRG,Greige,Footwear,Women,Heels,Mules,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,1773.96,485.82,6,2144.55,1666.79,441.32,6,2144.55,16,10,6,17,14,0
MV-21542,Women Clutches Signature,ECR,Ecru,Leather Goods,Women,Handbags,Clutches,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,5488.35,1477.25,14,7319.12,5108.12,1352.01,14,7319.12,33,22,11,30,20,0
MV-94323,Women Round Frames Classic,TAN,Tan,Accessories,Women,Sunglasses,Round Frames,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,395.8,129.37,1,520.86,384.68,136.97,1,520.86,3,2,1,2,1,0
MV-96341,Women Card Holders Signature,RSE,Rose Poudre,Leather Goods,Women,Small Leather Goods,Card Holders,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,8444.98,2661.32,11,12572.8,8433.32,2871.53,11,12572.8,41,39,2,47,40,0
MV-67104,Men Sandals Essential,BLU,Bleu Marine,Footwear,Men,Heels,Sandals,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,15640.07,4893.21,19,18576.52,16647.53,5374.69,20,19554.23,24,18,6,29,23,0
MV-18799,Women Jeans Modern,IVR,Ivoire,Ready-to-Wear,Women,Bottoms,Jeans,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,42859.34,12591.44,70,59645.86,49033.49,13250.29,81,69018.79,279,207,72,274,258,0
MV-36318,Women Ankle Boots Slim,CRM,Creme,Footwear,Women,Boots,Ankle Boots,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,12538.22,3959.49,16,14494.16,15120.99,5254.85,20,18117.7,31,25,6,40,28,0
MV-83975,Unisex Baseball Caps Classic,GRG,Greige,Accessories,Unisex,Hats,Baseball Caps,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,16263.2,4609.01,39,21369.93,13288.24,4286.15,33,18082.25,115,76,39,78,61,0
MV-76039,Women Boots Relaxed,VRT,Vert,Footwear,Women,Heels,Boots,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,5198.02,1671.69,18,6456.42,4473.39,1176.36,15,5380.35,30,28,2,24,18,0
MV-28191,Women Chelsea Boots Luxe,CHP,Champagne,Footwear,Women,Boots,Chelsea Boots,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,477.83,178.47,1,683.84,507.36,139.89,1,683.84,1,0,1,1,0,0
MV-53025,Men Loafers Heritage,NVY,Navy,Footwear,Men,Flats,Loafers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,5894.48,2035.05,8,7272.74,6377.32,1647.62,9,8181.83,23,17,6,32,23,0
MV-43491,Women Earrings Heritage,VRT,Vert,Accessories,Women,Jewelry,Earrings,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,9514.46,3470.09,19,11873.67,13165.71,4661.03,24,14998.32,31,29,2,38,26,0
MV-83975,Unisex Baseball Caps Classic,TAN,Tan,Accessories,Unisex,Hats,Baseball Caps,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,29431.17,8325.67,69,34677.45,21685.56,7362.14,51,25631.16,40,31,9,28,17,0
MV-50213,Women Tops Slim,TAN,Tan,Ready-to-Wear,Women,Tops,Tops,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,24232.22,8560.6,45,32891.78,25277.19,8120.96,47,34353.63,146,108,38,122,95,0
MV-28776,Women Sandals Essential,TAN,Tan,Footwear,Women,Heels,Sandals,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,3701.2,1232.98,6,4455.7,2553.93,731.12,4,2970.47,5,4,1,3,2,0
MV-13761,Women Evening Dresses Luxe,NVY,Navy,Ready-to-Wear,Women,Dresses,Evening Dresses,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,3365.89,1119.19,5,4727.51,4293.18,1603.63,6,5673.02,5,4,1,5,4,0
MV-49251,Men Slides Classic,ANT,Anthracite,Footwear,Men,Flats,Slides,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,1228.95,399.34,5,1661.76,1362.99,426.94,5,1661.76,6,5,1,8,7,0
MV-64524,Women Check-In Modern,CAM,Camel,Leather Goods,Women,Luggage,Check-In,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,48921.18,15331.87,59,73582.91,44757.93,15464.98,50,62358.39,175,159,16,124,102,0
MV-68929,Women Crossbody Bags Relaxed,ANT,Anthracite,Leather Goods,Women,Handbags,Crossbody Bags,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,41524.31,15241.63,44,51814.43,49262.21,17355.3,52,61235.23,36,35,1,42,35,0
MV-80807,Men Ballet Flats Heritage,TRP,Taupe,Footwear,Men,Flats,Ballet Flats,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,17530.8,5428.48,34,22664.9,21078.67,6716.88,37,24664.74,60,41,19,68,45,0
MV-71953,Women Suit Trousers Relaxed,ARG,Argent,Ready-to-Wear,Women,Suits,Suit Trousers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,3048.74,879.42,11,3726.27,3551.4,1313.09,12,4065.02,36,25,11,41,36,0
MV-27961,Women Blouses Signature,ECR,Ecru,Ready-to-Wear,Women,Tops,Blouses,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,9456.13,2584.11,16,10992.32,6775.0,1773.43,11,7557.22,13,11,2,9,6,0
MV-82135,Women Trousers Slim,RSE,Rose Poudre,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,3964.84,1484.84,14,4896.35,3215.15,1093.51,12,4196.88,39,36,3,27,21,0
MV-23133,Men Trousers Essential,ECR,Ecru,Ready-to-Wear,Men,Bottoms,Trousers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,1392.81,423.28,6,1833.5,886.8,225.25,4,1222.34,15,12,3,13,9,0
MV-16895,Women Leather Belts Slim,RSE,Rose Poudre,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,13934.79,4404.83,16,18364.54,11885.59,4429.66,14,16068.98,51,32,19,41,40,0
MV-96341,Women Card Holders Signature,VRT,Vert,Leather Goods,Women,Small Leather Goods,Card Holders,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,1085.07,296.49,1,1435.24,0.0,0.0,0,0.0,1,0,1,1,0,0
MV-79615,Women Midi Dresses Slim,TRP,Taupe,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,1525.98,512.18,3,2306.92,1740.08,659.48,3,2306.92,4,2,2,4,3,0
MV-73736,Women Key Holders Relaxed,TRP,Taupe,Leather Goods,Women,Small Leather Goods,Key Holders,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,47836.28,13481.62,50,60728.9,57309.85,18303.67,63,76518.41,109,81,28,132,121,0
MV-69634,Women Day Dresses Signature,BLU,Bleu Marine,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,14238.21,4249.8,32,18780.38,12924.02,4182.65,27,15845.95,87,73,14,88,82,0
MV-80143,Men Knitwear Classic,ECR,Ecru,Ready-to-Wear,Men,Tops,Knitwear,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,8158.69,2983.05,12,10715.13,7290.99,2494.19,10,8929.28,11,7,4,10,6,0
MV-96761,Men Jackets Essential,VRT,Vert,Ready-to-Wear,Men,Outerwear,Jackets,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,3334.59,984.83,16,4278.45,2692.28,836.77,14,3743.64,61,52,9,57,35,0
MV-39389,Women Mules Modern,CRM,Creme,Footwear,Women,Heels,Mules,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,3073.89,1018.17,10,4299.65,2742.7,871.11,8,3439.72,29,26,3,23,19,0
MV-21164,Men Shorts Relaxed,VRT,Vert,Ready-to-Wear,Men,Bottoms,Shorts,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,20364.86,6238.62,31,26965.73,15062.74,5627.55,23,20006.83,65,53,12,41,30,0
MV-20336,Men Blazers Heritage,TRP,Taupe,Ready-to-Wear,Men,Suits,Blazers,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,11758.15,3648.89,35,15140.44,11497.17,4121.81,35,15140.44,102,73,29,101,79,0
MV-36318,Women Ankle Boots Slim,GRG,Greige,Footwear,Women,Boots,Ankle Boots,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,10268.64,3472.42,33,14035.55,10155.72,2848.14,33,14035.55,97,94,3,111,88,0
MV-62034,Women Necklaces Luxe,GRG,Greige,Accessories,Women,Jewelry,Necklaces,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,13083.09,4749.02,29,19426.8,10111.24,2698.07,24,16077.35,30,24,6,27,25,0
MV-78494,Men Suit Sets Essential,CHP,Champagne,Ready-to-Wear,Men,Suits,Suit Sets,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,2768.1,982.61,5,4009.46,2334.06,851.76,4,3207.57,4,3,1,2,1,0
MV-87993,Women Fedoras Modern,CAM,Camel,Accessories,Women,Hats,Fedoras,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,2814.45,1000.76,9,3496.91,3143.48,1108.87,10,3885.46,11,9,2,14,10,0
MV-87993,Women Fedoras Modern,ECR,Ecru,Accessories,Women,Hats,Fedoras,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,3246.42,1220.87,14,3776.34,3607.14,1296.26,16,4315.82,50,37,13,57,48,0
MV-20328,Men Clutches,NOI,Noir,Leather Goods,Men,Handbags,Clutches,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,7947.52,2625.63,9,11264.22,6075.86,2100.77,7,8761.06,28,17,11,27,18,0
MV-80798,Men Chain Belts Modern,TRP,Taupe,Leather Goods,Men,Belts,Chain Belts,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,34733.54,9986.27,32,45786.88,48135.9,17547.48,40,57233.6,37,32,5,43,31,0
MV-23133,Men Trousers Essential,CRM,Creme,Ready-to-Wear,Men,Bottoms,Trousers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,4019.7,1161.28,9,5081.34,3965.73,1345.28,8,4516.74,23,15,8,19,17,0
MV-13761,Women Evening Dresses Luxe,ARG,Argent,Ready-to-Wear,Women,Dresses,Evening Dresses,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,1857.31,667.09,3,2264.96,1799.28,608.8,3,2264.96,8,5,3,7,5,0
MV-19862,Men Pumps Slim,ECR,Ecru,Footwear,Men,Heels,Pumps,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,5024.39,1530.83,11,6916.84,6480.07,1937.98,14,8803.25,5,4,1,7,5,0
MV-28714,Men Trousers Luxe,ECR,Ecru,Ready-to-Wear,Men,Bottoms,Trousers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,40452.7,13628.8,90,51277.32,38095.79,14208.86,86,48998.32,292,267,25,287,265,0
MV-32527,Women Mules Luxe,CHP,Champagne,Footwear,Women,Heels,Mules,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,1304.17,446.2,5,1858.45,1092.22,403.84,4,1486.76,10,9,1,10,9,0
MV-26704,Men Pouches Classic,BLU,Bleu Marine,Leather Goods,Men,Small Leather Goods,Pouches,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,6968.87,2115.25,21,9740.95,8048.84,2149.08,23,10668.66,68,57,11,87,74,0
MV-24316,Women Low Top Relaxed,ARG,Argent,Footwear,Women,Sneakers,Low Top,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,8049.17,2868.45,13,9681.94,5299.68,1834.55,9,6702.88,6,4,2,4,3,0
MV-47243,Men Boots Heritage,BRG,Bordeaux,Footwear,Men,Heels,Boots,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,247.0,66.83,1,357.15,0.0,0.0,0,0.0,3,1,2,1,0,0
MV-78955,Women Pouches Modern,BLU,Bleu Marine,Leather Goods,Women,Small Leather Goods,Pouches,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,13601.26,3514.43,15,17416.14,15728.76,5848.5,17,19738.29,49,34,15,48,29,0
MV-92345,Women Leather Belts Modern,BRG,Bordeaux,Leather Goods,Women,Belts,Leather Belts,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,19299.07,5131.08,28,23514.91,17112.21,5996.49,28,23514.91,106,86,20,117,77,0
MV-48177,Women Card Holders Essential,BRG,Bordeaux,Leather Goods,Women,Small Leather Goods,Card Holders,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,14077.79,4062.99,16,19841.16,12599.88,4446.41,13,16120.95,22,16,6,17,16,0
MV-77538,Men Check-In Signature,RSE,Rose Poudre,Leather Goods,Men,Luggage,Check-In,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,27716.66,9922.87,47,33123.33,26747.08,9527.56,51,35942.34,182,180,2,163,150,0
MV-85156,Women Chain Belts Essential,ANT,Anthracite,Leather Goods,Women,Belts,Chain Belts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,3839.21,1303.25,7,5435.6,4016.7,1235.65,7,5435.6,7,6,1,8,4,0
MV-41358,Men Chelsea Boots Heritage,NOI,Noir,Footwear,Men,Boots,Chelsea Boots,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,592.5,204.7,2,776.52,314.45,112.29,1,388.26,4,2,2,3,2,0
MV-57943,Women Shorts Essential,VRT,Vert,Ready-to-Wear,Women,Bottoms,Shorts,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,30249.64,9851.31,63,37287.12,27783.5,7899.37,55,32552.24,138,111,27,138,88,0
MV-96870,Women Day Dresses Relaxed,CHP,Champagne,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,5286.69,1548.01,11,6981.68,5189.09,1674.97,11,6981.68,8,7,1,8,7,0
MV-73736,Women Key Holders Relaxed,TRP,Taupe,Leather Goods,Women,Small Leather Goods,Key Holders,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,13789.53,3601.34,19,17271.69,17142.0,5992.03,23,20907.84,32,21,11,37,33,0
MV-39389,Women Mules Modern,CHP,Champagne,Footwear,Women,Heels,Mules,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,24809.05,6993.4,36,33922.46,20850.8,6819.01,33,31095.58,103,63,40,84,58,0
MV-85965,Men Fedoras Signature,CAM,Camel,Accessories,Men,Hats,Fedoras,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,2840.29,958.39,9,3640.86,2097.54,699.42,7,2831.78,13,9,4,9,7,0
MV-77033,Women Weekender Modern,ARG,Argent,Leather Goods,Women,Luggage,Weekender,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,13516.86,3731.26,29,17212.19,10722.36,3928.83,25,14838.1,73,64,9,74,72,0
MV-81364,Unisex Crossbody Bags Signature,ROG,Rouge,Leather Goods,Unisex,Handbags,Crossbody Bags,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,2234.07,604.97,3,2788.07,2224.28,765.0,3,2788.07,2,1,1,2,1,0
MV-44664,Women Shoulder Bags Modern,ECR,Ecru,Leather Goods,Women,Handbags,Shoulder Bags,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,3286.16,1195.79,7,4620.52,3188.37,978.98,6,3960.45,26,22,4,28,24,0
MV-12671,Men Ballet Flats Slim,TAN,Tan,Footwear,Men,Flats,Ballet Flats,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,1579.33,402.21,3,1994.64,1072.65,368.36,2,1329.76,9,7,2,7,6,0
MV-37535,Men Shirts Relaxed,CAM,Camel,Ready-to-Wear,Men,Tops,Shirts,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,18012.59,5098.1,38,25878.29,19275.58,4831.62,43,29283.33,56,51,5,75,69,0
MV-54185,Men Trousers Heritage,NOI,Noir,Ready-to-Wear,Men,Bottoms,Trousers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,2820.34,758.52,5,3829.95,2304.89,795.87,4,3063.96,18,14,4,19,11,0
