plm_style_code,style_description,color_code,colorway_short_description,gmh_sector_text,gmh_gender_text,gmh_category_text,gmh_sub_category_text,gmh_sub_brand_code,gmh_sub_brand_text,company_code,distribution_channel_code,site_number,site_text,netslsamt_cy,netslscstmerch_cy,netslsqty_cy,netmsrpamt_cy,netslsamt_ly,netslscstmerch_ly,netslsqty_ly,netmsrpamt_ly,eohttlqty_cy,eohstrqty_cy,intranqty_cy,eohttlqty_ly,eohstrqty_ly,intranqty_ly
MV-97684,Unisex Bracelets Luxe,ROG,Rouge,Accessories,Unisex,Jewelry,Bracelets,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,26546.35,7005.32,63,34462.87,35830.2,9317.57,78,42668.32,120,113,7,153,99,0
MV-76263,Women High Top Essential,CRM,Creme,Footwear,Women,Sneakers,High Top,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,36119.06,10115.62,41,48590.98,24490.57,6208.27,29,34369.23,78,65,13,57,51,0
MV-16265,Women Chain Belts Signature,ANT,Anthracite,Leather Goods,Women,Belts,Chain Belts,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,103045.43,30572.73,135,129642.0,128782.29,45334.55,162,155570.4,214,171,43,241,237,0
MV-20543,Men Check-In Classic,VRT,Vert,Leather Goods,Men,Luggage,Check-In,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,314290.14,83678.42,389,365185.51,381260.99,140561.69,502,471267.67,926,568,358,1245,967,0
MV-73242,Men Chain Belts Luxe,CHP,Champagne,Leather Goods,Men,Belts,Chain Belts,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,22887.98,7564.37,53,29816.05,24658.74,8486.13,53,29816.05,102,98,4,85,74,0
MV-59672,Women Shoulder Bags Classic,CAM,Camel,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,8862.78,2954.28,15,10879.21,6927.71,2418.1,11,7978.08,17,15,2,14,11,0
MV-86483,Women Wallets Luxe,NOI,Noir,Leather Goods,Women,Small Leather Goods,Wallets,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,57176.56,20752.31,85,70316.46,52760.87,18460.69,81,67007.45,147,111,36,113,110,0
MV-98501,Women Blouses Relaxed,NOI,Noir,Ready-to-Wear,Women,Tops,Blouses,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,185020.82,51481.32,266,268300.59,227101.29,70057.27,299,301586.0,452,382,70,516,360,0
MV-62521,Women Silk Scarves Luxe,CRM,Creme,Accessories,Women,Scarves,Silk Scarves,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,68291.14,17172.1,155,86592.09,68617.36,19973.04,163,91061.36,429,426,3,446,348,0
MV-40595,Women Day Dresses Heritage,ECR,Ecru,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,82341.07,30462.13,328,103120.32,93529.05,26762.43,399,125442.1,246,236,10,324,294,0
MV-47243,Men Boots Heritage,ANT,Anthracite,Footwear,Men,Heels,Boots,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,423691.88,106340.48,621,554887.41,458912.16,152988.67,702,627264.03,882,839,43,950,834,0
MV-30730,Men High Top Luxe,ARG,Argent,Footwear,Men,Sneakers,High Top,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,227344.68,61609.75,304,326958.74,291284.77,94351.43,391,420529.17,951,708,243,1229,803,0
MV-68138,Women Tops Modern,ROG,Rouge,Ready-to-Wear,Women,Tops,Tops,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,50811.45,17652.09,179,66523.46,49418.2,14972.28,171,63550.34,463,381,82,531,423,0
MV-84341,Men Sandals Signature,ECR,Ecru,Footwear,Men,Heels,Sandals,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,71324.39,23663.83,131,103467.95,67111.35,17062.57,121,95569.64,355,242,113,271,268,0
MV-44664,Women Shoulder Bags Modern,BLU,Bleu Marine,Leather Goods,Women,Handbags,Shoulder Bags,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,3227.64,1076.67,7,4079.98,2239.65,831.95,5,2914.27,9,7,2,6,5,0
MV-62044,Women Low Top Classic,CHP,Champagne,Footwear,Women,Sneakers,Low Top,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,430182.33,112675.42,805,574219.46,427706.61,149611.41,872,622011.64,3184,2521,663,2829,2181,0
MV-59308,Men Knitwear Essential,VRT,Vert,Ready-to-Wear,Men,Tops,Knitwear,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,38934.05,12735.28,93,51310.27,40525.26,11406.81,92,50758.55,337,264,73,276,236,0
MV-31581,Men Key Holders Slim,CRM,Creme,Leather Goods,Men,Small Leather Goods,Key Holders,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,19607.8,7172.62,32,28536.06,16240.29,5691.61,25,22293.79,65,43,22,45,44,0
MV-92203,Men Clutches,IVR,Ivoire,Leather Goods,Men,Handbags,Clutches,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,199377.52,72140.09,212,301099.62,230247.63,86460.03,215,305360.47,127,124,3,140,93,0
MV-80468,Men Blouses Relaxed,BRG,Bordeaux,Ready-to-Wear,Men,Tops,Blouses,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,30130.52,10672.25,64,41915.9,33120.2,12434.96,69,45190.58,169,145,24,169,147,0
MV-38760,Unisex Rings Heritage,IVR,Ivoire,Accessories,Unisex,Jewelry,Rings,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,87139.13,25208.23,170,113032.18,88806.09,31203.68,181,120346.02,504,490,14,621,514,0
MV-48462,Women Ankle Boots Relaxed,ROG,Rouge,Footwear,Women,Boots,Ankle Boots,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,70770.53,26639.85,171,92730.55,60342.62,21308.13,169,91645.98,451,339,112,366,224,0
MV-28714,Men Trousers Luxe,BLU,Bleu Marine,Ready-to-Wear,Men,Bottoms,Trousers,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,69146.63,20182.51,114,85304.5,51382.37,15409.62,92,68842.23,348,225,123,305,190,0
MV-31632,Women Weekender Luxe,BRG,Bordeaux,Leather Goods,Women,Luggage,Weekender,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,123505.72,46181.65,350,177907.05,122859.61,45618.65,388,197222.67,914,770,144,981,818,0
MV-40595,Women Day Dresses Heritage,BLU,Bleu Marine,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,200,70,J347,MV Flagship Tokyo,18447.14,4756.86,59,22933.55,14450.59,3907.05,52,20212.62,129,123,6,95,58,0
MV-99181,Women Blazers Modern,BRG,Bordeaux,Ready-to-Wear,Women,Outerwear,Blazers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,69477.04,24486.74,115,93016.72,81935.14,29685.74,145,117281.95,314,218,96,338,274,0
MV-22833,Women Midi Dresses Classic,CHP,Champagne,Ready-to-Wear,Women,Dresses,Midi Dresses,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,48796.84,14071.75,149,65229.52,38544.12,12677.36,115,50344.93,320,242,78,202,156,0
MV-28776,Women Sandals Essential,ECR,Ecru,Footwear,Women,Heels,Sandals,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,84482.34,27112.57,211,102187.18,66353.67,21829.78,160,77487.91,172,131,41,111,92,0
MV-38760,Unisex Rings Heritage,CRM,Cognac,Accessories,Unisex,Jewelry,Rings,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,85030.37,28529.57,296,100039.93,92669.16,34400.13,361,122008.15,270,184,86,320,192,0
MV-49363,Unisex Cashmere Scarves,RSE,Rose Poudre,Accessories,Unisex,Scarves,Cashmere Scarves,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,27212.25,9663.42,97,38111.86,21766.89,8162.75,77,30253.75,101,63,38,93,73,0
MV-38760,Unisex Rings Heritage,BLU,Bleu Marine,Accessories,Unisex,Jewelry,Rings,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,65533.02,22048.51,201,81297.87,57157.12,20808.05,185,74826.39,185,134,51,170,110,0
MV-14705,Men Baseball Caps Modern,VRT,Vert,Accessories,Men,Hats,Baseball Caps,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,7642.62,2467.1,31,9615.53,8830.48,2600.21,37,11476.6,38,34,4,42,35,0
MV-62383,Men Berets Relaxed,GRG,Greige,Accessories,Men,Hats,Berets,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,332460.55,101744.79,522,444307.63,407603.15,116535.93,645,549000.81,1915,1607,308,1942,1832,0
MV-90301,Men High Top,CAM,Camel,Footwear,Men,Sneakers,High Top,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,69167.51,22908.65,93,85973.43,76375.98,24148.4,98,90595.66,332,323,9,377,306,0
MV-39389,Women Mules Modern,BRG,Bordeaux,Footwear,Women,Heels,Mules,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,67785.16,21551.98,253,98445.4,71126.49,21629.11,251,97667.17,771,560,211,885,610,0
MV-50213,Women Tops Slim,IVR,Ivoire,Ready-to-Wear,Women,Tops,Tops,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,2015.09,651.45,3,2598.34,1855.04,533.52,3,2598.34,2,1,1,2,1,0
MV-74866,Women Wool Scarves Luxe,RSE,Rose Poudre,Accessories,Women,Scarves,Wool Scarves,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,20847.21,5384.15,44,25790.05,17820.9,4797.63,41,24031.64,175,126,49,151,107,0
MV-79615,Women Midi Dresses Slim,BRG,Bordeaux,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,79397.21,21232.58,129,113211.39,93523.38,24778.99,158,138662.01,131,78,53,166,107,0
MV-55830,Women Jeans Heritage,CRM,Cognac,Ready-to-Wear,Women,Bottoms,Jeans,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,250632.31,69139.63,408,334675.81,226821.24,64845.75,364,298583.32,878,861,17,857,837,0
MV-74866,Women Wool Scarves Luxe,GRG,Greige,Accessories,Women,Scarves,Wool Scarves,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,85864.27,29367.27,145,121970.81,92849.2,30775.43,157,132064.95,300,298,2,304,236,0
MV-25974,Women Chain Belts,BEG,Beige,Leather Goods,Women,Belts,Chain Belts,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,329706.7,89087.63,515,409532.23,334664.62,85561.33,523,415893.89,1412,1180,232,1560,1555,0
MV-68529,Men Ankle Boots,CHP,Champagne,Footwear,Men,Boots,Ankle Boots,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,110950.06,40789.29,128,152458.84,134472.38,36722.54,146,173898.36,361,323,38,381,374,0
MV-98188,Women Knee High Heritage,BEG,Beige,Footwear,Women,Boots,Knee High,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,67317.89,22353.34,130,89915.3,65992.16,17851.74,137,94756.89,203,123,80,252,164,0
MV-35995,Unisex Check-In Modern,NVY,Navy,Leather Goods,Unisex,Luggage,Check-In,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,15588.87,5850.78,24,22560.66,17790.51,5620.77,27,25380.74,55,48,7,67,65,0
MV-20682,Men Loafers Slim,TRP,Taupe,Footwear,Men,Flats,Loafers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,169326.75,54245.1,314,220907.33,108830.85,29397.11,220,154775.83,497,447,50,333,284,0
MV-23434,Women Card Holders,CRM,Cognac,Leather Goods,Women,Small Leather Goods,Card Holders,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,40627.11,14226.15,54,60071.51,33222.54,10898.71,43,47834.72,80,60,20,64,60,0
MV-56019,Men Shorts Slim,CAM,Camel,Ready-to-Wear,Men,Bottoms,Shorts,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,105506.88,38068.9,445,141739.57,104491.24,38542.03,443,141102.54,1489,1158,331,1638,1522,0
MV-22833,Women Midi Dresses Classic,TRP,Taupe,Ready-to-Wear,Women,Dresses,Midi Dresses,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,149937.91,41710.79,468,180829.28,136994.61,42558.37,468,180829.28,344,323,21,363,239,0
MV-59391,Women Weekender Signature,GRG,Greige,Leather Goods,Women,Luggage,Weekender,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,380557.2,113773.47,556,483087.5,383308.07,138941.0,537,466579.11,1996,1796,200,1743,1708,0
MV-49363,Unisex Cashmere Scarves,RSE,Rose Poudre,Accessories,Unisex,Scarves,Cashmere Scarves,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,45900.3,17227.46,142,63869.6,35687.54,10909.69,119,53524.53,104,62,42,75,53,0
MV-66531,Unisex Key Holders Modern,TRP,Taupe,Leather Goods,Unisex,Small Leather Goods,Key Holders,MVS,MV Signature,200,70,J347,MV Flagship Tokyo,102083.01,34924.92,219,147541.88,103507.64,33786.05,235,158321.2,340,284,56,354,247,0
MV-51116,Unisex Tops Essential,CRM,Cognac,Ready-to-Wear,Unisex,Tops,Tops,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,76033.34,24521.7,292,107382.25,52614.11,13740.36,215,79065.7,586,432,154,439,351,0
MV-17816,Women Trousers Slim,CHP,Champagne,Ready-to-Wear,Women,Bottoms,Trousers,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,12328.96,4427.28,27,17816.63,8341.25,2149.77,19,12537.63,87,75,12,72,51,0
MV-56955,Women Ballet Flats Relaxed,TAN,Tan,Footwear,Women,Flats,Ballet Flats,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,98333.49,32924.49,178,114211.67,73090.84,25291.53,146,93679.23,611,575,36,481,450,0
MV-95918,Women Suit Sets Modern,IVR,Ivoire,Ready-to-Wear,Women,Suits,Suit Sets,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,2436.15,643.35,6,3398.47,2615.66,952.65,6,3398.47,20,15,5,27,23,0
MV-69048,Women Tops Luxe,BEG,Beige,Ready-to-Wear,Women,Tops,Tops,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,71008.15,23655.29,133,90393.81,82532.96,30041.04,144,97869.99,158,131,27,164,131,0
MV-80236,Women Coats Slim,BRG,Bordeaux,Ready-to-Wear,Women,Outerwear,Coats,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,16475.77,5643.53,32,23141.87,18619.18,4745.09,38,27480.97,25,23,2,33,23,0
MV-99224,Men Day Dresses Relaxed,ARG,Argent,Ready-to-Wear,Men,Dresses,Day Dresses,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,25912.79,7138.17,39,33029.64,29942.05,8253.92,45,38111.12,145,122,23,148,98,0
MV-93746,Women Blazers Essential,TRP,Taupe,Ready-to-Wear,Women,Suits,Blazers,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,49008.09,18136.91,88,63692.23,42512.01,11898.2,79,57178.26,73,70,3,76,73,0
MV-80807,Men Ballet Flats Heritage,ECR,Ecru,Footwear,Men,Flats,Ballet Flats,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,69534.58,23093.99,109,85997.95,72883.0,18731.77,127,100199.45,227,161,66,248,211,0
MV-99181,Women Blazers Modern,ROG,Rouge,Ready-to-Wear,Women,Outerwear,Blazers,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,57568.01,18883.84,189,69265.95,40499.25,10441.28,136,49842.16,662,397,265,536,426,0
MV-30866,Women Loafers Modern,GRG,Greige,Footwear,Women,Flats,Loafers,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,3402.67,1107.45,14,4867.93,3034.41,1061.05,12,4172.51,22,17,5,21,14,0
MV-86483,Women Wallets Luxe,BRG,Bordeaux,Leather Goods,Women,Small Leather Goods,Wallets,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,119418.21,35406.88,135,159456.45,86339.9,28335.75,95,112210.09,202,155,47,136,128,0
MV-93717,Women Leather Belts Heritage,GRG,Greige,Leather Goods,Women,Belts,Leather Belts,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,37527.73,11012.86,39,46043.87,29664.76,8035.69,32,37779.58,68,42,26,59,39,0
MV-71797,Men Shoulder Bags Classic,CHP,Champagne,Leather Goods,Men,Handbags,Shoulder Bags,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,101804.05,32143.87,165,143976.48,124352.73,40899.03,181,157937.83,124,121,3,162,111,0
MV-69473,Women Chain Belts Heritage,ARG,Argent,Leather Goods,Women,Belts,Chain Belts,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,133759.42,44253.02,196,181462.95,143840.17,54608.96,200,185166.28,569,492,77,645,584,0
MV-72722,Women Midi Dresses Slim,RSE,Rose Poudre,Ready-to-Wear,Women,Dresses,Midi Dresses,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,61325.62,15790.81,157,80253.87,80235.9,24855.29,203,103767.74,100,72,28,129,82,0
MV-49363,Unisex Cashmere Scarves,TRP,Taupe,Accessories,Unisex,Scarves,Cashmere Scarves,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,141514.64,49242.21,259,185697.58,106953.21,31989.94,197,141244.88,791,530,261,562,413,0
MV-35203,Men Blazers Modern,VRT,Vert,Ready-to-Wear,Men,Outerwear,Blazers,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,32087.33,8735.26,79,40204.11,44869.43,11458.54,100,50891.28,60,58,2,73,44,0
MV-91830,Women Bracelets,BRG,Bordeaux,Accessories,Women,Jewelry,Bracelets,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,56469.3,14739.69,280,77082.92,57833.11,20857.62,311,85617.1,599,425,174,623,417,0
MV-49363,Unisex Cashmere Scarves,CAM,Camel,Accessories,Unisex,Scarves,Cashmere Scarves,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,57823.42,19311.0,109,75480.99,58396.57,15941.91,120,83098.33,319,241,78,349,310,0
MV-53025,Men Loafers Heritage,SBL,Sable,Footwear,Men,Flats,Loafers,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,85058.54,24929.73,128,113100.32,95828.47,31255.73,152,134306.63,245,235,10,272,206,0
MV-94058,Women Chain Belts,BRG,Bordeaux,Leather Goods,Women,Belts,Chain Belts,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,124698.47,45373.24,202,170002.99,98276.35,32318.07,178,149804.61,211,194,17,176,131,0
MV-90356,Women Loafers Signature,GRG,Greige,Footwear,Women,Flats,Loafers,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,1954.38,500.62,3,2543.65,1296.58,488.79,2,1695.77,3,2,1,2,1,0
MV-30644,Men Chain Belts Slim,IVR,Ivoire,Leather Goods,Men,Belts,Chain Belts,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,187743.34,48658.55,205,248933.73,141398.48,48498.62,167,202789.92,393,322,71,372,295,0
MV-76249,Men Clutches Luxe,TAN,Tan,Leather Goods,Men,Handbags,Clutches,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,145793.45,38838.89,186,201463.29,110071.49,36074.48,135,146223.35,346,235,111,231,223,0
MV-88222,Men Suit Trousers Heritage,VRT,Vert,Ready-to-Wear,Men,Suits,Suit Trousers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,16800.7,4424.12,71,24562.88,14093.86,4137.15,63,21795.23,121,78,43,123,89,0
MV-91490,Women Midi Dresses,ECR,Ecru,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,4592.95,1620.88,17,5570.99,3893.84,1327.23,14,4587.87,24,19,5,18,13,0
MV-69048,Women Tops Luxe,NVY,Navy,Ready-to-Wear,Women,Tops,Tops,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,7851.68,2331.9,18,10760.19,4654.74,1442.61,12,7173.46,20,16,4,16,13,0
MV-62521,Women Silk Scarves Luxe,TAN,Tan,Accessories,Women,Scarves,Silk Scarves,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,196735.41,68032.9,497,266586.95,161398.48,57896.85,389,208656.59,1656,1452,204,1537,1014,0
MV-89507,Women Blazers Essential,CRM,Creme,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,158728.18,58671.41,226,185700.16,119721.96,35895.77,191,156941.29,287,243,44,217,136,0
MV-42087,Men Slides Slim,SBL,Sable,Footwear,Men,Flats,Slides,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,12868.35,4036.91,26,15553.1,9916.11,2528.11,21,12562.12,89,64,25,75,64,0
MV-52487,Men Mini Bags Luxe,BLU,Bleu Marine,Leather Goods,Men,Handbags,Mini Bags,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,31755.52,11694.26,85,42689.29,24744.89,9048.17,60,30133.62,155,147,8,100,78,0
MV-29080,Men Jackets Relaxed,RSE,Rose Poudre,Ready-to-Wear,Men,Outerwear,Jackets,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,47803.78,15315.38,173,65463.21,46995.95,17050.65,183,69247.21,483,405,78,589,561,0
MV-90031,Women Loafers Heritage,NOI,Noir,Footwear,Women,Flats,Loafers,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,228935.45,59587.12,349,333797.2,215149.25,61433.01,307,293626.76,1222,1131,91,1080,897,0
MV-69634,Women Day Dresses Signature,BLU,Bleu Marine,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,1722.06,524.02,8,2377.31,1432.0,383.31,6,1782.98,20,19,1,13,9,0
MV-72722,Women Midi Dresses Slim,ECR,Ecru,Ready-to-Wear,Women,Dresses,Midi Dresses,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,27695.84,7073.88,52,33765.05,17713.24,6177.4,38,24674.46,111,108,3,89,67,0
MV-59308,Men Knitwear Essential,GRG,Greige,Ready-to-Wear,Men,Tops,Knitwear,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,139789.45,39242.35,427,183804.95,182045.92,53032.52,514,221254.67,1645,1323,322,1799,1516,0
MV-49363,Unisex Cashmere Scarves,IVR,Ivoire,Accessories,Unisex,Scarves,Cashmere Scarves,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,227.93,57.04,1,273.08,203.57,68.23,1,273.08,0,0,0,0,0,0
MV-69459,Women Rings Signature,CAM,Camel,Accessories,Women,Jewelry,Rings,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,9805.77,3616.79,43,12615.88,8059.05,2884.34,35,10268.74,137,97,40,108,67,0
MV-80282,Unisex Baseball Caps Signature,CAM,Camel,Accessories,Unisex,Hats,Baseball Caps,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,245907.47,69792.9,619,352322.29,255722.36,83769.99,648,368828.51,1107,975,132,1149,1128,0
MV-33703,Men Earrings Slim,IVR,Ivoire,Accessories,Men,Jewelry,Earrings,MVS,MV Signature,200,70,J347,MV Flagship Tokyo,70797.36,19736.72,184,106916.14,53106.04,14564.54,142,82511.37,435,300,135,404,270,0
MV-79942,Men Blazers Essential,BLU,Bleu Marine,Ready-to-Wear,Men,Outerwear,Blazers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,28972.48,9737.86,58,40209.87,23500.59,6086.54,45,31197.31,122,96,26,89,70,0
MV-57920,Women Blazers Slim,ECR,Ecru,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,2725.68,811.49,13,3526.94,3125.18,1164.74,14,3798.24,30,28,2,35,30,0
MV-62521,Women Silk Scarves Luxe,TAN,Tan,Accessories,Women,Scarves,Silk Scarves,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,1991.32,556.54,5,2658.43,1989.58,691.34,5,2658.43,13,8,5,12,8,0
MV-29597,Women Leather Belts,CHP,Champagne,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,30834.96,10924.58,54,44490.82,39003.06,13256.32,67,55201.57,162,159,3,232,141,0
MV-54657,Women Evening Dresses Slim,ECR,Ecru,Ready-to-Wear,Women,Dresses,Evening Dresses,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,92344.46,32833.88,413,123614.1,115657.72,40745.57,500,149653.88,1617,1463,154,1815,1428,0
