plm_style_code,style_description,color_code,colorway_short_description,gmh_sector_text,gmh_gender_text,gmh_category_text,gmh_sub_category_text,gmh_sub_brand_code,gmh_sub_brand_text,company_code,distribution_channel_code,site_number,site_text,netslsamt_cy,netslscstmerch_cy,netslsqty_cy,netmsrpamt_cy,netslsamt_ly,netslscstmerch_ly,netslsqty_ly,netmsrpamt_ly,eohttlqty_cy,eohstrqty_cy,intranqty_cy,eohttlqty_ly,eohstrqty_ly,intranqty_ly
MV-96870,Women Day Dresses Relaxed,TRP,Taupe,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,33257.7,12181.93,96,44205.56,40648.95,10220.58,116,53415.05,236,193,43,335,293,0
MV-59834,Women Skirts,NVY,Navy,Ready-to-Wear,Women,Bottoms,Skirts,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,134149.14,37457.57,261,195699.64,140001.43,39992.56,245,183702.73,584,374,210,560,351,0
MV-59834,Women Skirts,NVY,Navy,Ready-to-Wear,Women,Bottoms,Skirts,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,4458.95,1134.69,8,5844.86,3999.32,1117.55,7,5114.26,31,22,9,24,22,0
MV-56019,Men Shorts Slim,GRG,Greige,Ready-to-Wear,Men,Bottoms,Shorts,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,29258.36,7364.36,102,41025.95,22103.29,7868.34,72,28959.5,199,153,46,157,123,0
MV-55830,Women Jeans Heritage,IVR,Ivoire,Ready-to-Wear,Women,Bottoms,Jeans,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,56869.67,15182.95,109,65390.41,68263.55,21806.31,128,76788.74,344,324,20,468,388,0
MV-54589,Women Carry-On Slim,BLU,Bleu Marine,Leather Goods,Women,Luggage,Carry-On,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,34263.74,9567.8,38,46658.39,25145.33,8363.18,27,33152.01,51,44,7,35,32,0
MV-98501,Women Blouses Relaxed,ARG,Argent,Ready-to-Wear,Women,Tops,Blouses,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,2341.1,621.29,4,3203.22,2402.0,718.9,4,3203.22,7,5,2,6,5,0
MV-57942,Women Chelsea Boots Modern,BRG,Bordeaux,Footwear,Women,Boots,Chelsea Boots,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,23253.52,8654.25,30,34083.71,28339.08,9778.3,32,36355.96,115,100,15,104,101,0
MV-16839,Unisex Key Holders Luxe,SBL,Sable,Leather Goods,Unisex,Small Leather Goods,Key Holders,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,217463.21,71545.79,222,290031.89,215842.72,62369.36,208,271741.59,309,247,62,339,271,0
MV-74451,Unisex Weekender Modern,TAN,Tan,Leather Goods,Unisex,Luggage,Weekender,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,113815.07,39328.57,340,142591.55,144343.2,39130.71,440,184530.24,423,302,121,575,541,0
MV-87993,Women Fedoras Modern,BLU,Bleu Marine,Accessories,Women,Hats,Fedoras,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,264660.97,83330.37,931,328034.03,319527.85,110323.42,1086,382647.64,1782,1200,582,1766,1429,0
MV-54657,Women Evening Dresses Slim,CRM,Cognac,Ready-to-Wear,Women,Dresses,Evening Dresses,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,47215.61,15624.83,89,64178.02,36232.53,11364.33,69,49755.99,258,249,9,222,203,0
MV-53025,Men Loafers Heritage,BLU,Bleu Marine,Footwear,Men,Flats,Loafers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,125248.18,46558.51,191,165614.49,122496.2,41212.83,213,184690.5,586,394,192,573,493,0
MV-44099,Women Trousers Essential,BLU,Bleu Marine,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,283929.19,82476.24,580,384456.76,359158.9,123524.83,710,470628.1,1096,925,171,1524,1446,0
MV-49618,Men Square Frames Classic,IVR,Ivoire,Accessories,Men,Sunglasses,Square Frames,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,12655.46,3273.58,38,14987.51,14687.02,4957.58,43,16959.55,67,53,14,65,59,0
MV-65296,Women Ankle Boots Slim,CRM,Creme,Footwear,Women,Boots,Ankle Boots,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,215202.67,55071.94,265,306632.48,271172.38,96791.51,340,393415.26,400,394,6,608,453,0
MV-14705,Men Baseball Caps Modern,GRG,Greige,Accessories,Men,Hats,Baseball Caps,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,73354.09,22026.11,295,87860.0,90265.36,24282.19,332,98879.73,759,616,143,761,750,0
MV-79942,Men Blazers Essential,TRP,Taupe,Ready-to-Wear,Men,Outerwear,Blazers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,9462.1,3441.65,19,13041.19,7943.62,2875.9,15,10295.67,73,71,2,62,47,0
MV-71474,Men Loafers Relaxed,CAM,Camel,Footwear,Men,Flats,Loafers,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,213598.25,55945.18,414,276623.89,199457.14,72145.11,338,225842.7,1474,1199,275,1094,885,0
MV-40595,Women Day Dresses Heritage,NOI,Noir,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,160786.23,44787.66,351,190962.28,180556.53,45904.17,397,215988.67,302,292,10,291,249,0
MV-22833,Women Midi Dresses Classic,TAN,Tan,Ready-to-Wear,Women,Dresses,Midi Dresses,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,2746.58,844.61,7,3697.63,2580.92,883.88,6,3169.39,23,14,9,22,14,0
MV-25396,Women Clutches Slim,ECR,Ecru,Leather Goods,Women,Handbags,Clutches,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,21697.25,7503.36,20,28798.93,18122.37,6350.96,15,21599.2,61,52,9,39,36,0
MV-15014,Women Bracelets Modern,BLU,Bleu Marine,Accessories,Women,Jewelry,Bracelets,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,2668.14,770.47,10,3685.08,3030.63,1059.07,12,4422.1,18,14,4,27,18,0
MV-16839,Unisex Key Holders Luxe,ROG,Rouge,Leather Goods,Unisex,Small Leather Goods,Key Holders,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,64145.46,23459.42,85,85749.84,70865.89,23546.11,94,94829.24,184,146,38,191,134,0
MV-97684,Unisex Bracelets Luxe,ROG,Rouge,Accessories,Unisex,Jewelry,Bracelets,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,52520.29,15863.91,149,69021.01,48527.96,17160.66,151,69947.47,559,360,199,590,398,0
MV-31581,Men Key Holders Slim,RSE,Rose Poudre,Leather Goods,Men,Small Leather Goods,Key Holders,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,59304.82,16873.97,159,79667.82,46781.57,16071.46,128,64135.1,405,393,12,302,200,0
MV-43681,Men Low Top Luxe,TRP,Taupe,Footwear,Men,Sneakers,Low Top,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,43754.99,13735.47,65,60190.7,47301.22,14258.08,77,71302.82,154,115,39,157,132,0
MV-26505,Men Leather Belts Relaxed,IVR,Ivoire,Leather Goods,Men,Belts,Leather Belts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,392287.57,124318.84,508,566593.83,419854.89,137063.98,593,661397.91,928,892,36,892,631,0
MV-26074,Women Fedoras Slim,TRP,Taupe,Accessories,Women,Hats,Fedoras,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,45378.12,12916.16,96,55468.91,45491.56,16539.83,98,56624.52,54,52,2,54,44,0
MV-45986,Women Chain Belts Classic,TRP,Taupe,Leather Goods,Women,Belts,Chain Belts,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,5619.48,1847.54,9,6748.09,6922.99,1946.76,11,8247.66,5,4,1,6,4,0
MV-57052,Men Day Dresses Signature,NOI,Noir,Ready-to-Wear,Men,Dresses,Day Dresses,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,21235.25,6244.62,74,30763.35,24294.9,7261.45,83,34504.83,188,145,43,249,170,0
MV-26704,Men Pouches Classic,SBL,Sable,Leather Goods,Men,Small Leather Goods,Pouches,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,146182.14,40663.15,158,185637.25,185551.27,46694.55,185,217360.07,538,371,167,521,496,0
MV-66531,Unisex Key Holders Modern,CRM,Cognac,Leather Goods,Unisex,Small Leather Goods,Key Holders,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,123580.27,43456.21,110,157765.74,111423.35,34669.11,113,162068.44,194,139,55,195,155,0
MV-84177,Men Leather Belts Classic,CAM,Camel,Leather Goods,Men,Belts,Leather Belts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,64750.6,20623.41,67,78152.36,71054.54,18305.43,81,94482.71,201,158,43,289,286,0
MV-69459,Women Rings Signature,GRG,Greige,Accessories,Women,Jewelry,Rings,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,9879.39,2542.64,29,14398.42,8984.58,2646.91,25,12412.43,89,63,26,78,50,0
MV-71797,Men Shoulder Bags Classic,NVY,Navy,Leather Goods,Men,Handbags,Shoulder Bags,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,275655.06,83062.78,358,341150.8,307358.98,107529.07,386,367832.99,1203,1041,162,1408,950,0
MV-37460,Men Jackets Heritage,NOI,Noir,Ready-to-Wear,Men,Outerwear,Jackets,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,729890.64,267050.89,1165,873030.15,652237.71,230627.76,1174,879774.59,1698,1276,422,1689,1389,0
MV-83975,Unisex Baseball Caps Classic,GRG,Greige,Accessories,Unisex,Hats,Baseball Caps,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,30717.06,10089.94,83,37350.84,30645.27,10690.64,84,37800.85,325,201,124,327,267,0
MV-71669,Men Silk Scarves,BEG,Beige,Accessories,Men,Scarves,Silk Scarves,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,61646.84,16535.82,100,81616.97,85930.74,22487.99,126,102837.38,240,223,17,313,218,0
MV-16895,Women Leather Belts Slim,IVR,Ivoire,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,71505.02,21888.55,201,97980.84,63394.74,19352.5,168,81894.43,206,142,64,158,144,0
MV-20328,Men Clutches,ROG,Rouge,Leather Goods,Men,Handbags,Clutches,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,80906.2,29433.65,265,105105.15,88363.76,30529.41,297,117797.09,251,182,69,318,262,0
MV-69473,Women Chain Belts Heritage,BLU,Bleu Marine,Leather Goods,Women,Belts,Chain Belts,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,64567.76,20917.06,104,80223.93,65402.64,17569.08,98,75595.62,214,169,45,168,117,0
MV-66881,Men Trousers Modern,BLU,Bleu Marine,Ready-to-Wear,Men,Bottoms,Trousers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,185070.63,62355.39,493,238632.48,155140.03,45673.55,393,190228.32,1194,1070,124,1106,801,0
MV-51441,Women Jackets Modern,ECR,Ecru,Ready-to-Wear,Women,Outerwear,Jackets,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,89679.99,32338.07,172,121085.66,109704.25,39163.02,208,146429.17,469,319,150,499,364,0
MV-35203,Men Blazers Modern,ECR,Ecru,Ready-to-Wear,Men,Outerwear,Blazers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,62760.45,17188.31,125,78539.03,70916.26,18633.15,136,85450.46,323,256,67,318,274,0
MV-69473,Women Chain Belts Heritage,SBL,Sable,Leather Goods,Women,Belts,Chain Belts,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,137484.69,42908.96,218,165537.23,100242.7,28445.62,157,119217.18,811,524,287,677,495,0
MV-23434,Women Card Holders,TAN,Tan,Leather Goods,Women,Small Leather Goods,Card Holders,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,288906.27,82976.77,640,367345.83,307081.24,114400.49,702,402932.46,1488,1096,392,1778,1381,0
MV-46559,Men Ballet Flats Luxe,ARG,Argent,Footwear,Men,Flats,Ballet Flats,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,83933.76,21802.76,331,102178.78,104770.26,28639.29,400,123478.89,681,598,83,917,825,0
MV-45986,Women Chain Belts Classic,BRG,Bordeaux,Leather Goods,Women,Belts,Chain Belts,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,8390.86,3111.34,8,11598.24,9516.27,2668.95,9,13048.02,24,14,10,26,15,0
MV-19869,Women Wool Scarves Slim,CRM,Creme,Accessories,Women,Scarves,Wool Scarves,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,17037.36,5535.62,84,22279.86,14540.04,4872.1,69,18301.32,306,249,57,293,212,0
MV-26704,Men Pouches Classic,VRT,Vert,Leather Goods,Men,Small Leather Goods,Pouches,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,149839.79,53943.03,133,198444.44,163670.68,60442.5,144,214857.13,462,290,172,458,384,0
MV-38683,Men Tops Slim,ROG,Rouge,Ready-to-Wear,Men,Tops,Tops,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,31025.39,11117.66,79,39968.88,37260.99,10074.14,96,48569.78,47,44,3,47,34,0
MV-48504,Women Slides Signature,VRT,Vert,Footwear,Women,Flats,Slides,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,167867.2,54494.22,252,235076.79,122871.92,37322.95,186,173509.06,730,654,76,508,425,0
MV-14877,Women Necklaces Heritage,RSE,Rose Poudre,Accessories,Women,Jewelry,Necklaces,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,116014.12,38661.31,367,166570.97,94091.67,30050.82,319,144785.12,1205,735,470,886,837,0
MV-79942,Men Blazers Essential,SBL,Sable,Ready-to-Wear,Men,Outerwear,Blazers,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,71873.52,19509.32,275,91392.66,66984.2,18834.86,246,81754.89,666,605,61,539,457,0
MV-18799,Women Jeans Modern,VRT,Vert,Ready-to-Wear,Women,Bottoms,Jeans,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,345707.14,124910.1,952,429403.59,270990.44,70666.79,827,373021.81,1658,1080,578,1324,1198,0
MV-23579,Men Cat Eye,IVR,Ivoire,Accessories,Men,Sunglasses,Cat Eye,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,21756.68,6559.29,66,27622.48,14811.45,3839.98,51,21344.65,149,114,35,101,66,0
MV-24316,Women Low Top Relaxed,CRM,Cognac,Footwear,Women,Sneakers,Low Top,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,235937.98,83005.77,436,310864.13,178740.44,62374.61,327,233148.1,871,855,16,616,544,0
MV-74451,Unisex Weekender Modern,BRG,Bordeaux,Leather Goods,Unisex,Luggage,Weekender,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,152708.52,41454.17,305,215965.38,204752.71,51881.27,377,266947.38,793,748,45,1101,885,0
MV-33647,Men Coats Heritage,BLU,Bleu Marine,Ready-to-Wear,Men,Outerwear,Coats,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,46114.33,12373.32,94,61918.52,50650.05,16857.19,93,61259.81,176,132,44,191,155,0
MV-96870,Women Day Dresses Relaxed,CRM,Creme,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,89513.28,33446.17,277,112795.45,107392.79,29400.0,353,143742.94,575,381,194,729,469,0
MV-80143,Men Knitwear Classic,NOI,Noir,Ready-to-Wear,Men,Tops,Knitwear,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,13303.42,3745.18,23,17876.86,16504.83,4802.0,28,21763.14,66,43,23,73,55,0
MV-26551,Women Mules Luxe,RSE,Rose Poudre,Footwear,Women,Heels,Mules,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,86716.75,31387.64,326,109623.24,82370.09,24008.18,304,102225.36,674,558,116,603,497,0
