plm_style_code,style_description,color_code,colorway_short_description,gmh_sector_text,gmh_gender_text,gmh_category_text,gmh_sub_category_text,gmh_sub_brand_code,gmh_sub_brand_text,company_code,distribution_channel_code,site_number,site_text,netslsamt_cy,netslscstmerch_cy,netslsqty_cy,netmsrpamt_cy,netslsamt_ly,netslscstmerch_ly,netslsqty_ly,netmsrpamt_ly,eohttlqty_cy,eohstrqty_cy,intranqty_cy,eohttlqty_ly,eohstrqty_ly,intranqty_ly
MV-97684,Unisex Bracelets Luxe,ECR,Ecru,Accessories,Unisex,Jewelry,Bracelets,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,34784.36,8853.39,65,43387.81,25673.7,8554.92,50,33375.24,133,123,10,113,108,0
MV-26912,Men Suit Sets Essential,BRG,Bordeaux,Ready-to-Wear,Men,Suits,Suit Sets,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,6846.34,2495.44,27,9285.95,8109.22,2448.77,29,9973.8,42,41,1,52,46,0
MV-70521,Men Mules Luxe,GRG,Greige,Footwear,Men,Heels,Mules,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,22400.47,5843.05,57,27365.63,23449.15,7267.63,58,27845.73,207,173,34,169,135,0
MV-40005,Men Silk Scarves Classic,ANT,Anthracite,Accessories,Men,Scarves,Silk Scarves,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,9722.21,3605.01,16,12293.67,7631.7,2461.45,12,9220.25,56,42,14,38,27,0
MV-56346,Women Clutches Essential,BLU,Bleu Marine,Leather Goods,Women,Handbags,Clutches,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,3244.58,884.79,6,4767.35,3544.34,919.96,7,5561.91,14,8,6,14,13,0
MV-20682,Men Loafers Slim,CAM,Camel,Footwear,Men,Flats,Loafers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,566.83,185.7,1,818.63,596.68,197.61,1,818.63,2,1,1,2,1,0
MV-51704,Women Fedoras Luxe,CRM,Cognac,Accessories,Women,Hats,Fedoras,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,17732.86,4902.92,27,23429.09,11229.69,3599.84,19,16487.14,44,28,16,29,17,0
MV-69446,Unisex Evening Dresses Modern,CAM,Camel,Ready-to-Wear,Unisex,Dresses,Evening Dresses,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,492.87,140.44,2,716.41,449.98,162.5,2,716.41,5,4,1,4,3,0
MV-90301,Men High Top,ARG,Argent,Footwear,Men,Sneakers,High Top,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,4621.09,1396.21,7,6426.22,4168.7,1425.49,7,6426.22,17,15,2,20,19,0
MV-68838,Men Suit Trousers Signature,CRM,Creme,Ready-to-Wear,Men,Suits,Suit Trousers,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,7583.6,2322.41,16,9443.13,9106.1,3309.62,17,10033.33,42,32,10,39,34,0
MV-40595,Women Day Dresses Heritage,ANT,Anthracite,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,9585.91,2757.34,17,12691.69,10686.7,2985.16,17,12691.69,24,15,9,21,17,0
MV-79924,Unisex Blazers Modern,SBL,Sable,Ready-to-Wear,Unisex,Outerwear,Blazers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,12709.17,3192.87,19,18525.26,10782.25,3802.36,17,16575.23,31,26,5,33,21,0
MV-92345,Women Leather Belts Modern,RSE,Rose Poudre,Leather Goods,Women,Belts,Leather Belts,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,2993.83,900.39,3,3810.94,2921.19,1087.16,3,3810.94,11,10,1,12,9,0
MV-49251,Men Slides Classic,RSE,Rose Poudre,Footwear,Men,Flats,Slides,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,7299.25,2186.49,10,8915.38,5324.37,1963.91,8,7132.31,19,17,2,13,7,0
MV-74866,Women Wool Scarves Luxe,BEG,Beige,Accessories,Women,Scarves,Wool Scarves,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,10328.89,3408.17,20,12370.23,11143.3,3268.44,22,13607.25,64,44,20,81,57,0
MV-31632,Women Weekender Luxe,CRM,Creme,Leather Goods,Women,Luggage,Weekender,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,50479.2,12700.72,74,65012.68,50234.64,15507.5,74,65012.68,135,87,48,115,100,0
MV-47880,Women Shorts Relaxed,ANT,Anthracite,Ready-to-Wear,Women,Bottoms,Shorts,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,8468.83,2143.85,27,12032.11,10645.96,4022.81,32,14260.28,29,18,11,37,35,0
MV-48177,Women Card Holders Essential,ARG,Argent,Leather Goods,Women,Small Leather Goods,Card Holders,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,41803.1,14461.29,54,56780.71,37296.39,13543.31,51,53626.23,186,147,39,191,151,0
MV-23434,Women Card Holders,NOI,Noir,Leather Goods,Women,Small Leather Goods,Card Holders,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,35692.36,12032.99,30,45610.7,24992.16,6955.99,24,36488.56,16,10,6,10,6,0
MV-84531,Women Check-In Classic,CRM,Cognac,Leather Goods,Women,Luggage,Check-In,MVS,MV Signature,200,70,J347,MV Flagship Tokyo,19893.41,7177.09,19,27038.82,12624.09,4048.56,14,19923.34,70,55,15,45,29,0
MV-12665,Women Suit Trousers Essential,TAN,Tan,Ready-to-Wear,Women,Suits,Suit Trousers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,1808.14,470.49,4,2606.59,1262.56,448.34,3,1954.94,7,6,1,7,5,0
MV-30866,Women Loafers Modern,TRP,Taupe,Footwear,Women,Flats,Loafers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,9099.91,3059.17,23,11498.47,7991.86,2163.08,23,11498.47,87,84,3,99,61,0
MV-25396,Women Clutches Slim,BEG,Beige,Leather Goods,Women,Handbags,Clutches,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,21169.44,6751.22,20,30487.36,17266.8,5398.82,16,24389.89,31,28,3,24,16,0
MV-35272,Men Check-In Modern,CAM,Camel,Leather Goods,Men,Luggage,Check-In,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,20646.82,6532.39,19,26838.2,14427.72,3895.38,13,18362.98,69,64,5,41,26,0
MV-30253,Men Weekender Essential,TAN,Tan,Leather Goods,Men,Luggage,Weekender,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,15854.61,4873.46,14,22959.49,17676.96,4478.69,17,27879.38,28,24,4,32,22,0
MV-51704,Women Fedoras Luxe,BRG,Bordeaux,Accessories,Women,Hats,Fedoras,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,10409.72,3556.94,16,14242.05,9614.28,2420.23,17,15132.17,22,14,8,20,14,0
MV-67939,Women Weekender Classic,TAN,Tan,Leather Goods,Women,Luggage,Weekender,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,3495.78,1299.9,8,4500.9,3975.23,1123.17,9,5063.51,8,6,2,9,6,0
MV-71057,Women Boots,RSE,Rose Poudre,Footwear,Women,Heels,Boots,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,11178.49,3637.52,15,15773.11,13326.64,4462.89,18,18927.73,40,33,7,53,45,0
MV-76237,Women Skirts Classic,ECR,Ecru,Ready-to-Wear,Women,Bottoms,Skirts,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,1088.99,346.12,4,1532.02,889.06,234.09,3,1149.01,3,2,1,2,1,0
MV-88222,Men Suit Trousers Heritage,VRT,Vert,Ready-to-Wear,Men,Suits,Suit Trousers,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,9228.62,3506.29,35,12074.74,7540.83,2542.59,30,10349.78,41,37,4,33,22,0
MV-52176,Women Check-In Relaxed,CRM,Cognac,Leather Goods,Women,Luggage,Check-In,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,2259.03,793.55,4,3172.77,2214.16,664.61,4,3172.77,11,6,5,10,6,0
MV-22097,Men Leather Belts Essential,IVR,Ivoire,Leather Goods,Men,Belts,Leather Belts,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,1124.31,294.93,1,1569.25,1208.94,308.98,1,1569.25,3,2,1,3,2,0
MV-90031,Women Loafers Heritage,CRM,Creme,Footwear,Women,Flats,Loafers,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,10615.66,3598.31,12,13690.26,11976.99,3239.08,14,15971.97,23,22,1,24,16,0
MV-92478,Women Blazers Classic,SBL,Sable,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,11547.3,4048.33,23,15145.01,15036.98,4385.38,29,19095.88,75,60,15,88,75,0
MV-48462,Women Ankle Boots Relaxed,BRG,Bordeaux,Footwear,Women,Boots,Ankle Boots,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,5274.29,1396.08,12,7643.4,6131.03,1793.67,14,8917.3,31,22,9,33,32,0
MV-70443,Women Card Holders Heritage,VRT,Vert,Leather Goods,Women,Small Leather Goods,Card Holders,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,3699.86,1394.89,6,4556.97,3181.03,826.66,5,3797.48,8,7,1,8,6,0
MV-14877,Women Necklaces Heritage,BRG,Bordeaux,Accessories,Women,Jewelry,Necklaces,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,8430.09,3084.39,17,9948.77,10519.9,2772.89,21,12289.65,30,20,10,39,28,0
MV-41029,Women Ballet Flats Luxe,ECR,Ecru,Footwear,Women,Flats,Ballet Flats,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,5631.65,2128.64,9,8106.31,4049.2,1396.66,6,5404.2,35,33,2,20,15,0
MV-70931,Men Chain Belts Essential,BEG,Beige,Leather Goods,Men,Belts,Chain Belts,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,18461.94,6633.82,57,24358.28,16431.48,6111.15,51,21794.25,109,93,16,112,100,0
MV-41029,Women Ballet Flats Luxe,ECR,Ecru,Footwear,Women,Flats,Ballet Flats,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,31946.03,10220.08,54,39515.69,23986.6,6052.13,40,29270.88,185,112,73,150,110,0
MV-23133,Men Trousers Essential,ANT,Anthracite,Ready-to-Wear,Men,Bottoms,Trousers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,10387.06,3220.07,14,13044.73,8741.91,2419.3,13,12112.96,12,11,1,12,10,0
MV-96760,Women Blouses Signature,CHP,Champagne,Ready-to-Wear,Women,Tops,Blouses,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,1841.13,564.18,8,2418.79,1767.52,476.79,7,2116.44,23,18,5,21,13,0
MV-99173,Women Card Holders Modern,TRP,Taupe,Leather Goods,Women,Small Leather Goods,Card Holders,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,26739.91,8673.7,28,34949.15,21644.46,7846.9,26,32452.78,107,92,15,111,91,0
MV-49251,Men Slides Classic,GRG,Greige,Footwear,Men,Flats,Slides,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,696.66,176.94,1,899.13,0.0,0.0,0,0.0,2,1,1,2,1,0
MV-95191,Women Coats Signature,IVR,Ivoire,Ready-to-Wear,Women,Outerwear,Coats,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,7611.84,2733.17,13,10891.31,7930.04,1989.1,12,10053.52,20,14,6,19,17,0
MV-21542,Women Clutches Signature,CRM,Creme,Leather Goods,Women,Handbags,Clutches,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,3660.12,1369.4,8,4623.23,4079.78,1291.63,9,5201.13,29,25,4,40,25,0
MV-18163,Men Blazers Slim,TAN,Tan,Ready-to-Wear,Men,Suits,Blazers,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,16429.6,4674.07,54,21714.51,17379.65,4493.82,53,21312.39,173,114,59,198,181,0
MV-49139,Men Wool Scarves Essential,ANT,Anthracite,Accessories,Men,Scarves,Wool Scarves,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,358.8,104.06,1,508.68,392.84,144.44,1,508.68,1,0,1,0,0,0
MV-30253,Men Weekender Essential,VRT,Vert,Leather Goods,Men,Luggage,Weekender,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,5635.3,1636.94,17,7789.83,4262.81,1150.18,13,5956.93,23,19,4,18,11,0
MV-47512,Men Tops Relaxed,GRG,Greige,Ready-to-Wear,Men,Tops,Tops,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,13607.95,4595.66,28,20136.49,17873.16,6547.69,34,24451.45,82,55,27,81,53,0
MV-47243,Men Boots Heritage,ARG,Argent,Footwear,Men,Heels,Boots,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,11511.24,3251.28,14,14890.81,8653.5,2373.41,11,11699.92,50,41,9,43,31,0
MV-44335,Women Slides Slim,ECR,Ecru,Footwear,Women,Flats,Slides,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,238.17,83.54,1,301.13,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-68493,Women Chain Belts Relaxed,ARG,Argent,Leather Goods,Women,Belts,Chain Belts,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,76812.79,25277.21,76,103024.78,64018.93,18065.52,62,84046.53,217,157,60,165,152,0
MV-69459,Women Rings Signature,CHP,Champagne,Accessories,Women,Jewelry,Rings,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,3175.67,1143.05,15,4133.08,3569.01,1017.59,15,4133.08,50,43,7,51,36,0
MV-99181,Women Blazers Modern,ANT,Anthracite,Ready-to-Wear,Women,Outerwear,Blazers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,11987.91,3441.31,20,15913.26,14917.6,3919.22,22,17504.59,49,31,18,54,34,0
MV-94675,Women Trousers Essential,NVY,Navy,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,2443.97,917.14,5,2934.79,2928.21,882.34,6,3521.75,5,3,2,5,3,0
MV-73736,Women Key Holders Relaxed,BEG,Beige,Leather Goods,Women,Small Leather Goods,Key Holders,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,8447.15,2845.47,14,12349.61,7965.45,1995.86,13,11467.5,24,20,4,27,19,0
MV-85914,Women Wallets,ROG,Rouge,Leather Goods,Women,Small Leather Goods,Wallets,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,4027.42,1485.93,12,5641.68,3135.35,898.83,10,4701.4,30,29,1,30,26,0
MV-28776,Women Sandals Essential,CRM,Creme,Footwear,Women,Heels,Sandals,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,833.41,259.13,1,1161.15,915.52,288.53,1,1161.15,2,1,1,1,0,0
MV-43586,Women Jeans Signature,BRG,Bordeaux,Ready-to-Wear,Women,Bottoms,Jeans,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,1366.36,488.14,2,1766.05,599.18,163.03,1,883.02,6,4,2,3,2,0
MV-79615,Women Midi Dresses Slim,NOI,Noir,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,8663.37,2329.15,38,11540.2,9290.9,2924.88,46,13969.71,114,78,36,149,106,0
MV-44687,Men Card Holders Modern,NOI,Noir,Leather Goods,Men,Small Leather Goods,Card Holders,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,5055.83,1802.37,5,6712.8,3064.93,889.16,3,4027.68,12,9,3,9,8,0
MV-52487,Men Mini Bags Luxe,CAM,Camel,Leather Goods,Men,Handbags,Mini Bags,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,1911.37,502.49,4,2362.94,1748.1,614.66,4,2362.94,9,6,3,9,6,0
MV-52176,Women Check-In Relaxed,BRG,Bordeaux,Leather Goods,Women,Luggage,Check-In,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,10489.22,3897.34,15,13041.12,10646.06,4015.76,15,13041.12,32,21,11,32,24,0
MV-96200,Women Suit Sets,SBL,Sable,Ready-to-Wear,Women,Suits,Suit Sets,MVS,MV Signature,200,70,J347,MV Flagship Tokyo,17298.81,4427.54,31,23014.14,17114.2,4874.8,32,23756.53,39,36,3,43,36,0
MV-26299,Men High Top Luxe,TAN,Tan,Footwear,Men,Sneakers,High Top,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,501.99,189.43,1,696.4,471.76,147.35,1,696.4,0,0,0,0,0,0
MV-20336,Men Blazers Heritage,CHP,Champagne,Ready-to-Wear,Men,Suits,Blazers,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,6133.13,2154.82,18,8394.81,4795.71,1203.49,14,6529.29,62,42,20,45,28,0
MV-68493,Women Chain Belts Relaxed,ARG,Argent,Leather Goods,Women,Belts,Chain Belts,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,2005.73,567.99,2,2791.14,1864.62,559.14,2,2791.14,2,1,1,2,1,0
MV-93717,Women Leather Belts Heritage,BLU,Bleu Marine,Leather Goods,Women,Belts,Leather Belts,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,850.04,310.67,1,1187.59,0.0,0.0,0,0.0,1,0,1,0,0,0
MV-51441,Women Jackets Modern,TRP,Taupe,Ready-to-Wear,Women,Outerwear,Jackets,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,518.41,165.02,1,649.56,0.0,0.0,0,0.0,2,1,1,2,1,0
MV-96275,Women Coats Essential,TAN,Tan,Ready-to-Wear,Women,Outerwear,Coats,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,22781.41,7185.69,38,30514.84,27238.45,8322.48,43,34529.95,22,20,2,24,21,0
MV-28714,Men Trousers Luxe,CRM,Cognac,Ready-to-Wear,Men,Bottoms,Trousers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,1107.16,353.52,2,1395.84,1209.04,392.85,2,1395.84,5,3,2,5,4,0
MV-54657,Women Evening Dresses Slim,NVY,Navy,Ready-to-Wear,Women,Dresses,Evening Dresses,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,304.53,87.76,1,365.55,0.0,0.0,0,0.0,1,0,1,0,0,0
MV-69446,Unisex Evening Dresses Modern,CRM,Cognac,Ready-to-Wear,Unisex,Dresses,Evening Dresses,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,6338.35,2016.94,12,8217.89,6702.11,1872.45,12,8217.89,16,11,5,13,11,0
MV-12180,Men High Top Signature,RSE,Rose Poudre,Footwear,Men,Sneakers,High Top,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,24319.85,6503.93,39,29869.7,25275.52,6676.6,44,33699.15,117,104,13,151,132,0
MV-49139,Men Wool Scarves Essential,ARG,Argent,Accessories,Men,Scarves,Wool Scarves,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,2077.95,687.97,6,2759.82,2233.02,565.35,6,2759.82,11,10,1,13,9,0
MV-86483,Women Wallets Luxe,CAM,Camel,Leather Goods,Women,Small Leather Goods,Wallets,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,11464.49,3190.7,11,14519.05,10206.73,2799.26,10,13199.13,11,6,5,9,8,0
MV-28776,Women Sandals Essential,ECR,Ecru,Footwear,Women,Heels,Sandals,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,399.39,134.36,1,500.62,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-19869,Women Wool Scarves Slim,NOI,Noir,Accessories,Women,Scarves,Wool Scarves,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,6155.19,1882.9,12,8508.04,7625.27,2030.64,13,9217.05,11,6,5,11,8,0
MV-59009,Women Earrings Slim,BEG,Beige,Accessories,Women,Jewelry,Earrings,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,10334.68,3774.68,18,14117.42,7461.15,2417.12,13,10195.92,49,35,14,38,27,0
MV-78146,Men Day Dresses,CRM,Creme,Ready-to-Wear,Men,Dresses,Day Dresses,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,10682.95,3205.46,18,14693.05,12045.6,3295.82,19,15509.33,66,65,1,79,65,0
MV-99353,Women Tote Bags,IVR,Ivoire,Leather Goods,Women,Handbags,Tote Bags,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,3078.72,1087.62,8,4000.93,2330.4,845.5,7,3500.81,9,6,3,8,7,0
MV-59391,Women Weekender Signature,NOI,Noir,Leather Goods,Women,Luggage,Weekender,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,6409.1,1998.03,8,9334.85,5417.77,1396.13,7,8167.99,20,17,3,18,14,0
MV-94058,Women Chain Belts,SBL,Sable,Leather Goods,Women,Belts,Chain Belts,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,1394.1,356.55,2,1789.08,1299.15,467.93,2,1789.08,3,2,1,2,1,0
MV-69692,Women Suit Sets Essential,CHP,Champagne,Ready-to-Wear,Women,Suits,Suit Sets,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,2274.77,808.74,9,3237.53,2390.79,691.72,10,3597.26,13,11,2,15,9,0
MV-62772,Men Tote Bags Signature,BEG,Beige,Leather Goods,Men,Handbags,Tote Bags,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,943.67,253.78,2,1139.47,511.32,131.42,1,569.74,4,3,1,2,1,0
MV-38183,Men Suit Trousers Essential,CHP,Champagne,Ready-to-Wear,Men,Suits,Suit Trousers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,12245.38,4253.37,31,15081.96,9323.21,3094.07,24,11676.36,17,12,5,11,6,0
MV-79924,Unisex Blazers Modern,IVR,Ivoire,Ready-to-Wear,Unisex,Outerwear,Blazers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,33695.73,10733.89,72,47824.92,42785.31,13081.29,88,58452.68,237,230,7,324,220,0
MV-65296,Women Ankle Boots Slim,CAM,Camel,Footwear,Women,Boots,Ankle Boots,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,41096.34,15445.24,75,55701.77,40168.43,12351.9,81,60157.91,89,88,1,90,60,0
