plm_style_code,style_description,color_code,colorway_short_description,gmh_sector_text,gmh_gender_text,gmh_category_text,gmh_sub_category_text,gmh_sub_brand_code,gmh_sub_brand_text,company_code,distribution_channel_code,site_number,site_text,netslsamt_cy,netslscstmerch_cy,netslsqty_cy,netmsrpamt_cy,netslsamt_ly,netslscstmerch_ly,netslsqty_ly,netmsrpamt_ly,eohttlqty_cy,eohstrqty_cy,intranqty_cy,eohttlqty_ly,eohstrqty_ly,intranqty_ly
MV-47243,Men Boots Heritage,CHP,Champagne,Footwear,Men,Heels,Boots,MV,Maison Voss,100,20,A800,MV SOHO New York,3606.18,941.72,10,4457.11,2544.69,749.9,7,3119.98,23,22,1,17,13,0
MV-20993,Men Wool Scarves Slim,IVR,Ivoire,Accessories,Men,Scarves,Wool Scarves,MV,Maison Voss,100,50,A800,MV SOHO New York,349.5,109.01,1,467.37,377.13,98.15,1,467.37,3,2,1,3,2,0
MV-47512,Men Tops Relaxed,CRM,Cognac,Ready-to-Wear,Men,Tops,Tops,MVS,MV Signature,100,50,A800,MV SOHO New York,474.1,178.44,1,602.9,537.62,190.91,1,602.9,0,0,0,0,0,0
MV-90356,Women Loafers Signature,CAM,Camel,Footwear,Women,Flats,Loafers,MV,Maison Voss,100,50,A800,MV SOHO New York,354.68,106.99,1,529.29,362.43,105.97,1,529.29,1,0,1,1,0,0
MV-78937,Men Carry-On Luxe,SBL,Sable,Leather Goods,Men,Luggage,Carry-On,MVS,MV Signature,100,30,A800,MV SOHO New York,1838.86,690.36,2,2243.42,928.45,244.21,1,1121.71,1,0,1,0,0,0
MV-99353,Women Tote Bags,TRP,Taupe,Leather Goods,Women,Handbags,Tote Bags,MV,Maison Voss,100,50,A800,MV SOHO New York,1991.85,602.31,4,2723.63,1866.3,616.57,4,2723.63,11,8,3,10,9,0
MV-20745,Unisex Mini Bags Essential,BLU,Bleu Marine,Leather Goods,Unisex,Handbags,Mini Bags,MVS,MV Signature,100,20,A800,MV SOHO New York,1972.02,572.72,3,2540.02,1414.83,508.73,2,1693.35,10,8,2,10,6,0
MV-82199,Men Shorts Classic,TAN,Tan,Ready-to-Wear,Men,Bottoms,Shorts,MVS,MV Signature,100,70,A800,MV SOHO New York,796.43,218.57,2,1129.54,413.24,114.67,1,564.77,6,5,1,5,4,0
MV-68138,Women Tops Modern,CRM,Creme,Ready-to-Wear,Women,Tops,Tops,MV,Maison Voss,100,20,A800,MV SOHO New York,1250.16,455.45,5,1657.83,1388.59,352.37,5,1657.83,5,4,1,5,3,0
MV-76039,Women Boots Relaxed,CHP,Champagne,Footwear,Women,Heels,Boots,MVS,MV Signature,100,20,A800,MV SOHO New York,430.68,159.35,1,540.19,0.0,0.0,0,0.0,1,0,1,0,0,0
MV-76132,Unisex Leather Belts Slim,ANT,Anthracite,Leather Goods,Unisex,Belts,Leather Belts,MV,Maison Voss,100,30,A800,MV SOHO New York,1163.89,334.11,2,1409.16,1178.51,353.85,2,1409.16,2,1,1,2,1,0
MV-70931,Men Chain Belts Essential,BLU,Bleu Marine,Leather Goods,Men,Belts,Chain Belts,MVS,MV Signature,100,50,A800,MV SOHO New York,1034.75,259.88,2,1310.89,530.2,195.38,1,655.44,5,4,1,2,1,0
MV-35203,Men Blazers Modern,TAN,Tan,Ready-to-Wear,Men,Outerwear,Blazers,MVS,MV Signature,100,50,A800,MV SOHO New York,1660.45,462.21,3,2035.29,1590.9,460.21,3,2035.29,6,5,1,7,4,0
MV-64377,Women Trousers Essential,TRP,Taupe,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,100,30,A800,MV SOHO New York,4284.14,1225.02,9,5453.68,4151.44,1213.33,9,5453.68,13,11,2,17,14,0
MV-23434,Women Card Holders,VRT,Vert,Leather Goods,Women,Small Leather Goods,Card Holders,MV,Maison Voss,100,20,A800,MV SOHO New York,927.6,311.55,1,1282.97,918.39,310.87,1,1282.97,3,2,1,4,2,0
MV-67905,Women High Top Luxe,ARG,Argent,Footwear,Women,Sneakers,High Top,MV,Maison Voss,100,20,A800,MV SOHO New York,2715.34,930.65,4,3542.24,3186.99,1081.1,5,4427.8,10,7,3,15,11,0
MV-17592,Men Coats Relaxed,TAN,Tan,Ready-to-Wear,Men,Outerwear,Coats,MVS,MV Signature,100,50,A800,MV SOHO New York,2880.81,817.07,5,4259.64,2222.6,789.21,4,3407.71,15,10,5,13,9,0
MV-27892,Men Suit Trousers Modern,NVY,Navy,Ready-to-Wear,Men,Suits,Suit Trousers,MV,Maison Voss,100,20,A800,MV SOHO New York,302.95,98.8,1,413.54,0.0,0.0,0,0.0,0,0,0,0,0,0
MV-33703,Men Earrings Slim,SBL,Sable,Accessories,Men,Jewelry,Earrings,MVS,MV Signature,100,20,A800,MV SOHO New York,2777.94,714.01,5,3725.19,3237.4,1168.87,6,4470.22,4,2,2,4,3,0
MV-26505,Men Leather Belts Relaxed,CHP,Champagne,Leather Goods,Men,Belts,Leather Belts,MV,Maison Voss,100,20,A800,MV SOHO New York,961.55,279.56,1,1217.59,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-76542,Men Suit Sets Modern,BRG,Bordeaux,Ready-to-Wear,Men,Suits,Suit Sets,MVS,MV Signature,100,20,A800,MV SOHO New York,569.28,213.76,1,686.51,550.93,165.19,1,686.51,0,0,0,0,0,0
MV-27961,Women Blouses Signature,ECR,Ecru,Ready-to-Wear,Women,Tops,Blouses,MV,Maison Voss,100,50,A800,MV SOHO New York,7750.71,2821.32,17,9122.47,4632.39,1346.04,11,5902.77,14,11,3,9,5,0
MV-49576,Women Jackets Classic,CRM,Creme,Ready-to-Wear,Women,Outerwear,Jackets,MV,Maison Voss,100,20,A800,MV SOHO New York,6402.74,2429.27,20,8994.17,7363.95,2169.09,21,9443.87,73,54,19,67,65,0
MV-70443,Women Card Holders Heritage,IVR,Ivoire,Leather Goods,Women,Small Leather Goods,Card Holders,MVS,MV Signature,100,20,A800,MV SOHO New York,4005.98,1065.63,9,6084.41,3275.23,1121.58,7,4732.32,29,21,8,25,22,0
MV-43586,Women Jeans Signature,SBL,Sable,Ready-to-Wear,Women,Bottoms,Jeans,MV,Maison Voss,100,20,A800,MV SOHO New York,1289.62,392.28,2,1849.81,1406.09,421.03,2,1849.81,4,3,1,3,2,0
MV-33509,Unisex Fedoras Signature,NOI,Noir,Accessories,Unisex,Hats,Fedoras,MVS,MV Signature,100,20,A800,MV SOHO New York,464.61,166.32,1,627.84,0.0,0.0,0,0.0,3,1,2,2,1,0
MV-97782,Women Leather Belts Signature,VRT,Vert,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,100,30,A800,MV SOHO New York,5384.6,1458.41,6,7690.1,6257.55,2010.29,7,8971.78,22,19,3,28,19,0
MV-67104,Men Sandals Essential,NOI,Noir,Footwear,Men,Heels,Sandals,MV,Maison Voss,100,50,A800,MV SOHO New York,2200.38,696.47,3,3212.62,2093.43,720.27,3,3212.62,2,1,1,1,0,0
MV-95191,Women Coats Signature,TAN,Tan,Ready-to-Wear,Women,Outerwear,Coats,MV,Maison Voss,100,20,A800,MV SOHO New York,212.26,71.74,1,287.73,199.31,60.87,1,287.73,0,0,0,0,0,0
MV-11214,Men Coats Heritage,CAM,Camel,Ready-to-Wear,Men,Outerwear,Coats,MVS,MV Signature,100,50,A800,MV SOHO New York,1073.95,281.46,4,1368.07,856.0,304.69,3,1026.05,4,3,1,4,2,0
MV-25043,Men Loafers,IVR,Ivoire,Footwear,Men,Flats,Loafers,MVS,MV Signature,100,50,A800,MV SOHO New York,486.19,167.46,1,656.56,465.98,175.96,1,656.56,3,1,2,4,3,0
MV-57920,Women Blazers Slim,CRM,Cognac,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,100,50,A800,MV SOHO New York,3610.3,1296.13,14,4906.29,3367.38,1267.98,12,4205.39,13,12,1,10,7,0
MV-71537,Women Trousers Heritage,CRM,Creme,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,100,20,A800,MV SOHO New York,508.75,175.06,1,610.55,532.21,148.55,1,610.55,3,2,1,3,2,0
MV-51116,Unisex Tops Essential,SBL,Sable,Ready-to-Wear,Unisex,Tops,Tops,MV,Maison Voss,100,20,A800,MV SOHO New York,3119.18,1120.02,6,3868.65,2495.47,805.0,5,3223.87,23,14,9,22,14,0
MV-17816,Women Trousers Slim,ANT,Anthracite,Ready-to-Wear,Women,Bottoms,Trousers,MV,Maison Voss,100,50,A800,MV SOHO New York,1197.56,307.23,2,1498.31,672.51,187.6,1,749.15,5,3,2,4,3,0
MV-62296,Unisex Bracelets Signature,CRM,Cognac,Accessories,Unisex,Jewelry,Bracelets,MVS,MV Signature,100,20,A800,MV SOHO New York,2189.29,576.54,4,2872.59,1692.78,513.93,3,2154.44,9,5,4,5,4,0
MV-11214,Men Coats Heritage,SBL,Sable,Ready-to-Wear,Men,Outerwear,Coats,MVS,MV Signature,100,30,A800,MV SOHO New York,2489.27,889.39,4,3351.76,2420.64,862.13,4,3351.76,13,9,4,15,12,0
MV-76249,Men Clutches Luxe,TRP,Taupe,Leather Goods,Men,Handbags,Clutches,MV,Maison Voss,100,50,A800,MV SOHO New York,373.2,140.09,1,527.05,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-20745,Unisex Mini Bags Essential,CAM,Camel,Leather Goods,Unisex,Handbags,Mini Bags,MVS,MV Signature,100,50,A800,MV SOHO New York,17103.77,6170.79,20,22972.85,13856.83,3852.57,17,19526.92,67,45,22,53,47,0
MV-27139,Men Jackets Signature,CRM,Creme,Ready-to-Wear,Men,Outerwear,Jackets,MVS,MV Signature,100,70,A800,MV SOHO New York,4766.16,1784.0,8,6452.92,5559.37,1487.15,9,7259.53,17,13,4,16,15,0
MV-65444,Women Berets,CRM,Cognac,Accessories,Women,Hats,Berets,MVS,MV Signature,100,20,A800,MV SOHO New York,6301.11,1680.44,16,8942.17,4905.16,1473.33,12,6706.63,41,39,2,33,24,0
MV-93717,Women Leather Belts Heritage,SBL,Sable,Leather Goods,Women,Belts,Leather Belts,MVS,MV Signature,100,70,A800,MV SOHO New York,12221.89,3267.38,13,14805.64,14230.91,4321.31,16,18222.32,38,34,4,44,38,0
MV-71669,Men Silk Scarves,ECR,Ecru,Accessories,Men,Scarves,Silk Scarves,MV,Maison Voss,100,50,A800,MV SOHO New York,2951.1,870.24,5,3958.86,2234.25,753.86,4,3167.09,19,16,3,18,14,0
MV-98501,Women Blouses Relaxed,ECR,Ecru,Ready-to-Wear,Women,Tops,Blouses,MVS,MV Signature,100,50,A800,MV SOHO New York,8777.92,2963.88,15,11268.58,8759.06,3207.59,15,11268.58,35,33,2,35,21,0
MV-77538,Men Check-In Signature,GRG,Greige,Leather Goods,Men,Luggage,Check-In,MV,Maison Voss,100,20,A800,MV SOHO New York,414.38,119.03,1,552.85,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-31581,Men Key Holders Slim,CRM,Creme,Leather Goods,Men,Small Leather Goods,Key Holders,MVS,MV Signature,100,20,A800,MV SOHO New York,654.1,218.55,1,880.22,614.23,184.61,1,880.22,2,1,1,2,1,0
MV-12128,Women Cat Eye Signature,CRM,Creme,Accessories,Women,Sunglasses,Cat Eye,MV,Maison Voss,100,70,A800,MV SOHO New York,330.1,83.08,1,484.14,339.91,96.08,1,484.14,2,1,1,2,1,0
MV-77538,Men Check-In Signature,TRP,Taupe,Leather Goods,Men,Luggage,Check-In,MV,Maison Voss,100,50,A800,MV SOHO New York,1517.93,414.49,2,1959.52,1390.87,471.15,2,1959.52,2,1,1,2,1,0
MV-49251,Men Slides Classic,ARG,Argent,Footwear,Men,Flats,Slides,MV,Maison Voss,100,20,A800,MV SOHO New York,712.06,264.8,2,929.04,744.04,189.87,2,929.04,7,5,2,9,7,0
MV-20993,Men Wool Scarves Slim,TAN,Tan,Accessories,Men,Scarves,Wool Scarves,MV,Maison Voss,100,20,A800,MV SOHO New York,412.06,112.86,1,541.22,396.2,102.56,1,541.22,2,1,1,2,1,0
MV-27892,Men Suit Trousers Modern,BLU,Bleu Marine,Ready-to-Wear,Men,Suits,Suit Trousers,MV,Maison Voss,100,50,A800,MV SOHO New York,5347.08,1666.85,10,6563.5,4190.17,1353.31,8,5250.8,31,26,5,22,16,0
MV-17816,Women Trousers Slim,BLU,Bleu Marine,Ready-to-Wear,Women,Bottoms,Trousers,MV,Maison Voss,100,70,A800,MV SOHO New York,991.48,365.93,2,1319.64,938.83,350.04,2,1319.64,3,2,1,3,2,0
MV-69692,Women Suit Sets Essential,TRP,Taupe,Ready-to-Wear,Women,Suits,Suit Sets,MVS,MV Signature,100,20,A800,MV SOHO New York,440.95,114.96,1,574.1,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-49251,Men Slides Classic,VRT,Vert,Footwear,Men,Flats,Slides,MV,Maison Voss,100,50,A800,MV SOHO New York,2612.84,891.91,4,3853.01,2055.86,774.87,3,2889.76,12,10,2,13,11,0
MV-54942,Men Square Frames Relaxed,CAM,Camel,Accessories,Men,Sunglasses,Square Frames,MV,Maison Voss,100,20,A800,MV SOHO New York,468.99,121.54,1,586.1,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-53025,Men Loafers Heritage,ECR,Ecru,Footwear,Men,Flats,Loafers,MV,Maison Voss,100,20,A800,MV SOHO New York,5645.85,1841.28,9,7441.84,5865.46,2000.79,9,7441.84,6,5,1,5,4,0
MV-76249,Men Clutches Luxe,TAN,Tan,Leather Goods,Men,Handbags,Clutches,MV,Maison Voss,100,30,A800,MV SOHO New York,529.75,143.2,1,734.75,0.0,0.0,0,0.0,3,2,1,3,2,0
MV-48462,Women Ankle Boots Relaxed,CAM,Camel,Footwear,Women,Boots,Ankle Boots,MVS,MV Signature,100,20,A800,MV SOHO New York,19740.65,4963.78,26,28038.21,25315.52,9207.75,31,33430.17,25,15,10,31,23,0
MV-42087,Men Slides Slim,BEG,Beige,Footwear,Men,Flats,Slides,MV,Maison Voss,100,70,A800,MV SOHO New York,3140.7,1048.9,8,4425.48,3526.63,1116.64,9,4978.67,8,5,3,11,7,0
MV-70521,Men Mules Luxe,BRG,Bordeaux,Footwear,Men,Heels,Mules,MV,Maison Voss,100,50,A800,MV SOHO New York,583.64,194.82,1,675.22,561.81,145.79,1,675.22,2,1,1,2,1,0
MV-96761,Men Jackets Essential,ECR,Ecru,Ready-to-Wear,Men,Outerwear,Jackets,MVS,MV Signature,100,20,A800,MV SOHO New York,493.47,154.54,1,649.01,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-25974,Women Chain Belts,ECR,Ecru,Leather Goods,Women,Belts,Chain Belts,MV,Maison Voss,100,70,A800,MV SOHO New York,4318.86,1235.06,10,5406.09,4783.06,1419.29,11,5946.7,28,20,8,32,24,0
MV-99181,Women Blazers Modern,TAN,Tan,Ready-to-Wear,Women,Outerwear,Blazers,MVS,MV Signature,100,20,A800,MV SOHO New York,1604.92,587.19,7,2233.92,1248.61,344.04,5,1595.66,21,17,4,17,16,0
MV-90301,Men High Top,ROG,Rouge,Footwear,Men,Sneakers,High Top,MVS,MV Signature,100,30,A800,MV SOHO New York,4783.63,1357.98,7,6622.9,5107.08,1870.31,8,7569.03,16,13,3,15,11,0
MV-52487,Men Mini Bags Luxe,CRM,Cognac,Leather Goods,Men,Handbags,Mini Bags,MV,Maison Voss,100,50,A800,MV SOHO New York,4123.39,1386.07,8,5483.71,4168.2,1501.54,8,5483.71,26,21,5,22,17,0
MV-82910,Men Shirts Signature,CHP,Champagne,Ready-to-Wear,Men,Tops,Shirts,MV,Maison Voss,100,20,A800,MV SOHO New York,446.79,166.25,1,621.33,484.67,123.71,1,621.33,3,2,1,3,2,0
MV-78937,Men Carry-On Luxe,VRT,Vert,Leather Goods,Men,Luggage,Carry-On,MVS,MV Signature,100,20,A800,MV SOHO New York,1912.63,639.41,2,2389.55,1672.81,440.65,2,2389.55,7,5,2,7,6,0
MV-76132,Unisex Leather Belts Slim,CRM,Cognac,Leather Goods,Unisex,Belts,Leather Belts,MV,Maison Voss,100,20,A800,MV SOHO New York,433.63,137.53,1,582.29,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-75308,Men Ballet Flats,ANT,Anthracite,Footwear,Men,Flats,Ballet Flats,MVS,MV Signature,100,50,A800,MV SOHO New York,8181.86,2592.75,11,9891.18,9202.61,2636.6,13,11689.57,11,7,4,14,12,0
MV-68991,Unisex Pouches Heritage,BLU,Bleu Marine,Leather Goods,Unisex,Small Leather Goods,Pouches,MV,Maison Voss,100,20,A800,MV SOHO New York,2755.11,920.6,5,3391.31,2811.03,852.91,5,3391.31,6,3,3,6,3,0
MV-86484,Men Blazers Essential,ROG,Rouge,Ready-to-Wear,Men,Suits,Blazers,MV,Maison Voss,100,20,A800,MV SOHO New York,902.44,295.92,2,1131.75,508.85,164.5,1,565.88,1,0,1,0,0,0
MV-51704,Women Fedoras Luxe,NVY,Navy,Accessories,Women,Hats,Fedoras,MV,Maison Voss,100,20,A800,MV SOHO New York,422.73,113.53,1,573.18,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-96870,Women Day Dresses Relaxed,ECR,Ecru,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,100,70,A800,MV SOHO New York,921.35,292.95,2,1164.3,432.02,159.08,1,582.15,5,4,1,4,2,0
MV-12128,Women Cat Eye Signature,SBL,Sable,Accessories,Women,Sunglasses,Cat Eye,MV,Maison Voss,100,30,A800,MV SOHO New York,1068.66,392.47,2,1484.77,1149.49,367.96,2,1484.77,1,0,1,1,0,0
MV-67637,Men Midi Dresses Essential,ARG,Argent,Ready-to-Wear,Men,Dresses,Midi Dresses,MV,Maison Voss,100,20,A800,MV SOHO New York,1454.72,435.78,7,1881.47,1067.0,348.46,5,1343.91,21,18,3,18,11,0
MV-80468,Men Blouses Relaxed,CAM,Camel,Ready-to-Wear,Men,Tops,Blouses,MVS,MV Signature,100,20,A800,MV SOHO New York,3410.78,967.01,6,4821.56,2271.41,569.47,4,3214.38,18,10,8,13,10,0
MV-69634,Women Day Dresses Signature,IVR,Ivoire,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,100,50,A800,MV SOHO New York,6575.37,1860.65,13,8710.44,5937.41,2144.28,11,7370.37,25,18,7,20,17,0
MV-38683,Men Tops Slim,VRT,Vert,Ready-to-Wear,Men,Tops,Tops,MVS,MV Signature,100,20,A800,MV SOHO New York,1725.1,500.05,3,2265.76,1087.46,320.55,2,1510.51,8,7,1,8,6,0
MV-99224,Men Day Dresses Relaxed,BLU,Bleu Marine,Ready-to-Wear,Men,Dresses,Day Dresses,MVS,MV Signature,100,20,A800,MV SOHO New York,524.39,168.63,1,657.01,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-38183,Men Suit Trousers Essential,NVY,Navy,Ready-to-Wear,Men,Suits,Suit Trousers,MVS,MV Signature,100,50,A800,MV SOHO New York,2841.88,935.47,7,3929.81,2025.46,697.13,5,2807.01,26,19,7,20,14,0
MV-64524,Women Check-In Modern,SBL,Sable,Leather Goods,Women,Luggage,Check-In,MV,Maison Voss,100,20,A800,MV SOHO New York,6900.11,2559.93,8,9024.02,6793.3,2155.92,7,7896.01,9,8,1,9,7,0
MV-16265,Women Chain Belts Signature,SBL,Sable,Leather Goods,Women,Belts,Chain Belts,MVS,MV Signature,100,20,A800,MV SOHO New York,1223.98,430.05,4,1596.68,696.66,206.15,2,798.34,7,5,2,4,3,0
MV-41029,Women Ballet Flats Luxe,NVY,Navy,Footwear,Women,Flats,Ballet Flats,MV,Maison Voss,100,70,A800,MV SOHO New York,4402.25,1567.28,8,6031.84,4232.86,1182.74,8,6031.84,30,23,7,29,17,0
MV-69829,Men Ballet Flats Slim,BRG,Bordeaux,Footwear,Men,Flats,Ballet Flats,MV,Maison Voss,100,20,A800,MV SOHO New York,1169.56,437.85,4,1363.68,890.51,324.05,3,1022.76,13,10,3,12,11,0
MV-76249,Men Clutches Luxe,CRM,Cognac,Leather Goods,Men,Handbags,Clutches,MV,Maison Voss,100,20,A800,MV SOHO New York,1965.53,711.65,4,2480.5,2083.57,651.44,4,2480.5,5,3,2,6,4,0
MV-49576,Women Jackets Classic,BLU,Bleu Marine,Ready-to-Wear,Women,Outerwear,Jackets,MV,Maison Voss,100,50,A800,MV SOHO New York,1181.91,339.62,3,1492.64,1103.8,333.19,3,1492.64,9,6,3,9,6,0
MV-14877,Women Necklaces Heritage,ECR,Ecru,Accessories,Women,Jewelry,Necklaces,MV,Maison Voss,100,20,A800,MV SOHO New York,574.78,180.98,1,715.3,610.72,168.53,1,715.3,3,2,1,3,2,0
MV-82199,Men Shorts Classic,BLU,Bleu Marine,Ready-to-Wear,Men,Bottoms,Shorts,MVS,MV Signature,100,50,A800,MV SOHO New York,342.92,107.69,1,499.33,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-44099,Women Trousers Essential,ECR,Ecru,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,100,20,A800,MV SOHO New York,672.06,248.04,1,958.07,737.85,211.35,1,958.07,1,0,1,1,0,0
MV-76039,Women Boots Relaxed,ANT,Anthracite,Footwear,Women,Heels,Boots,MVS,MV Signature,100,70,A800,MV SOHO New York,1452.22,385.78,6,1818.57,1634.65,518.78,7,2121.67,9,5,4,11,8,0
MV-23579,Men Cat Eye,GRG,Greige,Accessories,Men,Sunglasses,Cat Eye,MVS,MV Signature,100,20,A800,MV SOHO New York,852.49,281.07,2,1107.44,870.48,259.03,2,1107.44,4,2,2,4,2,0
MV-29597,Women Leather Belts,IVR,Ivoire,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,100,20,A800,MV SOHO New York,1680.75,479.17,4,2129.82,1589.39,446.07,4,2129.82,8,6,2,7,6,0
MV-30257,Women Weekender Relaxed,CAM,Camel,Leather Goods,Women,Luggage,Weekender,MV,Maison Voss,100,20,A800,MV SOHO New York,4303.97,1374.76,14,5405.73,3035.23,883.39,10,3861.23,30,21,9,26,16,0
MV-88366,Men Blazers Classic,GRG,Greige,Ready-to-Wear,Men,Outerwear,Blazers,MV,Maison Voss,100,50,A800,MV SOHO New York,212.75,62.44,1,294.75,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-78955,Women Pouches Modern,GRG,Greige,Leather Goods,Women,Small Leather Goods,Pouches,MV,Maison Voss,100,20,A800,MV SOHO New York,2532.4,955.52,3,3371.74,2514.19,721.57,3,3371.74,4,3,1,4,3,0
MV-16175,Unisex Day Dresses Modern,NVY,Navy,Ready-to-Wear,Unisex,Dresses,Day Dresses,MV,Maison Voss,100,20,A800,MV SOHO New York,2500.13,734.69,8,3511.73,2058.94,683.7,6,2633.8,20,18,2,13,8,0
MV-26551,Women Mules Luxe,BLU,Bleu Marine,Footwear,Women,Heels,Mules,MV,Maison Voss,100,20,A800,MV SOHO New York,601.45,211.43,1,837.32,654.94,243.66,1,837.32,3,2,1,3,2,0
MV-67104,Men Sandals Essential,NOI,Noir,Footwear,Men,Heels,Sandals,MV,Maison Voss,100,20,A800,MV SOHO New York,365.69,110.3,1,450.58,336.12,88.21,1,450.58,3,2,1,2,1,0
MV-26299,Men High Top Luxe,ROG,Rouge,Footwear,Men,Sneakers,High Top,MVS,MV Signature,100,50,A800,MV SOHO New York,540.14,156.76,2,673.18,286.45,80.83,1,336.59,2,1,1,1,0,0
MV-69459,Women Rings Signature,NOI,Noir,Accessories,Women,Jewelry,Rings,MV,Maison Voss,100,20,A800,MV SOHO New York,321.52,119.45,1,460.91,346.51,111.34,1,460.91,0,0,0,0,0,0
MV-73736,Women Key Holders Relaxed,CHP,Champagne,Leather Goods,Women,Small Leather Goods,Key Holders,MV,Maison Voss,100,30,A800,MV SOHO New York,12116.95,3576.1,15,16025.19,11495.3,3680.3,15,16025.19,49,38,11,47,33,0
MV-67939,Women Weekender Classic,TAN,Tan,Leather Goods,Women,Luggage,Weekender,MV,Maison Voss,100,20,A800,MV SOHO New York,6224.26,2112.58,9,8837.52,4981.29,1563.88,7,6873.62,28,20,8,24,22,0
MV-84177,Men Leather Belts Classic,SBL,Sable,Leather Goods,Men,Belts,Leather Belts,MV,Maison Voss,100,20,A800,MV SOHO New York,1773.32,480.97,6,2279.83,1437.95,497.28,5,1899.86,11,8,3,9,6,0
MV-55830,Women Jeans Heritage,BLU,Bleu Marine,Ready-to-Wear,Women,Bottoms,Jeans,MV,Maison Voss,100,20,A800,MV SOHO New York,6800.98,2170.55,12,9418.66,7763.6,2212.21,13,10203.55,13,8,5,12,7,0
