plm_style_code,style_description,color_code,colorway_short_description,gmh_sector_text,gmh_gender_text,gmh_category_text,gmh_sub_category_text,gmh_sub_brand_code,gmh_sub_brand_text,company_code,distribution_channel_code,site_number,site_text,netslsamt_cy,netslscstmerch_cy,netslsqty_cy,netmsrpamt_cy,netslsamt_ly,netslscstmerch_ly,netslsqty_ly,netmsrpamt_ly,eohttlqty_cy,eohstrqty_cy,intranqty_cy,eohttlqty_ly,eohstrqty_ly,intranqty_ly
MV-30257,Women Weekender Relaxed,NVY,Navy,Leather Goods,Women,Luggage,Weekender,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,6517.99,2365.8,6,7691.28,5083.65,1684.67,5,6409.4,16,15,1,15,14,0
MV-18799,Women Jeans Modern,BRG,Bordeaux,Ready-to-Wear,Women,Bottoms,Jeans,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,2021.1,573.53,5,2505.22,2030.39,750.96,5,2505.22,10,6,4,12,8,0
MV-65444,Women Berets,GRG,Greige,Accessories,Women,Hats,Berets,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,9031.33,2551.03,17,11356.4,11518.08,3974.86,20,13360.48,42,29,13,55,44,0
MV-15958,Men Pumps Heritage,IVR,Ivoire,Footwear,Men,Heels,Pumps,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,67279.99,25013.58,121,86424.76,60914.32,19232.86,120,85710.51,314,202,112,255,193,0
MV-96761,Men Jackets Essential,NVY,Navy,Ready-to-Wear,Men,Outerwear,Jackets,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,2917.62,809.32,8,4070.24,3270.36,1129.31,8,4070.24,17,12,5,15,13,0
MV-59308,Men Knitwear Essential,VRT,Vert,Ready-to-Wear,Men,Tops,Knitwear,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,27766.09,10293.52,74,36355.57,36296.09,9654.07,91,44707.53,73,62,11,100,71,0
MV-12665,Women Suit Trousers Essential,NOI,Noir,Ready-to-Wear,Women,Suits,Suit Trousers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,2318.32,694.21,6,2978.2,2550.22,951.68,7,3474.57,17,10,7,18,16,0
MV-22097,Men Leather Belts Essential,NVY,Navy,Leather Goods,Men,Belts,Leather Belts,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,52800.55,14406.94,57,72314.68,55518.8,18101.79,58,73583.36,81,60,21,76,53,0
MV-99224,Men Day Dresses Relaxed,TAN,Tan,Ready-to-Wear,Men,Dresses,Day Dresses,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,14002.35,5063.29,25,16520.44,13834.73,4474.31,24,15859.63,15,9,6,17,12,0
MV-92203,Men Clutches,CHP,Champagne,Leather Goods,Men,Handbags,Clutches,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,43792.11,11178.48,91,55802.9,36455.61,10720.5,76,46604.62,322,290,32,241,213,0
MV-90209,Men Suit Sets Modern,CRM,Cognac,Ready-to-Wear,Men,Suits,Suit Sets,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,10442.51,2858.57,15,12503.64,7202.64,2590.17,11,9169.33,35,23,12,28,23,0
MV-41029,Women Ballet Flats Luxe,ARG,Argent,Footwear,Women,Flats,Ballet Flats,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,35800.85,12791.81,59,42932.32,23159.24,7394.88,42,30561.99,93,56,37,67,61,0
MV-98188,Women Knee High Heritage,ARG,Argent,Footwear,Women,Boots,Knee High,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,9280.85,2835.44,15,13345.97,7803.49,2233.98,12,10676.77,30,21,9,28,20,0
MV-51441,Women Jackets Modern,BLU,Bleu Marine,Ready-to-Wear,Women,Outerwear,Jackets,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,33394.4,11243.7,73,40312.5,28741.95,10476.04,58,32029.11,66,42,24,45,38,0
MV-69446,Unisex Evening Dresses Modern,ECR,Ecru,Ready-to-Wear,Unisex,Dresses,Evening Dresses,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,55266.14,16482.5,121,75469.57,69418.86,23494.41,142,88567.59,91,84,7,93,73,0
MV-32527,Women Mules Luxe,GRG,Greige,Footwear,Women,Heels,Mules,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,3605.4,1006.75,7,4927.98,4401.57,1107.49,8,5631.98,22,19,3,22,17,0
MV-49363,Unisex Cashmere Scarves,CRM,Cognac,Accessories,Unisex,Scarves,Cashmere Scarves,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,21819.56,6752.05,118,28619.29,25642.83,8664.67,144,34925.24,262,180,82,276,196,0
MV-79822,Unisex Fedoras Slim,CHP,Champagne,Accessories,Unisex,Hats,Fedoras,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,15707.58,4813.31,52,19473.53,12845.52,4358.08,47,17601.08,159,148,11,159,135,0
MV-67905,Women High Top Luxe,RSE,Rose Poudre,Footwear,Women,Sneakers,High Top,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,1954.68,719.76,7,2671.09,1828.52,541.65,7,2671.09,23,18,5,27,21,0
MV-60181,Women Jackets Classic,IVR,Ivoire,Ready-to-Wear,Women,Outerwear,Jackets,MVS,MV Signature,200,70,J347,MV Flagship Tokyo,16645.44,5032.92,32,23050.67,16637.09,5783.72,33,23771.0,78,47,31,78,53,0
MV-54185,Men Trousers Heritage,NOI,Noir,Ready-to-Wear,Men,Bottoms,Trousers,MVS,MV Signature,200,70,J347,MV Flagship Tokyo,6218.78,1873.68,10,8469.86,4042.54,1191.47,7,5928.9,30,22,8,26,21,0
MV-65851,Women Midi Dresses Slim,GRG,Greige,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,17771.03,6709.52,70,23959.94,24620.42,8131.57,90,30805.64,101,93,8,114,105,0
MV-92478,Women Blazers Classic,CHP,Champagne,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,25927.25,8152.64,83,36524.9,20087.91,5991.7,70,30804.14,329,293,36,310,268,0
MV-60181,Women Jackets Classic,ARG,Argent,Ready-to-Wear,Women,Outerwear,Jackets,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,2705.21,697.08,6,3751.56,2342.64,765.19,5,3126.3,18,13,5,18,14,0
MV-30730,Men High Top Luxe,ARG,Argent,Footwear,Men,Sneakers,High Top,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,25578.74,7881.05,41,30815.45,28482.91,7602.23,51,38331.42,155,133,22,207,175,0
MV-60432,Women Suit Sets Essential,ARG,Argent,Ready-to-Wear,Women,Suits,Suit Sets,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,33705.31,10970.87,98,45161.38,27052.88,7920.8,79,36405.6,208,133,75,198,133,0
MV-74866,Women Wool Scarves Luxe,TRP,Taupe,Accessories,Women,Scarves,Wool Scarves,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,37077.44,10870.85,161,45296.13,31081.32,10855.28,147,41357.34,546,371,175,503,382,0
MV-98501,Women Blouses Relaxed,TAN,Tan,Ready-to-Wear,Women,Tops,Blouses,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,8839.86,2373.25,42,11778.43,8395.43,2921.99,43,12058.87,42,40,2,46,39,0
MV-26551,Women Mules Luxe,NOI,Noir,Footwear,Women,Heels,Mules,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,82935.02,21475.86,176,102983.54,74992.83,23164.89,152,88940.33,623,514,109,452,297,0
MV-94675,Women Trousers Essential,BRG,Bordeaux,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,11630.83,3507.63,44,16210.43,10625.13,3223.96,42,15473.59,78,63,15,85,60,0
MV-82199,Men Shorts Classic,ECR,Ecru,Ready-to-Wear,Men,Bottoms,Shorts,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,20033.99,7025.96,29,27604.5,13481.15,3488.66,20,19037.59,30,23,7,20,14,0
MV-26683,Women Blazers Relaxed,CHP,Champagne,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,34592.88,11364.87,110,48320.32,43812.5,11672.51,125,54909.45,295,261,34,362,354,0
MV-96760,Women Blouses Signature,GRG,Greige,Ready-to-Wear,Women,Tops,Blouses,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,27187.61,7109.12,39,36262.42,34328.24,9640.72,50,46490.28,74,54,20,102,70,0
MV-49139,Men Wool Scarves Essential,RSE,Rose Poudre,Accessories,Men,Scarves,Wool Scarves,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,9421.94,2478.49,37,10962.96,9752.92,3486.14,39,11555.55,131,85,46,133,97,0
MV-26683,Women Blazers Relaxed,NOI,Noir,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,9673.65,2717.66,39,12115.49,11002.84,4136.99,43,13358.1,137,107,30,152,146,0
MV-36143,Unisex Weekender Heritage,IVR,Ivoire,Leather Goods,Unisex,Luggage,Weekender,MVS,MV Signature,200,70,J347,MV Flagship Tokyo,54514.05,14317.73,110,76986.63,62401.61,21597.8,120,83985.42,291,182,109,361,353,0
MV-30866,Women Loafers Modern,IVR,Ivoire,Footwear,Women,Flats,Loafers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,77017.97,22033.4,104,104237.01,54643.85,15026.36,77,77175.48,285,200,85,251,163,0
MV-31798,Women Shoulder Bags Essential,NVY,Navy,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,25303.44,6630.31,30,30707.01,22992.58,6023.75,26,26612.74,60,36,24,43,27,0
MV-25043,Men Loafers,ECR,Ecru,Footwear,Men,Flats,Loafers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,7915.48,2237.52,23,9757.53,5938.59,1493.0,19,8060.57,80,78,2,70,53,0
MV-26505,Men Leather Belts Relaxed,VRT,Vert,Leather Goods,Men,Belts,Leather Belts,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,13151.13,4780.17,39,15965.19,10620.37,2696.23,31,12690.28,45,31,14,34,27,0
MV-82512,Women Shorts Heritage,GRG,Greige,Ready-to-Wear,Women,Bottoms,Shorts,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,32394.65,11585.77,49,48079.75,46150.01,16087.45,61,59854.38,84,51,33,122,114,0
MV-33647,Men Coats Heritage,TAN,Tan,Ready-to-Wear,Men,Outerwear,Coats,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,5592.27,1450.49,15,7992.86,5900.63,1516.3,14,7460.0,58,52,6,57,53,0
MV-22833,Women Midi Dresses Classic,RSE,Rose Poudre,Ready-to-Wear,Women,Dresses,Midi Dresses,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,33293.54,9450.3,92,43868.45,32010.95,9672.64,88,41961.12,134,122,12,139,113,0
MV-16895,Women Leather Belts Slim,ECR,Ecru,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,200,70,J347,MV Flagship Tokyo,20335.67,7596.61,39,29643.95,14065.42,3641.77,28,21282.83,58,54,4,33,32,0
MV-38683,Men Tops Slim,NOI,Noir,Ready-to-Wear,Men,Tops,Tops,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,15941.84,4879.93,23,20461.22,11122.63,3570.33,18,16013.13,60,52,8,40,28,0
MV-86484,Men Blazers Essential,CHP,Champagne,Ready-to-Wear,Men,Suits,Blazers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,3533.4,1017.09,6,4777.34,2888.22,1058.45,5,3981.11,11,10,1,8,4,0
MV-15513,Unisex Shorts Heritage,ROG,Rouge,Ready-to-Wear,Unisex,Bottoms,Shorts,MVS,MV Signature,200,70,J347,MV Flagship Tokyo,5937.76,2020.39,16,7268.96,6477.71,1927.49,17,7723.27,16,11,5,15,13,0
MV-49576,Women Jackets Classic,CRM,Cognac,Ready-to-Wear,Women,Outerwear,Jackets,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,53061.99,14500.19,174,69913.83,63646.64,20816.73,210,84378.76,614,479,135,784,532,0
MV-99353,Women Tote Bags,NOI,Noir,Leather Goods,Women,Handbags,Tote Bags,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,22866.87,6681.18,21,31610.95,16460.3,5913.59,17,25589.82,67,64,3,47,45,0
MV-20682,Men Loafers Slim,BLU,Bleu Marine,Footwear,Men,Flats,Loafers,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,7142.71,2043.06,10,9778.1,5721.98,1520.25,8,7822.48,20,17,3,17,16,0
MV-79329,Men Suit Trousers Classic,ANT,Anthracite,Ready-to-Wear,Men,Suits,Suit Trousers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,21769.18,6474.5,36,30596.87,23246.28,8313.77,38,32296.7,35,25,10,40,36,0
MV-79942,Men Blazers Essential,ROG,Rouge,Ready-to-Wear,Men,Outerwear,Blazers,MVS,MV Signature,200,70,J347,MV Flagship Tokyo,9875.14,3370.36,21,12703.71,10531.21,3623.32,23,13913.59,10,8,2,11,7,0
MV-78146,Men Day Dresses,NOI,Noir,Ready-to-Wear,Men,Dresses,Day Dresses,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,497.46,161.38,2,636.47,220.96,68.41,1,318.23,4,3,1,3,2,0
MV-64377,Women Trousers Essential,ANT,Anthracite,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,10397.22,3569.13,22,15290.5,10119.27,3378.21,20,13900.46,54,43,11,43,35,0
MV-52487,Men Mini Bags Luxe,RSE,Rose Poudre,Leather Goods,Men,Handbags,Mini Bags,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,49269.93,17279.17,46,61528.05,40653.57,11318.41,41,54840.22,34,28,6,28,20,0
MV-32527,Women Mules Luxe,ECR,Ecru,Footwear,Women,Heels,Mules,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,21855.58,7281.89,47,27269.46,23609.06,6428.43,46,26689.26,106,104,2,107,97,0
MV-70258,Men Platform Slim,ROG,Rouge,Footwear,Men,Sneakers,Platform,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,11332.33,3950.94,25,15650.62,11839.72,3078.11,26,16276.64,69,44,25,71,46,0
MV-99353,Women Tote Bags,VRT,Vert,Leather Goods,Women,Handbags,Tote Bags,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,30229.48,7949.46,34,38859.97,29151.99,9068.38,30,34288.21,38,36,2,40,39,0
MV-54725,Women Suit Trousers Classic,CRM,Cognac,Ready-to-Wear,Women,Suits,Suit Trousers,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,59823.67,15347.72,197,83086.69,41128.6,11576.45,139,58624.62,336,240,96,282,270,0
MV-98188,Women Knee High Heritage,ROG,Rouge,Footwear,Women,Boots,Knee High,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,22765.26,5825.82,27,31443.23,24654.28,7689.38,29,33772.36,19,13,6,23,20,0
MV-68878,Men Carry-On Heritage,CRM,Creme,Leather Goods,Men,Luggage,Carry-On,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,8689.88,3196.57,17,11660.78,6850.33,2161.09,13,8917.07,53,37,16,46,39,0
MV-90356,Women Loafers Signature,SBL,Sable,Footwear,Women,Flats,Loafers,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,12037.3,3666.05,16,17256.79,9123.99,2990.43,13,14021.14,36,21,15,33,28,0
MV-82512,Women Shorts Heritage,TAN,Tan,Ready-to-Wear,Women,Bottoms,Shorts,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,7167.79,2421.31,35,9231.0,9859.83,3612.52,44,11604.69,47,45,2,63,50,0
MV-78494,Men Suit Sets Essential,TRP,Taupe,Ready-to-Wear,Men,Suits,Suit Sets,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,26952.21,8097.11,83,34525.41,33577.49,8985.65,98,40764.94,128,107,21,137,126,0
MV-83975,Unisex Baseball Caps Classic,CHP,Champagne,Accessories,Unisex,Hats,Baseball Caps,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,6182.05,2067.7,13,7871.02,5385.55,1716.77,12,7265.56,18,12,6,16,12,0
MV-49472,Men Square Frames Modern,NVY,Navy,Accessories,Men,Sunglasses,Square Frames,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,14527.25,3720.6,72,17894.17,15200.13,5469.72,74,18391.23,59,54,5,54,34,0
MV-17331,Women Key Holders Relaxed,CRM,Creme,Leather Goods,Women,Small Leather Goods,Key Holders,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,1060.68,319.34,1,1294.03,1131.7,293.34,1,1294.03,2,1,1,2,1,0
MV-72722,Women Midi Dresses Slim,TAN,Tan,Ready-to-Wear,Women,Dresses,Midi Dresses,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,7807.45,2413.31,31,9329.77,5757.31,1857.08,25,7524.01,41,33,8,30,24,0
MV-44959,Women Blazers Modern,IVR,Ivoire,Ready-to-Wear,Women,Outerwear,Blazers,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,37646.3,12967.88,87,55363.79,49503.7,15508.26,112,71272.93,177,125,52,208,135,0
MV-82135,Women Trousers Slim,ROG,Rouge,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,11684.37,4439.03,24,14463.56,10106.85,3719.35,21,12655.62,88,87,1,90,63,0
MV-84531,Women Check-In Classic,NOI,Noir,Leather Goods,Women,Luggage,Check-In,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,47148.24,11843.93,48,57995.91,48108.34,17169.32,47,56787.66,131,96,35,123,122,0
MV-59834,Women Skirts,ANT,Anthracite,Ready-to-Wear,Women,Bottoms,Skirts,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,4747.48,1456.75,13,6551.11,5396.69,1416.34,15,7558.98,10,6,4,9,7,0
MV-76039,Women Boots Relaxed,BLU,Bleu Marine,Footwear,Women,Heels,Boots,MVS,MV Signature,200,70,J347,MV Flagship Tokyo,31614.02,8429.71,79,40550.08,29392.57,11030.25,76,39010.21,150,147,3,164,137,0
MV-31581,Men Key Holders Slim,TAN,Tan,Leather Goods,Men,Small Leather Goods,Key Holders,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,1222.89,355.73,3,1492.89,1254.88,337.47,3,1492.89,10,8,2,8,5,0
MV-38760,Unisex Rings Heritage,ROG,Rouge,Accessories,Unisex,Jewelry,Rings,MV,Maison Voss,200,30,J347,MV Flagship Tokyo,42756.95,16035.38,112,54079.82,38303.55,13547.05,92,44422.71,222,166,56,204,181,0
MV-58434,Women Shoulder Bags Heritage,ARG,Argent,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,10466.54,3092.15,12,12589.81,9768.7,3167.6,11,11540.65,46,27,19,48,43,0
MV-12671,Men Ballet Flats Slim,RSE,Rose Poudre,Footwear,Men,Flats,Ballet Flats,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,46273.82,11599.63,121,55451.93,50590.49,12819.68,136,62326.14,348,274,74,459,343,0
MV-44687,Men Card Holders Modern,ARG,Argent,Leather Goods,Men,Small Leather Goods,Card Holders,MVS,MV Signature,200,50,J347,MV Flagship Tokyo,22284.87,7943.79,25,30716.16,27249.0,10088.4,30,36859.39,84,72,12,108,72,0
MV-98815,Men Check-In,BRG,Bordeaux,Leather Goods,Men,Luggage,Check-In,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,51539.02,13243.29,75,67957.13,45116.8,11786.85,64,57990.09,236,223,13,232,144,0
MV-27486,Women Mules Classic,RSE,Rose Poudre,Footwear,Women,Heels,Mules,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,14923.29,4442.11,22,18244.18,12679.57,4577.55,17,14097.77,40,32,8,25,15,0
MV-49363,Unisex Cashmere Scarves,CRM,Cognac,Accessories,Unisex,Scarves,Cashmere Scarves,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,33786.09,11983.76,138,47104.57,36374.94,12519.98,145,49493.94,126,84,42,142,114,0
MV-99381,Women Fedoras Signature,BLU,Bleu Marine,Accessories,Women,Hats,Fedoras,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,3614.62,1012.92,7,4847.75,3646.02,1135.19,8,5540.28,23,18,5,27,20,0
MV-41358,Men Chelsea Boots Heritage,CHP,Champagne,Footwear,Men,Boots,Chelsea Boots,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,8902.03,2507.08,11,10798.28,7294.44,2067.9,9,8834.96,27,21,6,25,18,0
MV-83975,Unisex Baseball Caps Classic,CAM,Camel,Accessories,Unisex,Hats,Baseball Caps,MVS,MV Signature,200,20,J347,MV Flagship Tokyo,8137.79,2776.97,39,11855.88,9518.77,3597.92,44,13375.87,44,40,4,41,37,0
MV-16895,Women Leather Belts Slim,GRG,Greige,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,200,50,J347,MV Flagship Tokyo,4879.98,1341.57,5,6685.91,4603.69,1209.05,5,6685.91,12,9,3,16,11,0
MV-68838,Men Suit Trousers Signature,GRG,Greige,Ready-to-Wear,Men,Suits,Suit Trousers,MV,Maison Voss,200,20,J347,MV Flagship Tokyo,3813.07,1290.13,12,5685.1,3949.73,1317.77,12,5685.1,17,12,5,17,12,0
MV-44664,Women Shoulder Bags Modern,VRT,Vert,Leather Goods,Women,Handbags,Shoulder Bags,MVS,MV Signature,200,30,J347,MV Flagship Tokyo,193922.48,69122.87,168,228732.46,223079.15,73305.38,217,295446.09,236,210,26,295,224,0
