plm_style_code,style_description,color_code,colorway_short_description,gmh_sector_text,gmh_gender_text,gmh_category_text,gmh_sub_category_text,gmh_sub_brand_code,gmh_sub_brand_text,company_code,distribution_channel_code,site_number,site_text,netslsamt_cy,netslscstmerch_cy,netslsqty_cy,netmsrpamt_cy,netslsamt_ly,netslscstmerch_ly,netslsqty_ly,netmsrpamt_ly,eohttlqty_cy,eohstrqty_cy,intranqty_cy,eohttlqty_ly,eohstrqty_ly,intranqty_ly
MV-26299,Men High Top Luxe,VRT,Vert,Footwear,Men,Sneakers,High Top,MVS,MV Signature,100,50,A800,MV SOHO New York,46475.15,17509.84,99,64543.84,57455.94,19762.82,125,81494.75,170,146,24,252,152,0
MV-39389,Women Mules Modern,CRM,Creme,Footwear,Women,Heels,Mules,MVS,MV Signature,100,50,A800,MV SOHO New York,119759.58,30461.16,221,152716.08,145635.76,37113.31,266,183812.12,324,300,24,360,310,0
MV-19869,Women Wool Scarves Slim,CAM,Camel,Accessories,Women,Scarves,Wool Scarves,MVS,MV Signature,100,50,A800,MV SOHO New York,44043.94,14895.22,92,56317.83,32835.44,8914.95,70,42850.53,151,105,46,118,77,0
MV-59834,Women Skirts,TRP,Taupe,Ready-to-Wear,Women,Bottoms,Skirts,MVS,MV Signature,100,20,A800,MV SOHO New York,99101.71,34818.86,300,116077.07,78779.56,29705.84,237,91700.89,719,449,270,664,413,0
MV-42541,Women Blazers Slim,VRT,Vert,Ready-to-Wear,Women,Suits,Blazers,MVS,MV Signature,100,50,A800,MV SOHO New York,28377.65,7502.73,118,35099.63,23727.41,8661.14,100,29745.45,186,183,3,136,122,0
MV-84341,Men Sandals Signature,CRM,Creme,Footwear,Men,Heels,Sandals,MV,Maison Voss,100,30,A800,MV SOHO New York,10839.06,2895.36,16,15252.14,8488.73,2550.36,12,11439.1,52,51,1,41,33,0
MV-52415,Men Jeans Relaxed,CRM,Creme,Ready-to-Wear,Men,Bottoms,Jeans,MV,Maison Voss,100,20,A800,MV SOHO New York,75488.07,23334.75,349,101978.68,56876.65,20323.56,290,84738.73,586,438,148,582,500,0
MV-49472,Men Square Frames Modern,BLU,Bleu Marine,Accessories,Men,Sunglasses,Square Frames,MV,Maison Voss,100,20,A800,MV SOHO New York,30109.32,7916.56,76,42304.69,40097.92,11279.94,98,54550.79,112,107,5,125,100,0
MV-49251,Men Slides Classic,ANT,Anthracite,Footwear,Men,Flats,Slides,MV,Maison Voss,100,20,A800,MV SOHO New York,74609.58,25736.61,129,90459.46,105398.41,37019.19,166,116405.2,70,62,8,85,71,0
MV-89507,Women Blazers Essential,RSE,Rose Poudre,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,100,20,A800,MV SOHO New York,127065.86,39890.9,263,172318.71,120086.97,31360.95,220,144144.93,775,617,158,641,629,0
MV-84341,Men Sandals Signature,GRG,Greige,Footwear,Men,Heels,Sandals,MV,Maison Voss,100,70,A800,MV SOHO New York,68847.68,21334.11,92,85136.96,47199.75,17133.5,68,62927.32,209,195,14,179,134,0
MV-52487,Men Mini Bags Luxe,ECR,Ecru,Leather Goods,Men,Handbags,Mini Bags,MV,Maison Voss,100,20,A800,MV SOHO New York,6896.44,1953.61,13,9010.63,8812.51,2921.34,16,11090.0,12,7,5,13,10,0
MV-17331,Women Key Holders Relaxed,CAM,Camel,Leather Goods,Women,Small Leather Goods,Key Holders,MVS,MV Signature,100,20,A800,MV SOHO New York,75503.99,20467.13,106,107373.13,74853.25,27384.74,116,117502.67,281,240,41,304,203,0
MV-97782,Women Leather Belts Signature,ECR,Ecru,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,100,50,A800,MV SOHO New York,509487.66,183074.79,659,673950.48,469691.25,148911.02,565,577817.94,586,583,3,423,315,0
MV-99173,Women Card Holders Modern,IVR,Ivoire,Leather Goods,Women,Small Leather Goods,Card Holders,MV,Maison Voss,100,20,A800,MV SOHO New York,132234.93,36833.87,234,166710.55,107900.11,27188.35,172,122539.38,209,130,79,149,139,0
MV-94058,Women Chain Belts,BRG,Bordeaux,Leather Goods,Women,Belts,Chain Belts,MVS,MV Signature,100,20,A800,MV SOHO New York,127743.16,46025.52,253,167520.0,111498.39,32742.19,253,167520.0,930,609,321,794,628,0
MV-69459,Women Rings Signature,ANT,Anthracite,Accessories,Women,Jewelry,Rings,MV,Maison Voss,100,20,A800,MV SOHO New York,105376.41,39153.04,228,136844.65,117009.37,36447.74,260,156050.91,579,571,8,778,683,0
MV-68878,Men Carry-On Heritage,TRP,Taupe,Leather Goods,Men,Luggage,Carry-On,MVS,MV Signature,100,20,A800,MV SOHO New York,36404.96,13143.15,50,51845.59,32477.48,11036.8,44,45624.11,162,137,25,136,90,0
MV-71669,Men Silk Scarves,CHP,Champagne,Accessories,Men,Scarves,Silk Scarves,MV,Maison Voss,100,50,A800,MV SOHO New York,31798.95,11714.6,123,40829.03,30094.82,9933.53,123,40829.03,183,132,51,195,177,0
MV-67104,Men Sandals Essential,BRG,Bordeaux,Footwear,Men,Heels,Sandals,MV,Maison Voss,100,20,A800,MV SOHO New York,89158.9,33567.87,316,106663.2,110593.19,38175.54,381,128603.42,315,309,6,360,298,0
MV-38047,Women Round Frames Relaxed,BLU,Bleu Marine,Accessories,Women,Sunglasses,Round Frames,MVS,MV Signature,100,20,A800,MV SOHO New York,11157.33,3097.11,24,14369.91,12582.59,3810.22,27,16166.14,94,59,35,130,116,0
MV-65296,Women Ankle Boots Slim,SBL,Sable,Footwear,Women,Boots,Ankle Boots,MV,Maison Voss,100,50,A800,MV SOHO New York,36606.04,11472.55,74,50572.25,45784.78,12112.85,92,62873.6,294,271,23,378,362,0
MV-49472,Men Square Frames Modern,GRG,Greige,Accessories,Men,Sunglasses,Square Frames,MV,Maison Voss,100,20,A800,MV SOHO New York,28289.37,8891.73,73,39999.28,23302.99,6801.11,56,30684.38,130,125,5,96,64,0
MV-23979,Women Check-In Relaxed,TAN,Tan,Leather Goods,Women,Luggage,Check-In,MV,Maison Voss,100,20,A800,MV SOHO New York,76893.49,26433.71,128,97255.71,94205.41,27049.1,154,117010.77,232,193,39,246,154,0
MV-16839,Unisex Key Holders Luxe,RSE,Rose Poudre,Leather Goods,Unisex,Small Leather Goods,Key Holders,MVS,MV Signature,100,20,A800,MV SOHO New York,664417.71,226023.36,896,840545.22,454008.33,150512.56,641,601327.55,659,652,7,536,434,0
MV-95918,Women Suit Sets Modern,TAN,Tan,Ready-to-Wear,Women,Suits,Suit Sets,MV,Maison Voss,100,20,A800,MV SOHO New York,3239.71,881.52,15,4362.11,3646.98,1057.22,17,4943.72,19,16,3,20,15,0
MV-23238,Women Knitwear Essential,CRM,Creme,Ready-to-Wear,Women,Tops,Knitwear,MV,Maison Voss,100,20,A800,MV SOHO New York,74285.54,23631.96,166,96921.82,89262.04,27039.73,215,125531.27,388,347,41,547,469,0
MV-64377,Women Trousers Essential,TAN,Tan,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,100,50,A800,MV SOHO New York,18565.28,6331.39,45,24963.35,16970.7,5263.73,43,23853.87,59,58,1,60,51,0
MV-52487,Men Mini Bags Luxe,ROG,Rouge,Leather Goods,Men,Handbags,Mini Bags,MV,Maison Voss,100,50,A800,MV SOHO New York,798705.06,284762.98,804,996554.33,738129.87,260447.8,763,945735.02,1182,1072,110,1181,870,0
MV-99353,Women Tote Bags,CHP,Champagne,Leather Goods,Women,Handbags,Tote Bags,MV,Maison Voss,100,30,A800,MV SOHO New York,22141.11,8106.9,27,25997.31,18912.67,6306.46,26,25034.45,92,78,14,85,83,0
MV-94058,Women Chain Belts,NOI,Noir,Leather Goods,Women,Belts,Chain Belts,MVS,MV Signature,100,70,A800,MV SOHO New York,39403.81,10732.47,117,50412.65,43646.89,12905.84,136,58599.32,130,111,19,156,128,0
MV-39102,Men Day Dresses Luxe,IVR,Ivoire,Ready-to-Wear,Men,Dresses,Day Dresses,MV,Maison Voss,100,20,A800,MV SOHO New York,76435.23,20724.33,305,90124.37,73867.36,26641.37,280,82737.12,264,207,57,255,189,0
MV-51704,Women Fedoras Luxe,ECR,Ecru,Accessories,Women,Hats,Fedoras,MV,Maison Voss,100,20,A800,MV SOHO New York,130680.85,40107.21,277,160784.13,94957.94,25646.15,219,127118.14,860,785,75,552,359,0
MV-96760,Women Blouses Signature,RSE,Rose Poudre,Ready-to-Wear,Women,Tops,Blouses,MV,Maison Voss,100,20,A800,MV SOHO New York,48443.07,13095.62,125,69380.17,44406.37,11457.78,117,64939.84,425,371,54,436,351,0
MV-87993,Women Fedoras Modern,ARG,Argent,Accessories,Women,Hats,Fedoras,MVS,MV Signature,100,20,A800,MV SOHO New York,33238.38,9340.68,97,48395.24,29401.81,7965.05,93,46399.56,88,72,16,81,75,0
MV-28191,Women Chelsea Boots Luxe,SBL,Sable,Footwear,Women,Boots,Chelsea Boots,MV,Maison Voss,100,20,A800,MV SOHO New York,38066.42,13938.64,115,48144.43,23516.75,7066.19,80,33491.77,310,269,41,240,176,0
MV-68493,Women Chain Belts Relaxed,BEG,Beige,Leather Goods,Women,Belts,Chain Belts,MV,Maison Voss,100,20,A800,MV SOHO New York,34042.95,8830.22,69,44964.74,31191.05,11469.31,57,37144.79,41,25,16,39,26,0
MV-51116,Unisex Tops Essential,BEG,Beige,Ready-to-Wear,Unisex,Tops,Tops,MV,Maison Voss,100,30,A800,MV SOHO New York,23134.79,6520.4,52,30706.12,18825.12,5162.7,45,26572.6,178,115,63,185,145,0
MV-37535,Men Shirts Relaxed,GRG,Greige,Ready-to-Wear,Men,Tops,Shirts,MVS,MV Signature,100,30,A800,MV SOHO New York,61882.03,18933.01,150,87327.3,74525.58,20901.91,185,107703.67,573,499,74,625,599,0
MV-42087,Men Slides Slim,BRG,Bordeaux,Footwear,Men,Flats,Slides,MV,Maison Voss,100,20,A800,MV SOHO New York,52024.37,16086.24,71,72071.54,37544.62,10207.95,58,58875.34,71,55,16,61,59,0
MV-91830,Women Bracelets,ECR,Ecru,Accessories,Women,Jewelry,Bracelets,MV,Maison Voss,100,70,A800,MV SOHO New York,31435.86,9483.44,77,44409.53,31941.4,8326.02,76,43832.79,247,245,2,263,207,0
MV-49363,Unisex Cashmere Scarves,ROG,Rouge,Accessories,Unisex,Scarves,Cashmere Scarves,MVS,MV Signature,100,20,A800,MV SOHO New York,59928.42,21265.67,243,83124.53,70565.88,17944.99,297,101596.65,419,366,53,529,517,0
MV-60052,Unisex Evening Dresses,ROG,Rouge,Ready-to-Wear,Unisex,Dresses,Evening Dresses,MVS,MV Signature,100,20,A800,MV SOHO New York,505514.8,145208.14,788,627783.71,379794.79,120834.1,651,518638.57,476,409,67,413,291,0
MV-82199,Men Shorts Classic,BEG,Beige,Ready-to-Wear,Men,Bottoms,Shorts,MVS,MV Signature,100,50,A800,MV SOHO New York,82451.68,28254.38,210,100638.04,62199.92,18930.9,151,72363.54,396,355,41,265,191,0
MV-99353,Women Tote Bags,CHP,Champagne,Leather Goods,Women,Handbags,Tote Bags,MV,Maison Voss,100,30,A800,MV SOHO New York,7717.36,2228.14,18,10792.09,8153.97,2442.23,17,10192.53,55,46,9,59,36,0
MV-38760,Unisex Rings Heritage,ANT,Anthracite,Accessories,Unisex,Jewelry,Rings,MV,Maison Voss,100,50,A800,MV SOHO New York,3287.3,1099.26,17,4096.86,3686.98,1097.53,18,4337.85,25,20,5,21,19,0
MV-20745,Unisex Mini Bags Essential,VRT,Vert,Leather Goods,Unisex,Handbags,Mini Bags,MVS,MV Signature,100,20,A800,MV SOHO New York,673439.18,197263.39,689,839728.97,797159.42,220594.76,755,920167.45,1341,1248,93,1274,1248,0
MV-30730,Men High Top Luxe,BRG,Bordeaux,Footwear,Men,Sneakers,High Top,MV,Maison Voss,100,70,A800,MV SOHO New York,31910.9,8017.59,80,41612.21,37573.57,12017.83,93,48374.19,291,216,75,282,235,0
MV-44718,Women Day Dresses Slim,CRM,Creme,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,100,70,A800,MV SOHO New York,7752.96,2427.28,22,9713.98,6334.21,1642.25,18,7947.81,19,17,2,16,10,0
MV-15958,Men Pumps Heritage,TRP,Taupe,Footwear,Men,Heels,Pumps,MVS,MV Signature,100,30,A800,MV SOHO New York,66856.31,19244.72,208,87105.69,76633.17,20549.2,245,102600.45,210,199,11,257,249,0
MV-20682,Men Loafers Slim,BLU,Bleu Marine,Footwear,Men,Flats,Loafers,MVS,MV Signature,100,20,A800,MV SOHO New York,57243.89,14955.71,222,75195.95,72950.61,22080.54,260,88067.33,639,424,215,801,757,0
MV-49363,Unisex Cashmere Scarves,TRP,Taupe,Accessories,Unisex,Scarves,Cashmere Scarves,MVS,MV Signature,100,50,A800,MV SOHO New York,131183.14,41316.74,238,179228.37,161424.57,52100.0,289,217634.45,314,271,43,313,212,0
MV-37460,Men Jackets Heritage,VRT,Vert,Ready-to-Wear,Men,Outerwear,Jackets,MV,Maison Voss,100,20,A800,MV SOHO New York,20909.17,7542.92,70,28583.27,15554.54,4727.09,53,21641.62,134,114,20,83,81,0
MV-54657,Women Evening Dresses Slim,ANT,Anthracite,Ready-to-Wear,Women,Dresses,Evening Dresses,MV,Maison Voss,100,30,A800,MV SOHO New York,1129.07,428.87,3,1468.27,721.61,181.67,2,978.84,3,2,1,2,1,0
MV-65851,Women Midi Dresses Slim,NOI,Noir,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,100,30,A800,MV SOHO New York,362167.52,122661.77,764,442514.22,278897.05,77552.79,636,368375.71,1644,1282,362,1192,1109,0
MV-67905,Women High Top Luxe,BLU,Bleu Marine,Footwear,Women,Sneakers,High Top,MV,Maison Voss,100,30,A800,MV SOHO New York,39429.47,14337.52,65,52992.23,51158.85,14969.32,84,68482.27,68,63,5,96,62,0
MV-44687,Men Card Holders Modern,BLU,Bleu Marine,Leather Goods,Men,Small Leather Goods,Card Holders,MVS,MV Signature,100,50,A800,MV SOHO New York,238093.5,63897.2,256,329398.84,261496.1,75891.08,291,374433.84,736,492,244,977,619,0
MV-14877,Women Necklaces Heritage,SBL,Sable,Accessories,Women,Jewelry,Necklaces,MV,Maison Voss,100,50,A800,MV SOHO New York,120979.89,38127.23,279,149595.96,138845.71,45352.31,347,186056.62,633,569,64,820,676,0
MV-14705,Men Baseball Caps Modern,CRM,Creme,Accessories,Men,Hats,Baseball Caps,MVS,MV Signature,100,20,A800,MV SOHO New York,94260.74,33095.16,214,119303.94,117888.35,34518.92,242,134913.8,202,160,42,238,155,0
MV-13761,Women Evening Dresses Luxe,ANT,Anthracite,Ready-to-Wear,Women,Dresses,Evening Dresses,MVS,MV Signature,100,20,A800,MV SOHO New York,20315.84,5348.11,85,28878.99,25314.12,7366.37,95,32276.51,146,96,50,134,85,0
MV-40005,Men Silk Scarves Classic,SBL,Sable,Accessories,Men,Scarves,Silk Scarves,MVS,MV Signature,100,50,A800,MV SOHO New York,18465.31,4848.22,72,25166.14,17336.36,5922.11,74,25865.2,135,124,11,167,152,0
MV-57052,Men Day Dresses Signature,ARG,Argent,Ready-to-Wear,Men,Dresses,Day Dresses,MV,Maison Voss,100,20,A800,MV SOHO New York,79284.14,20916.04,207,109483.6,66283.51,18288.17,181,95732.04,411,380,31,289,258,0
MV-68529,Men Ankle Boots,ECR,Ecru,Footwear,Men,Boots,Ankle Boots,MVS,MV Signature,100,50,A800,MV SOHO New York,185912.15,69670.32,458,232455.15,188433.0,48717.59,478,242606.03,1319,1061,258,1219,1168,0
MV-11214,Men Coats Heritage,NOI,Noir,Ready-to-Wear,Men,Outerwear,Coats,MVS,MV Signature,100,20,A800,MV SOHO New York,177177.55,53498.75,668,248255.58,184745.59,68436.31,701,260519.7,2345,2134,211,2892,2235,0
MV-78494,Men Suit Sets Essential,ROG,Rouge,Ready-to-Wear,Men,Suits,Suit Sets,MVS,MV Signature,100,20,A800,MV SOHO New York,16426.22,5492.02,25,19236.33,15633.2,4641.29,23,17697.42,66,64,2,63,61,0
MV-59672,Women Shoulder Bags Classic,SBL,Sable,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,100,20,A800,MV SOHO New York,36882.82,11034.27,38,48489.42,30770.45,11626.53,35,44661.31,95,78,17,100,87,0
MV-59672,Women Shoulder Bags Classic,TAN,Tan,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,100,20,A800,MV SOHO New York,551810.18,159240.57,660,750475.9,485533.34,127921.68,540,614025.74,1295,999,296,898,706,0
MV-14877,Women Necklaces Heritage,RSE,Rose Poudre,Accessories,Women,Jewelry,Necklaces,MV,Maison Voss,100,50,A800,MV SOHO New York,83929.56,31533.86,304,107904.48,62955.91,16620.54,230,81638.26,914,764,150,688,680,0
MV-26551,Women Mules Luxe,NVY,Navy,Footwear,Women,Heels,Mules,MV,Maison Voss,100,50,A800,MV SOHO New York,352337.71,92846.06,489,496190.11,256199.14,74929.59,350,355146.3,297,199,98,249,203,0
MV-17592,Men Coats Relaxed,BEG,Beige,Ready-to-Wear,Men,Outerwear,Coats,MVS,MV Signature,100,20,A800,MV SOHO New York,21205.01,5872.63,51,27639.44,16623.97,6221.97,40,21677.99,41,28,13,34,30,0
MV-21542,Women Clutches Signature,TAN,Tan,Leather Goods,Women,Handbags,Clutches,MVS,MV Signature,100,70,A800,MV SOHO New York,69598.85,17983.37,201,89609.13,52408.42,19915.16,150,66872.49,262,241,21,215,151,0
MV-91830,Women Bracelets,NVY,Navy,Accessories,Women,Jewelry,Bracelets,MV,Maison Voss,100,50,A800,MV SOHO New York,159071.75,59310.18,275,215870.41,129176.92,35088.16,227,178191.21,428,339,89,341,282,0
MV-85914,Women Wallets,CAM,Camel,Leather Goods,Women,Small Leather Goods,Wallets,MV,Maison Voss,100,50,A800,MV SOHO New York,105805.89,38862.91,259,136545.81,110625.67,31319.45,265,139709.03,829,725,104,737,593,0
MV-20993,Men Wool Scarves Slim,TAN,Tan,Accessories,Men,Scarves,Wool Scarves,MV,Maison Voss,100,20,A800,MV SOHO New York,26101.85,8439.89,119,34314.05,24563.98,8198.78,124,35755.82,464,357,107,421,411,0
MV-47880,Women Shorts Relaxed,SBL,Sable,Ready-to-Wear,Women,Bottoms,Shorts,MV,Maison Voss,100,30,A800,MV SOHO New York,694.44,193.2,3,893.14,429.42,136.23,2,595.43,6,5,1,4,3,0
MV-98815,Men Check-In,IVR,Ivoire,Leather Goods,Men,Luggage,Check-In,MVS,MV Signature,100,20,A800,MV SOHO New York,71407.77,18036.1,199,103106.01,64585.0,22462.94,177,91707.35,652,607,45,553,349,0
MV-20682,Men Loafers Slim,ANT,Anthracite,Footwear,Men,Flats,Loafers,MVS,MV Signature,100,50,A800,MV SOHO New York,34602.17,12269.81,66,43590.16,42046.41,11463.13,76,50194.73,137,111,26,174,125,0
MV-59009,Women Earrings Slim,NOI,Noir,Accessories,Women,Jewelry,Earrings,MVS,MV Signature,100,50,A800,MV SOHO New York,46200.25,12395.77,136,63729.8,35290.29,9064.0,106,49671.75,110,84,26,90,56,0
MV-44959,Women Blazers Modern,GRG,Greige,Ready-to-Wear,Women,Outerwear,Blazers,MVS,MV Signature,100,30,A800,MV SOHO New York,447446.71,166307.3,720,601550.06,580179.87,174092.53,886,740240.77,1009,994,15,1000,911,0
MV-96870,Women Day Dresses Relaxed,GRG,Greige,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,100,30,A800,MV SOHO New York,28113.16,8220.47,116,37722.3,27030.01,6761.76,98,31868.84,216,138,78,154,135,0
MV-59672,Women Shoulder Bags Classic,BEG,Beige,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,100,50,A800,MV SOHO New York,436907.93,130732.8,417,534060.33,325187.84,95513.84,348,445690.64,713,547,166,617,384,0
MV-11214,Men Coats Heritage,TAN,Tan,Ready-to-Wear,Men,Outerwear,Coats,MVS,MV Signature,100,20,A800,MV SOHO New York,11637.96,3527.8,47,16490.16,12932.62,4462.55,54,18946.14,59,43,16,63,50,0
MV-85914,Women Wallets,ROG,Rouge,Leather Goods,Women,Small Leather Goods,Wallets,MV,Maison Voss,100,20,A800,MV SOHO New York,101454.96,28215.05,254,121119.82,102887.2,36729.35,271,129226.26,401,390,11,435,379,0
MV-89507,Women Blazers Essential,TRP,Taupe,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,100,30,A800,MV SOHO New York,200589.1,59586.28,860,272041.12,234870.04,87149.1,1057,334357.51,2547,2198,349,2690,1973,0
MV-71474,Men Loafers Relaxed,RSE,Rose Poudre,Footwear,Men,Flats,Loafers,MV,Maison Voss,100,20,A800,MV SOHO New York,15157.26,4698.59,24,18927.08,12770.85,3385.09,22,17349.82,79,59,20,65,55,0
MV-30257,Women Weekender Relaxed,SBL,Sable,Leather Goods,Women,Luggage,Weekender,MV,Maison Voss,100,50,A800,MV SOHO New York,558.28,187.87,1,706.43,0.0,0.0,0,0.0,1,0,1,0,0,0
MV-59015,Unisex Baseball Caps Relaxed,ARG,Argent,Accessories,Unisex,Hats,Baseball Caps,MV,Maison Voss,100,20,A800,MV SOHO New York,68836.31,20119.84,129,91185.93,76664.32,25423.68,146,103202.68,119,99,20,146,132,0
MV-96341,Women Card Holders Signature,TAN,Tan,Leather Goods,Women,Small Leather Goods,Card Holders,MVS,MV Signature,100,70,A800,MV SOHO New York,7649.21,2266.53,22,11158.69,9248.89,2684.98,24,12173.11,78,74,4,90,70,0
MV-64377,Women Trousers Essential,IVR,Ivoire,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,100,20,A800,MV SOHO New York,199248.27,50397.2,314,266650.17,229660.61,80643.58,399,338832.54,331,287,44,418,366,0
MV-12665,Women Suit Trousers Essential,NOI,Noir,Ready-to-Wear,Women,Suits,Suit Trousers,MV,Maison Voss,100,20,A800,MV SOHO New York,176584.27,45293.68,560,225230.36,168657.97,52091.87,519,208740.28,2170,2067,103,2070,1745,0
MV-96761,Men Jackets Essential,ECR,Ecru,Ready-to-Wear,Men,Outerwear,Jackets,MVS,MV Signature,100,20,A800,MV SOHO New York,65815.57,24720.78,129,87210.75,63499.68,16687.68,120,81126.28,448,272,176,364,334,0
MV-49139,Men Wool Scarves Essential,BLU,Bleu Marine,Accessories,Men,Scarves,Wool Scarves,MV,Maison Voss,100,20,A800,MV SOHO New York,34828.41,8990.28,68,43683.18,42070.8,10790.46,77,49464.78,70,46,24,65,42,0
MV-17331,Women Key Holders Relaxed,ECR,Ecru,Leather Goods,Women,Small Leather Goods,Key Holders,MVS,MV Signature,100,20,A800,MV SOHO New York,110322.75,28498.93,129,148175.65,74119.97,25622.61,90,103378.36,201,141,60,151,141,0
MV-65296,Women Ankle Boots Slim,BRG,Bordeaux,Footwear,Women,Boots,Ankle Boots,MV,Maison Voss,100,30,A800,MV SOHO New York,70200.94,19264.02,293,93843.3,66952.36,22117.33,270,86476.76,405,398,7,372,294,0
MV-54589,Women Carry-On Slim,TAN,Tan,Leather Goods,Women,Luggage,Carry-On,MV,Maison Voss,100,20,A800,MV SOHO New York,2036.94,727.26,2,2619.4,967.86,272.87,1,1309.7,7,5,2,5,3,0
MV-11214,Men Coats Heritage,ARG,Argent,Ready-to-Wear,Men,Outerwear,Coats,MVS,MV Signature,100,20,A800,MV SOHO New York,94581.62,30520.54,202,113792.77,111806.98,32233.56,227,127876.03,248,160,88,312,237,0
MV-46421,Women Knee High Slim,RSE,Rose Poudre,Footwear,Women,Boots,Knee High,MVS,MV Signature,100,50,A800,MV SOHO New York,140566.11,39583.59,216,199624.39,107924.32,40946.1,156,144173.17,809,523,286,582,461,0
MV-64377,Women Trousers Essential,VRT,Vert,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,100,20,A800,MV SOHO New York,127141.76,44315.8,231,169733.53,142535.21,51092.15,291,213820.16,856,551,305,1174,775,0
MV-96760,Women Blouses Signature,GRG,Greige,Ready-to-Wear,Women,Tops,Blouses,MV,Maison Voss,100,30,A800,MV SOHO New York,26720.05,7334.27,63,34337.72,25506.15,6923.52,58,31612.5,79,64,15,69,68,0
