plm_style_code,style_description,color_code,colorway_short_description,gmh_sector_text,gmh_gender_text,gmh_category_text,gmh_sub_category_text,gmh_sub_brand_code,gmh_sub_brand_text,company_code,distribution_channel_code,site_number,site_text,netslsamt_cy,netslscstmerch_cy,netslsqty_cy,netmsrpamt_cy,netslsamt_ly,netslscstmerch_ly,netslsqty_ly,netmsrpamt_ly,eohttlqty_cy,eohstrqty_cy,intranqty_cy,eohttlqty_ly,eohstrqty_ly,intranqty_ly
MV-24530,Women Day Dresses Luxe,VRT,Vert,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,5642.3,1993.24,10,7221.14,4230.33,1114.31,7,5054.8,11,7,4,7,6,0
MV-90031,Women Loafers Heritage,CRM,Cognac,Footwear,Women,Flats,Loafers,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,1519.84,559.51,3,1905.67,1532.57,479.97,3,1905.67,8,4,4,9,6,0
MV-49251,Men Slides Classic,SBL,Sable,Footwear,Men,Flats,Slides,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,3865.11,1059.21,5,5561.46,3669.26,1157.57,5,5561.46,16,13,3,18,17,0
MV-95918,Women Suit Sets Modern,TAN,Tan,Ready-to-Wear,Women,Suits,Suit Sets,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,569.21,209.45,1,710.25,0.0,0.0,0,0.0,0,0,0,0,0,0
MV-73532,Women Midi Dresses Modern,SBL,Sable,Ready-to-Wear,Women,Dresses,Midi Dresses,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,3938.07,1466.42,6,5367.9,2600.55,927.89,4,3578.6,17,14,3,14,12,0
MV-93746,Women Blazers Essential,ARG,Argent,Ready-to-Wear,Women,Suits,Blazers,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,1995.24,752.72,8,2730.8,1218.57,452.91,5,1706.75,6,5,1,5,4,0
MV-80143,Men Knitwear Classic,TAN,Tan,Ready-to-Wear,Men,Tops,Knitwear,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,1711.73,639.33,3,2404.76,1889.95,512.91,3,2404.76,6,5,1,8,5,0
MV-47196,Women Wallets,ROG,Rouge,Leather Goods,Women,Small Leather Goods,Wallets,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,1623.51,416.58,5,2023.8,1446.63,501.43,4,1619.04,6,3,3,5,3,0
MV-69829,Men Ballet Flats Slim,BRG,Bordeaux,Footwear,Men,Flats,Ballet Flats,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,1936.84,504.45,3,2674.99,1218.79,353.97,2,1783.33,5,4,1,3,1,0
MV-44959,Women Blazers Modern,BLU,Bleu Marine,Ready-to-Wear,Women,Outerwear,Blazers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,4566.0,1566.83,12,6090.29,3403.06,1045.02,9,4567.72,22,16,6,13,12,0
MV-15014,Women Bracelets Modern,CRM,Creme,Accessories,Women,Jewelry,Bracelets,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,1414.74,452.49,3,1756.95,1280.74,384.77,3,1756.95,1,0,1,1,0,0
MV-88222,Men Suit Trousers Heritage,NVY,Navy,Ready-to-Wear,Men,Suits,Suit Trousers,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,2196.9,630.29,10,3039.96,2163.32,769.46,9,2735.97,30,28,2,25,17,0
MV-65255,Women Evening Dresses Heritage,CAM,Camel,Ready-to-Wear,Women,Dresses,Evening Dresses,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,3475.33,1168.18,8,4446.06,1957.68,728.67,5,2778.79,23,18,5,16,13,0
MV-62196,Women Blazers,NVY,Navy,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,1333.94,500.78,2,1683.85,1396.13,470.94,2,1683.85,5,4,1,5,3,0
MV-64377,Women Trousers Essential,CHP,Champagne,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,579.9,160.46,1,750.29,0.0,0.0,0,0.0,1,0,1,1,0,0
MV-78146,Men Day Dresses,TRP,Taupe,Ready-to-Wear,Men,Dresses,Day Dresses,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,1119.1,301.61,2,1512.52,574.49,183.27,1,756.26,2,1,1,1,0,0
MV-85965,Men Fedoras Signature,CAM,Camel,Accessories,Men,Hats,Fedoras,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,2018.34,533.72,9,2577.64,1871.61,660.31,8,2291.23,23,20,3,18,13,0
MV-90209,Men Suit Sets Modern,BEG,Beige,Ready-to-Wear,Men,Suits,Suit Sets,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,584.8,165.35,1,775.33,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-20993,Men Wool Scarves Slim,ROG,Rouge,Accessories,Men,Scarves,Wool Scarves,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,784.07,226.54,4,974.96,548.9,156.53,3,731.22,6,5,1,5,4,0
MV-71474,Men Loafers Relaxed,NVY,Navy,Footwear,Men,Flats,Loafers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,3026.96,974.45,9,4094.33,3754.47,1258.22,11,5004.18,29,28,1,33,31,0
MV-84531,Women Check-In Classic,VRT,Vert,Leather Goods,Women,Luggage,Check-In,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,692.26,241.94,2,841.72,653.77,219.96,2,841.72,3,2,1,3,2,0
MV-70648,Women Tops,CHP,Champagne,Ready-to-Wear,Women,Tops,Tops,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,3351.69,871.55,5,4799.01,2530.74,809.11,4,3839.21,13,12,1,11,10,0
MV-92345,Women Leather Belts Modern,BEG,Beige,Leather Goods,Women,Belts,Leather Belts,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,730.59,246.19,1,935.9,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-74451,Unisex Weekender Modern,ECR,Ecru,Leather Goods,Unisex,Luggage,Weekender,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,862.86,223.56,1,1182.44,894.04,338.14,1,1182.44,2,1,1,2,1,0
MV-27486,Women Mules Classic,NVY,Navy,Footwear,Women,Heels,Mules,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,6169.08,1659.18,8,7978.1,5751.7,1917.72,7,6980.84,26,16,10,28,25,0
MV-85156,Women Chain Belts Essential,CAM,Camel,Leather Goods,Women,Belts,Chain Belts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,937.23,236.12,1,1270.25,0.0,0.0,0,0.0,2,1,1,2,1,0
MV-70931,Men Chain Belts Essential,SBL,Sable,Leather Goods,Men,Belts,Chain Belts,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,1115.01,335.71,1,1526.86,1007.59,318.71,1,1526.86,2,1,1,1,0,0
MV-76249,Men Clutches Luxe,VRT,Vert,Leather Goods,Men,Handbags,Clutches,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,9340.0,2614.83,10,12435.47,6057.53,1812.75,7,8704.83,30,22,8,21,13,0
MV-16839,Unisex Key Holders Luxe,ARG,Argent,Leather Goods,Unisex,Small Leather Goods,Key Holders,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,1899.29,629.89,2,2550.19,1744.23,619.75,2,2550.19,6,3,3,7,6,0
MV-82910,Men Shirts Signature,ECR,Ecru,Ready-to-Wear,Men,Tops,Shirts,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,8592.62,2965.48,19,11584.47,7389.83,2505.76,17,10365.05,28,24,4,26,19,0
MV-28191,Women Chelsea Boots Luxe,CHP,Champagne,Footwear,Women,Boots,Chelsea Boots,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,11465.77,3608.0,21,14706.71,7822.93,2311.86,15,10504.8,37,27,10,32,30,0
MV-65444,Women Berets,ANT,Anthracite,Accessories,Women,Hats,Berets,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,359.98,135.1,1,459.09,335.67,107.54,1,459.09,3,2,1,3,2,0
MV-60181,Women Jackets Classic,CAM,Camel,Ready-to-Wear,Women,Outerwear,Jackets,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,459.07,128.56,1,648.04,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-75308,Men Ballet Flats,TRP,Taupe,Footwear,Men,Flats,Ballet Flats,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,4381.1,1118.39,6,6200.63,4034.05,1444.25,5,5167.19,3,1,2,2,1,0
MV-43491,Women Earrings Heritage,CRM,Cognac,Accessories,Women,Jewelry,Earrings,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,619.39,199.23,3,790.37,650.88,245.13,3,790.37,1,0,1,1,0,0
MV-57920,Women Blazers Slim,BLU,Bleu Marine,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,421.52,154.86,1,580.17,0.0,0.0,0,0.0,2,1,1,2,1,0
MV-68838,Men Suit Trousers Signature,RSE,Rose Poudre,Ready-to-Wear,Men,Suits,Suit Trousers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,2807.7,946.6,6,3623.13,1899.73,609.89,4,2415.42,18,12,6,16,12,0
MV-84531,Women Check-In Classic,TRP,Taupe,Leather Goods,Women,Luggage,Check-In,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,1126.23,323.89,1,1301.27,1094.29,303.38,1,1301.27,3,2,1,3,2,0
MV-76237,Women Skirts Classic,ANT,Anthracite,Ready-to-Wear,Women,Bottoms,Skirts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,5929.02,2142.6,11,7810.95,5002.41,1279.62,9,6390.77,40,28,12,29,17,0
MV-23434,Women Card Holders,ANT,Anthracite,Leather Goods,Women,Small Leather Goods,Card Holders,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,984.66,259.21,1,1371.39,891.77,260.44,1,1371.39,2,1,1,2,1,0
MV-24530,Women Day Dresses Luxe,ARG,Argent,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,219.46,68.05,1,305.95,212.54,77.73,1,305.95,0,0,0,0,0,0
MV-99181,Women Blazers Modern,RSE,Rose Poudre,Ready-to-Wear,Women,Outerwear,Blazers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,593.44,198.47,1,717.13,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-79615,Women Midi Dresses Slim,NOI,Noir,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,3304.2,977.54,17,3996.52,3589.45,1226.26,20,4701.79,50,40,10,59,52,0
MV-56955,Women Ballet Flats Relaxed,BLU,Bleu Marine,Footwear,Women,Flats,Ballet Flats,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,3615.71,1247.94,6,5193.99,3709.83,1347.17,6,5193.99,15,9,6,20,15,0
MV-20543,Men Check-In Classic,CRM,Cognac,Leather Goods,Men,Luggage,Check-In,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,8254.05,2533.01,8,10655.65,11080.18,4107.69,10,13319.56,23,22,1,26,18,0
MV-73242,Men Chain Belts Luxe,CAM,Camel,Leather Goods,Men,Belts,Chain Belts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,1564.97,392.68,2,1881.39,1588.01,491.76,2,1881.39,1,0,1,1,0,0
MV-54589,Women Carry-On Slim,RSE,Rose Poudre,Leather Goods,Women,Luggage,Carry-On,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,2152.87,677.51,2,2888.31,1955.51,532.76,2,2888.31,4,2,2,4,3,0
MV-20328,Men Clutches,BEG,Beige,Leather Goods,Men,Handbags,Clutches,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,884.23,316.84,1,1260.13,0.0,0.0,0,0.0,0,0,0,0,0,0
MV-80282,Unisex Baseball Caps Signature,ECR,Ecru,Accessories,Unisex,Hats,Baseball Caps,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,979.89,305.15,3,1384.98,965.34,337.33,3,1384.98,4,3,1,3,2,0
MV-80807,Men Ballet Flats Heritage,ARG,Argent,Footwear,Men,Flats,Ballet Flats,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,2498.13,834.96,4,3422.28,2602.47,844.69,4,3422.28,3,2,1,3,2,0
MV-92345,Women Leather Belts Modern,CHP,Champagne,Leather Goods,Women,Belts,Leather Belts,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,1513.78,409.04,5,1867.02,1105.67,352.1,4,1493.62,3,2,1,2,1,0
MV-46655,Women Cat Eye Heritage,ECR,Ecru,Accessories,Women,Sunglasses,Cat Eye,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,205.8,78.03,1,282.26,204.85,64.02,1,282.26,3,1,2,4,3,0
MV-82199,Men Shorts Classic,TAN,Tan,Ready-to-Wear,Men,Bottoms,Shorts,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,5171.48,1440.77,16,6483.98,3253.46,1174.46,11,4457.74,31,19,12,18,11,0
MV-59391,Women Weekender Signature,ROG,Rouge,Leather Goods,Women,Luggage,Weekender,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,613.89,214.85,1,793.28,609.34,186.35,1,793.28,1,0,1,0,0,0
MV-89299,Men Bracelets Luxe,RSE,Rose Poudre,Accessories,Men,Jewelry,Bracelets,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,9024.07,3202.29,18,11358.7,8786.65,3031.86,17,10727.66,35,24,11,34,24,0
MV-51441,Women Jackets Modern,CHP,Champagne,Ready-to-Wear,Women,Outerwear,Jackets,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,299.11,81.93,1,385.89,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-96760,Women Blouses Signature,ARG,Argent,Ready-to-Wear,Women,Tops,Blouses,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,945.0,313.27,3,1311.48,598.0,211.92,2,874.32,11,10,1,10,9,0
MV-89299,Men Bracelets Luxe,RSE,Rose Poudre,Accessories,Men,Jewelry,Bracelets,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,1028.76,274.97,2,1202.24,1030.82,379.3,2,1202.24,2,1,1,2,1,0
MV-16839,Unisex Key Holders Luxe,BRG,Bordeaux,Leather Goods,Unisex,Small Leather Goods,Key Holders,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,2311.37,695.68,3,3208.12,1629.2,572.01,2,2138.75,4,2,2,3,1,0
MV-63843,Women Midi Dresses Essential,CRM,Creme,Ready-to-Wear,Women,Dresses,Midi Dresses,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,2591.5,851.53,4,3542.62,2589.63,676.35,4,3542.62,13,12,1,12,8,0
MV-44664,Women Shoulder Bags Modern,NOI,Noir,Leather Goods,Women,Handbags,Shoulder Bags,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,1742.52,618.28,3,2446.14,1186.7,435.7,2,1630.76,11,10,1,7,4,0
MV-43491,Women Earrings Heritage,CHP,Champagne,Accessories,Women,Jewelry,Earrings,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,1133.3,315.37,2,1627.81,1051.01,384.14,2,1627.81,2,1,1,2,1,0
MV-67637,Men Midi Dresses Essential,CAM,Camel,Ready-to-Wear,Men,Dresses,Midi Dresses,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,4150.78,1264.88,7,5178.57,4569.2,1425.63,8,5918.36,15,13,2,15,10,0
MV-45986,Women Chain Belts Classic,CRM,Creme,Leather Goods,Women,Belts,Chain Belts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,4802.12,1609.04,6,6672.21,3783.74,1435.62,5,5560.17,11,8,3,12,7,0
MV-38047,Women Round Frames Relaxed,CHP,Champagne,Accessories,Women,Sunglasses,Round Frames,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,4347.88,1268.66,9,5583.89,2792.78,802.78,6,3722.6,18,17,1,12,11,0
MV-70521,Men Mules Luxe,NVY,Navy,Footwear,Men,Heels,Mules,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,519.16,154.93,1,691.86,465.17,172.25,1,691.86,2,1,1,2,1,0
MV-35995,Unisex Check-In Modern,TRP,Taupe,Leather Goods,Unisex,Luggage,Check-In,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,1690.0,566.22,5,2160.67,1033.18,372.37,3,1296.4,13,8,5,11,6,0
MV-79924,Unisex Blazers Modern,BLU,Bleu Marine,Ready-to-Wear,Unisex,Outerwear,Blazers,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,1915.8,588.27,4,2560.82,1723.92,507.65,4,2560.82,4,2,2,5,4,0
MV-54313,Women Wallets Classic,CRM,Cognac,Leather Goods,Women,Small Leather Goods,Wallets,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,1718.5,572.34,2,2057.64,1549.8,543.51,2,2057.64,5,4,1,6,5,0
MV-74451,Unisex Weekender Modern,CRM,Cognac,Leather Goods,Unisex,Luggage,Weekender,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,1332.35,352.97,3,1980.8,1240.78,458.14,3,1980.8,3,2,1,3,2,0
MV-79615,Women Midi Dresses Slim,ARG,Argent,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,899.21,246.0,2,1172.98,456.16,115.65,1,586.49,3,2,1,2,1,0
MV-58566,Men Leather Belts Relaxed,RSE,Rose Poudre,Leather Goods,Men,Belts,Leather Belts,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,339.29,123.9,1,499.21,0.0,0.0,0,0.0,1,0,1,0,0,0
MV-49251,Men Slides Classic,ARG,Argent,Footwear,Men,Flats,Slides,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,240.89,72.26,1,326.27,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-68991,Unisex Pouches Heritage,RSE,Rose Poudre,Leather Goods,Unisex,Small Leather Goods,Pouches,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,611.16,170.7,1,734.76,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-70258,Men Platform Slim,BLU,Bleu Marine,Footwear,Men,Sneakers,Platform,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,1910.79,646.44,6,2275.92,2060.01,621.91,7,2655.24,14,9,5,14,12,0
MV-74038,Women Pouches,ROG,Rouge,Leather Goods,Women,Small Leather Goods,Pouches,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,3257.12,893.97,5,4072.4,2941.04,1061.08,5,4072.4,18,15,3,20,15,0
MV-18163,Men Blazers Slim,CAM,Camel,Ready-to-Wear,Men,Suits,Blazers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,4805.14,1676.91,16,6888.52,4072.57,1136.97,13,5596.93,15,11,4,11,7,0
MV-68991,Unisex Pouches Heritage,ANT,Anthracite,Leather Goods,Unisex,Small Leather Goods,Pouches,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,3012.53,756.93,7,3634.21,4180.72,1570.83,9,4672.56,18,15,3,26,18,0
MV-98501,Women Blouses Relaxed,SBL,Sable,Ready-to-Wear,Women,Tops,Blouses,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,361.12,95.57,1,520.31,344.6,89.16,1,520.31,0,0,0,0,0,0
MV-67939,Women Weekender Classic,CRM,Creme,Leather Goods,Women,Luggage,Weekender,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,11330.11,3094.63,11,14001.18,8745.53,2389.66,9,11455.51,33,23,10,25,18,0
MV-21542,Women Clutches Signature,ARG,Argent,Leather Goods,Women,Handbags,Clutches,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,8847.26,2928.07,10,10571.19,9156.47,3078.27,10,10571.19,12,11,1,14,8,0
MV-41029,Women Ballet Flats Luxe,CAM,Camel,Footwear,Women,Flats,Ballet Flats,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,840.25,268.97,3,1104.07,491.28,145.94,2,736.05,11,10,1,11,9,0
MV-30253,Men Weekender Essential,CAM,Camel,Leather Goods,Men,Luggage,Weekender,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,3834.0,974.57,4,4755.91,3529.17,1024.15,4,4755.91,4,2,2,5,4,0
MV-25974,Women Chain Belts,TAN,Tan,Leather Goods,Women,Belts,Chain Belts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,9475.1,3015.12,20,11987.67,10191.55,3115.19,21,12587.05,59,42,17,70,52,0
MV-38903,Men Coats Essential,CHP,Champagne,Ready-to-Wear,Men,Outerwear,Coats,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,2675.82,921.31,4,3241.83,1957.48,718.26,3,2431.37,4,2,2,3,2,0
MV-94675,Women Trousers Essential,CHP,Champagne,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,5876.1,1896.19,13,7204.65,4900.73,1801.61,10,5542.04,42,31,11,26,23,0
MV-91490,Women Midi Dresses,CAM,Camel,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,693.67,255.02,1,948.84,0.0,0.0,0,0.0,2,1,1,1,0,0
MV-74866,Women Wool Scarves Luxe,NVY,Navy,Accessories,Women,Scarves,Wool Scarves,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,329.63,110.55,1,450.84,315.62,82.98,1,450.84,3,1,2,3,2,0
MV-86556,Women Evening Dresses Classic,CHP,Champagne,Ready-to-Wear,Women,Dresses,Evening Dresses,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,1186.03,375.0,3,1700.67,1211.07,347.87,3,1700.67,7,6,1,6,5,0
MV-91490,Women Midi Dresses,TRP,Taupe,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,2877.26,901.91,4,3975.28,2017.18,737.73,3,2981.46,7,4,3,6,5,0
MV-80468,Men Blouses Relaxed,CHP,Champagne,Ready-to-Wear,Men,Tops,Blouses,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,3222.67,1189.2,9,4000.75,2876.63,1068.63,9,4000.75,8,7,1,8,6,0
MV-56346,Women Clutches Essential,CAM,Camel,Leather Goods,Women,Handbags,Clutches,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,22685.77,6624.34,24,29370.31,20793.15,6235.26,24,29370.31,18,17,1,19,11,0
MV-73242,Men Chain Belts Luxe,TAN,Tan,Leather Goods,Men,Belts,Chain Belts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,744.63,187.56,2,948.66,373.99,138.74,1,474.33,1,0,1,0,0,0
MV-65851,Women Midi Dresses Slim,IVR,Ivoire,Ready-to-Wear,Women,Dresses,Midi Dresses,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,724.8,222.23,1,895.76,741.48,212.97,1,895.76,3,2,1,3,1,0
MV-94675,Women Trousers Essential,TRP,Taupe,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,3604.75,1300.15,8,4545.68,2640.43,892.24,6,3409.26,24,16,8,22,14,0
MV-50768,Men Knitwear Modern,SBL,Sable,Ready-to-Wear,Men,Tops,Knitwear,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,1107.9,352.04,5,1581.51,1107.31,331.98,5,1581.51,15,12,3,13,10,0
MV-49618,Men Square Frames Classic,ROG,Rouge,Accessories,Men,Sunglasses,Square Frames,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,195.22,65.01,1,258.28,192.55,59.32,1,258.28,0,0,0,0,0,0
MV-76132,Unisex Leather Belts Slim,IVR,Ivoire,Leather Goods,Unisex,Belts,Leather Belts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,2745.27,896.95,3,3654.3,2541.76,818.95,3,3654.3,6,5,1,6,3,0
MV-76542,Men Suit Sets Modern,CRM,Cognac,Ready-to-Wear,Men,Suits,Suit Sets,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,1704.43,584.41,7,2404.75,2161.58,584.18,8,2748.28,14,11,3,18,13,0
MV-67637,Men Midi Dresses Essential,CHP,Champagne,Ready-to-Wear,Men,Dresses,Midi Dresses,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,5105.29,1909.81,8,6515.18,6176.22,2112.65,10,8143.97,31,27,4,43,36,0
