transaction_id,client_id,transaction_date,store_code,store_name,category,product_name,quantity,unit_price,net_sales_amount,channel,currency
TXN-MV-124906,MVC-00002,2025-07-10,A800,MV SOHO New York,Ready-to-Wear,MV Ready-to-Wear Limited,1,4067.74,3289.77,Digital,USD
TXN-MV-176806,MVC-00002,2025-07-10,A800,MV SOHO New York,Ready-to-Wear,MV Ready-to-Wear Classic,1,3450.3,3535.0,Digital,USD
TXN-MV-527433,MVC-00002,2023-06-24,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Limited,1,1105.51,1089.8,Digital,USD
TXN-MV-431773,MVC-00002,2023-06-24,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Classic,1,1084.77,993.48,Digital,USD
TXN-MV-106185,MVC-00002,2023-06-24,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Essential,1,974.95,1204.74,Digital,USD
TXN-MV-403915,MVC-00002,2023-05-04,A800,MV SOHO New York,Ready-to-Wear,MV Ready-to-Wear Heritage,1,2513.4,2275.9,Digital,USD
TXN-MV-597012,MVC-00002,2025-07-15,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Signature,1,7002.34,6176.47,Digital,USD
TXN-MV-764845,MVC-00002,2025-04-10,A800,MV SOHO New York,Footwear,MV Footwear Signature,1,2222.29,2640.23,Digital,USD
TXN-MV-933635,MVC-00002,2025-04-10,A800,MV SOHO New York,Footwear,MV Footwear Heritage,1,2690.2,2018.67,Digital,USD
TXN-MV-682032,MVC-00002,2025-04-10,A800,MV SOHO New York,Footwear,MV Footwear Signature,1,2098.22,2014.33,Digital,USD
TXN-MV-320256,MVC-00003,2025-05-12,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Heritage,1,2339.19,2872.22,Boutique,USD
TXN-MV-992819,MVC-00003,2025-05-12,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Essential,1,2285.96,2317.87,Boutique,USD
TXN-MV-746850,MVC-00003,2025-05-12,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Heritage,1,2325.81,2315.85,Boutique,USD
TXN-MV-775990,MVC-00003,2025-11-05,J347,MV Flagship Tokyo,Footwear,MV Footwear Essential,1,1549.51,1868.61,Boutique,USD
TXN-MV-362865,MVC-00003,2025-11-05,J347,MV Flagship Tokyo,Footwear,MV Footwear Classic,1,1615.77,1820.05,Boutique,USD
TXN-MV-446922,MVC-00003,2025-11-05,J347,MV Flagship Tokyo,Footwear,MV Footwear Heritage,1,1578.87,1859.97,Boutique,USD
TXN-MV-204904,MVC-00003,2025-11-05,J347,MV Flagship Tokyo,Footwear,MV Footwear Heritage,1,1840.8,1990.39,Boutique,USD
TXN-MV-827143,MVC-00003,2025-02-23,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Essential,1,1185.36,1349.9,Boutique,USD
TXN-MV-946934,MVC-00003,2025-02-23,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Heritage,1,1505.45,1191.81,Boutique,USD
TXN-MV-428429,MVC-00003,2025-02-23,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Signature,1,1436.77,1407.6,Boutique,USD
TXN-MV-603268,MVC-00003,2025-06-24,J347,MV Flagship Tokyo,Handbags,MV Handbags Limited,1,1362.92,1499.86,Boutique,USD
TXN-MV-610626,MVC-00003,2025-06-24,J347,MV Flagship Tokyo,Handbags,MV Handbags Essential,1,1223.03,1446.14,Boutique,USD
TXN-MV-185955,MVC-00003,2025-06-24,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,1534.75,1235.99,Boutique,USD
TXN-MV-862760,MVC-00003,2025-10-07,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,7154.26,7072.61,Boutique,USD
TXN-MV-906564,MVC-00003,2026-01-10,J347,MV Flagship Tokyo,Handbags,MV Handbags Essential,1,1254.54,1182.01,Boutique,USD
TXN-MV-373276,MVC-00003,2026-01-10,J347,MV Flagship Tokyo,Handbags,MV Handbags Essential,1,1535.1,1389.18,Boutique,USD
TXN-MV-785672,MVC-00003,2026-01-10,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,1317.57,1258.88,Boutique,USD
TXN-MV-909652,MVC-00003,2026-01-10,J347,MV Flagship Tokyo,Handbags,MV Handbags Essential,1,1468.89,1286.76,Boutique,USD
TXN-MV-626560,MVC-00003,2025-07-23,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Classic,1,889.15,936.28,Boutique,USD
TXN-MV-945718,MVC-00003,2025-07-23,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Essential,1,894.61,913.19,Boutique,USD
TXN-MV-247189,MVC-00003,2025-07-23,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Limited,1,761.1,864.65,Boutique,USD
TXN-MV-476224,MVC-00003,2025-11-04,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Classic,1,1786.98,1944.37,Boutique,USD
TXN-MV-165914,MVC-00003,2025-11-04,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Heritage,1,1875.16,1683.93,Boutique,USD
TXN-MV-316818,MVC-00003,2025-11-04,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Essential,1,2190.32,1870.37,Boutique,USD
TXN-MV-592489,MVC-00003,2025-11-04,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Limited,1,2174.99,1682.23,Boutique,USD
TXN-MV-975427,MVC-00003,2025-03-01,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,2664.97,2658.35,Boutique,USD
TXN-MV-494956,MVC-00003,2025-03-01,J347,MV Flagship Tokyo,Handbags,MV Handbags Limited,1,2498.34,2723.32,Boutique,USD
TXN-MV-976052,MVC-00003,2025-03-01,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,2616.56,2506.95,Boutique,USD
TXN-MV-610511,MVC-00003,2024-11-18,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Limited,1,1531.88,1169.31,Boutique,USD
TXN-MV-245718,MVC-00003,2024-11-18,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Limited,1,1234.78,1198.33,Boutique,USD
TXN-MV-774734,MVC-00003,2024-11-18,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Heritage,1,1253.68,1243.55,Boutique,USD
TXN-MV-534753,MVC-00003,2025-04-09,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Heritage,1,3678.89,3431.73,Boutique,USD
TXN-MV-602073,MVC-00003,2025-04-09,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Limited,1,3151.37,3100.17,Boutique,USD
TXN-MV-241268,MVC-00003,2025-05-29,J347,MV Flagship Tokyo,Handbags,MV Handbags Essential,1,973.3,1153.92,Boutique,USD
TXN-MV-158627,MVC-00003,2025-05-29,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,1047.52,1021.02,Boutique,USD
TXN-MV-854500,MVC-00003,2025-05-24,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Heritage,1,6103.71,4924.07,Boutique,USD
TXN-MV-330019,MVC-00003,2025-12-16,J347,MV Flagship Tokyo,Jewelry,MV Jewelry Limited,1,3710.87,3920.26,Boutique,USD
TXN-MV-960307,MVC-00003,2025-12-16,J347,MV Flagship Tokyo,Jewelry,MV Jewelry Signature,1,3735.05,3613.58,Boutique,USD
TXN-MV-725510,MVC-00003,2024-09-22,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Essential,1,882.85,976.96,Boutique,USD
TXN-MV-238635,MVC-00003,2024-09-22,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Classic,1,866.94,1020.92,Boutique,USD
TXN-MV-628859,MVC-00003,2024-09-22,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Limited,1,1113.33,1046.1,Boutique,USD
TXN-MV-286040,MVC-00003,2024-09-22,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Limited,1,1136.18,1044.37,Boutique,USD
TXN-MV-732789,MVC-00004,2024-11-05,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Essential,1,251.73,256.51,Boutique,USD
TXN-MV-912510,MVC-00004,2024-11-05,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Limited,1,230.73,220.3,Boutique,USD
TXN-MV-927909,MVC-00004,2023-07-23,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Limited,1,245.77,280.82,Boutique,USD
TXN-MV-898531,MVC-00004,2023-07-23,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Essential,1,226.25,229.05,Boutique,USD
TXN-MV-600318,MVC-00004,2023-07-23,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Signature,1,288.96,225.18,Boutique,USD
TXN-MV-727354,MVC-00004,2023-07-23,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Essential,1,250.25,233.3,Boutique,USD
TXN-MV-645009,MVC-00004,2025-06-04,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Classic,1,300.39,284.51,Boutique,USD
TXN-MV-546768,MVC-00004,2025-09-09,J347,MV Flagship Tokyo,Handbags,MV Handbags Essential,1,424.08,506.7,Boutique,USD
TXN-MV-544136,MVC-00004,2025-09-09,J347,MV Flagship Tokyo,Handbags,MV Handbags Essential,1,439.47,427.1,Boutique,USD
TXN-MV-287401,MVC-00004,2025-05-05,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Heritage,1,164.43,160.78,Boutique,USD
TXN-MV-421549,MVC-00004,2025-05-05,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Essential,1,154.03,171.53,Boutique,USD
TXN-MV-871523,MVC-00004,2025-05-05,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Signature,1,178.78,169.29,Boutique,USD
TXN-MV-884140,MVC-00004,2025-05-05,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Signature,1,158.98,171.23,Boutique,USD
TXN-MV-939756,MVC-00004,2023-11-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Essential,1,401.34,409.55,Boutique,USD
TXN-MV-154581,MVC-00004,2023-11-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,375.15,403.88,Boutique,USD
TXN-MV-943442,MVC-00004,2023-11-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,425.69,384.76,Boutique,USD
TXN-MV-488848,MVC-00005,2023-12-15,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Classic,1,129.74,134.09,Phone,USD
TXN-MV-520106,MVC-00005,2023-12-15,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Essential,1,131.52,117.58,Phone,USD
TXN-MV-771394,MVC-00005,2023-12-15,EU_F07M,MV Flagship Paris,Jewelry,MV Jewelry Limited,1,120.73,111.98,Phone,USD
TXN-MV-788793,MVC-00005,2023-12-15,EU_F07M,MV Flagship Paris,Jewelry,MV Jewelry Essential,1,115.09,105.78,Phone,USD
TXN-MV-745073,MVC-00005,2023-12-15,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Signature,1,322.32,293.44,Phone,USD
TXN-MV-786837,MVC-00005,2023-12-15,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Classic,1,350.04,268.36,Phone,USD
TXN-MV-642892,MVC-00006,2024-08-28,A800,MV SOHO New York,Handbags,MV Handbags Classic,1,520.41,422.99,Boutique,USD
TXN-MV-194545,MVC-00006,2024-08-28,A800,MV SOHO New York,Handbags,MV Handbags Essential,1,454.46,533.94,Boutique,USD
TXN-MV-337288,MVC-00006,2025-03-03,A800,MV SOHO New York,Handbags,MV Handbags Essential,1,735.58,637.1,Boutique,USD
TXN-MV-523579,MVC-00006,2025-03-03,A800,MV SOHO New York,Handbags,MV Handbags Essential,1,549.88,582.9,Boutique,USD
TXN-MV-630829,MVC-00006,2025-03-03,A800,MV SOHO New York,Handbags,MV Handbags Classic,1,657.22,646.48,Boutique,USD
TXN-MV-664032,MVC-00006,2024-06-28,A800,MV SOHO New York,Accessories,MV Accessories Essential,1,513.4,545.47,Boutique,USD
TXN-MV-495397,MVC-00006,2024-06-28,A800,MV SOHO New York,Accessories,MV Accessories Essential,1,552.27,512.26,Boutique,USD
TXN-MV-456160,MVC-00006,2024-06-28,A800,MV SOHO New York,Accessories,MV Accessories Limited,1,585.24,621.02,Boutique,USD
TXN-MV-764442,MVC-00006,2023-08-13,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Signature,1,194.37,169.62,Boutique,USD
TXN-MV-431067,MVC-00006,2023-08-13,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Limited,1,209.79,185.49,Boutique,USD
TXN-MV-110195,MVC-00006,2023-08-13,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Heritage,1,170.63,162.04,Boutique,USD
TXN-MV-806423,MVC-00006,2023-08-13,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Heritage,1,161.1,208.46,Boutique,USD
TXN-MV-291663,MVC-00007,2024-04-14,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,305.06,277.66,Boutique,USD
TXN-MV-871153,MVC-00007,2024-04-14,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,339.27,278.31,Boutique,USD
TXN-MV-312616,MVC-00007,2024-04-14,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,335.94,291.97,Boutique,USD
TXN-MV-743644,MVC-00007,2024-02-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,70.91,66.51,Boutique,USD
TXN-MV-144316,MVC-00007,2024-02-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Limited,1,63.16,62.06,Boutique,USD
TXN-MV-702427,MVC-00007,2024-02-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,65.52,75.24,Boutique,USD
TXN-MV-635962,MVC-00007,2024-02-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,63.68,70.63,Boutique,USD
TXN-MV-626883,MVC-00008,2024-12-27,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Heritage,1,1508.26,1645.03,Boutique,USD
TXN-MV-430984,MVC-00008,2025-02-27,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Classic,1,170.91,182.86,Boutique,USD
TXN-MV-709231,MVC-00008,2025-02-27,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Classic,1,189.74,207.0,Boutique,USD
TXN-MV-372315,MVC-00008,2025-02-27,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Signature,1,203.15,184.44,Boutique,USD
TXN-MV-594241,MVC-00008,2025-02-27,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Essential,1,190.81,181.24,Boutique,USD
TXN-MV-482812,MVC-00008,2025-07-05,A800,MV SOHO New York,Handbags,MV Handbags Limited,1,700.97,678.51,Boutique,USD
TXN-MV-237509,MVC-00008,2025-07-05,A800,MV SOHO New York,Handbags,MV Handbags Essential,1,792.48,821.34,Boutique,USD
TXN-MV-855829,MVC-00008,2025-07-05,A800,MV SOHO New York,Handbags,MV Handbags Heritage,1,819.07,763.06,Boutique,USD
TXN-MV-595962,MVC-00008,2025-06-13,A800,MV SOHO New York,Handbags,MV Handbags Classic,1,1128.77,1249.9,Boutique,USD
TXN-MV-990649,MVC-00008,2025-06-13,A800,MV SOHO New York,Handbags,MV Handbags Essential,1,1262.79,1180.94,Boutique,USD
TXN-MV-517754,MVC-00008,2025-08-06,A800,MV SOHO New York,Handbags,MV Handbags Classic,1,2014.26,1653.86,Boutique,USD
TXN-MV-372387,MVC-00009,2025-02-02,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Heritage,1,823.26,874.09,Digital,USD
TXN-MV-949363,MVC-00009,2025-02-02,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Heritage,1,819.09,836.52,Digital,USD
TXN-MV-468145,MVC-00009,2025-02-02,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Essential,1,781.67,878.83,Digital,USD
TXN-MV-472358,MVC-00009,2025-07-29,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Heritage,1,2761.82,2615.56,Digital,USD
TXN-MV-872303,MVC-00009,2025-07-29,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Limited,1,2932.3,2531.74,Digital,USD
TXN-MV-400441,MVC-00009,2025-07-29,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Limited,1,2729.15,2345.69,Digital,USD
TXN-MV-761938,MVC-00009,2024-03-23,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Essential,1,1933.53,2090.98,Digital,USD
TXN-MV-174809,MVC-00009,2024-03-23,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Classic,1,1700.91,1738.52,Digital,USD
TXN-MV-432270,MVC-00009,2024-03-23,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Heritage,1,2012.35,1952.69,Digital,USD
TXN-MV-514664,MVC-00009,2024-03-23,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Heritage,1,2113.0,2052.4,Digital,USD
TXN-MV-534098,MVC-00009,2024-10-09,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Signature,1,1159.88,1098.07,Digital,USD
TXN-MV-863124,MVC-00009,2024-10-09,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Signature,1,1343.69,1450.72,Digital,USD
TXN-MV-834733,MVC-00009,2024-10-09,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Classic,1,1170.14,1241.83,Digital,USD
TXN-MV-200195,MVC-00009,2024-10-09,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Classic,1,1449.32,1271.1,Digital,USD
TXN-MV-208976,MVC-00009,2023-11-28,EU_F07M,MV Flagship Paris,Handbags,MV Handbags Heritage,1,4537.33,3835.6,Digital,USD
TXN-MV-564687,MVC-00009,2024-11-06,EU_F07M,MV Flagship Paris,Handbags,MV Handbags Signature,1,1032.98,1279.41,Digital,USD
TXN-MV-129959,MVC-00009,2024-11-06,EU_F07M,MV Flagship Paris,Handbags,MV Handbags Classic,1,1218.45,1287.03,Digital,USD
TXN-MV-440998,MVC-00009,2024-11-06,EU_F07M,MV Flagship Paris,Handbags,MV Handbags Limited,1,1150.03,1290.69,Digital,USD
TXN-MV-719531,MVC-00009,2024-07-08,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Essential,1,1387.02,1510.29,Digital,USD
TXN-MV-691380,MVC-00009,2024-07-08,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Limited,1,1415.24,1464.17,Digital,USD
TXN-MV-943797,MVC-00009,2024-08-16,EU_F07M,MV Flagship Paris,Accessories,MV Accessories Classic,1,2402.31,2346.51,Digital,USD
TXN-MV-372427,MVC-00009,2024-08-16,EU_F07M,MV Flagship Paris,Accessories,MV Accessories Signature,1,2300.88,2078.28,Digital,USD
TXN-MV-661091,MVC-00009,2025-11-18,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Classic,1,1073.05,1013.37,Digital,USD
TXN-MV-892170,MVC-00009,2025-11-18,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Limited,1,954.76,1096.85,Digital,USD
TXN-MV-936726,MVC-00009,2025-11-18,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Heritage,1,1045.39,1106.27,Digital,USD
TXN-MV-674842,MVC-00009,2025-11-18,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Heritage,1,920.92,1132.29,Digital,USD
TXN-MV-968668,MVC-00009,2024-12-24,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Limited,1,682.46,650.87,Digital,USD
TXN-MV-755698,MVC-00009,2024-12-24,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Signature,1,748.62,811.94,Digital,USD
TXN-MV-743003,MVC-00009,2024-12-24,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Heritage,1,696.79,799.19,Digital,USD
TXN-MV-948097,MVC-00009,2024-12-24,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Heritage,1,725.44,823.9,Digital,USD
TXN-MV-385353,MVC-00010,2024-07-03,A800,MV SOHO New York,Handbags,MV Handbags Essential,1,1451.84,1377.03,Phone,USD
TXN-MV-259540,MVC-00010,2024-07-03,A800,MV SOHO New York,Handbags,MV Handbags Classic,1,1660.42,1246.7,Phone,USD
TXN-MV-207241,MVC-00010,2024-07-03,A800,MV SOHO New York,Handbags,MV Handbags Heritage,1,1354.57,1549.29,Phone,USD
TXN-MV-862427,MVC-00010,2024-07-03,A800,MV SOHO New York,Handbags,MV Handbags Classic,1,1338.68,1302.83,Phone,USD
TXN-MV-489438,MVC-00010,2025-07-04,A800,MV SOHO New York,Handbags,MV Handbags Limited,1,1197.15,971.57,Phone,USD
TXN-MV-184120,MVC-00010,2025-07-04,A800,MV SOHO New York,Handbags,MV Handbags Signature,1,979.81,1223.84,Phone,USD
TXN-MV-174852,MVC-00010,2025-07-04,A800,MV SOHO New York,Handbags,MV Handbags Essential,1,1120.24,1025.98,Phone,USD
TXN-MV-982417,MVC-00010,2025-07-04,A800,MV SOHO New York,Handbags,MV Handbags Heritage,1,1237.95,1241.68,Phone,USD
TXN-MV-908688,MVC-00010,2024-06-18,A800,MV SOHO New York,Jewelry,MV Jewelry Limited,1,1452.78,1805.25,Phone,USD
TXN-MV-308855,MVC-00010,2024-06-18,A800,MV SOHO New York,Jewelry,MV Jewelry Limited,1,1683.0,1380.53,Phone,USD
TXN-MV-798359,MVC-00010,2024-06-18,A800,MV SOHO New York,Jewelry,MV Jewelry Signature,1,1559.21,1657.59,Phone,USD
TXN-MV-427270,MVC-00010,2024-06-18,A800,MV SOHO New York,Jewelry,MV Jewelry Heritage,1,1411.02,1679.66,Phone,USD
TXN-MV-308376,MVC-00010,2025-08-30,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Heritage,1,1309.69,1301.3,Phone,USD
TXN-MV-328367,MVC-00010,2025-08-30,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Classic,1,1080.36,1150.12,Phone,USD
TXN-MV-115799,MVC-00010,2025-08-30,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Signature,1,1276.91,1203.1,Phone,USD
TXN-MV-709303,MVC-00010,2025-03-26,A800,MV SOHO New York,Footwear,MV Footwear Limited,1,2169.65,1841.03,Phone,USD
TXN-MV-896456,MVC-00010,2024-05-16,A800,MV SOHO New York,Handbags,MV Handbags Classic,1,1446.41,1738.79,Phone,USD
TXN-MV-835395,MVC-00010,2024-05-16,A800,MV SOHO New York,Handbags,MV Handbags Essential,1,1812.22,1479.44,Phone,USD
TXN-MV-343977,MVC-00010,2024-05-16,A800,MV SOHO New York,Handbags,MV Handbags Heritage,1,1907.32,1810.77,Phone,USD
TXN-MV-122390,MVC-00010,2025-02-04,A800,MV SOHO New York,Footwear,MV Footwear Limited,1,2217.6,2062.35,Phone,USD
TXN-MV-141406,MVC-00010,2025-02-04,A800,MV SOHO New York,Footwear,MV Footwear Limited,1,2459.73,2357.17,Phone,USD
TXN-MV-670027,MVC-00010,2025-08-23,A800,MV SOHO New York,Ready-to-Wear,MV Ready-to-Wear Heritage,1,1486.32,1554.45,Phone,USD
TXN-MV-971733,MVC-00010,2025-08-23,A800,MV SOHO New York,Ready-to-Wear,MV Ready-to-Wear Essential,1,1764.46,1595.0,Phone,USD
